Product code,Product label,Singapore's imports from Saudi Arabia-Value in 2012,Singapore's imports from Saudi Arabia-Value in 2013,Singapore's imports from Saudi Arabia-Value in 2014,Singapore's imports from Saudi Arabia-Value in 2015,Singapore's imports from Saudi Arabia-Value in 2016,Singapore's imports from Saudi Arabia-Value in 2017,Singapore's imports from Saudi Arabia-Value in 2018,Singapore's imports from Saudi Arabia-Value in 2019,Singapore's imports from Saudi Arabia-Value in 2020,Singapore's imports from Saudi Arabia-Value in 2021,Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
480300,"Toilet or facial tissue stock, towel or napkin stock and similar paper for household or sanitary ...",0,0,0,0,0,0,0,0,0,0,,21136,10172,6298,8165,11880,4459,7185,5940,2702,6200,,14572,15047,15887,15542,13455,13481,12382,12142,11556,5309
480421,"Unbleached sack kraft paper, uncoated, in rolls of a width > 36 cm (excluding goods of heading ...",0,0,0,0,0,0,0,0,0,0,,163,70,0,2,1,22,24,3098,2677,1201,,1088,137,675,1164,791,1781,1064,5810,3028,587
480512,"Straw fluting paper, in rolls of a width > 36 cm, weighing >= 130 g/m©÷",0,0,0,0,0,0,0,0,0,0,,0,0,0,36,974,4129,1809,2952,3044,6279,,73,8,4,0,54,0,0,0,103,58
480550,"Felt paper and paperboard, in rolls of a width > 36 cm or in square or rectangular sheets with ...",0,0,0,0,0,0,0,0,0,0,,0,273,420,27,609,30,208,26,1212,20223,,35,32,107,25,6,36,25,33,14,52
480592,"Paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,273,1851,684,211,891,,1229,487,325,635,531,905,4207,2035,474,1381
481013,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",0,0,0,0,0,0,0,0,0,0,,6075,6767,5447,9546,559,196,164,4811,1661,61,,149881,154372,162306,138256,133636,12099,11918,13429,9316,9438
481039,"Kraft paper and paperboard, coated on one or both sides with kaolin or other inorganic substances, ...",0,0,0,0,0,0,0,0,0,0,,0,101,60,21,43,0,3,608,0,1,,6739,6462,5275,4637,1899,596,1496,1031,868,4680
481159,"Paper and paperboard, surface-coloured, surface-decorated or printed, coated, impregnated or ...",0,0,0,0,0,0,0,0,0,0,,382,14672,28558,35749,16793,1958,20897,21122,20976,19880,,12265,14814,12483,15021,17587,22753,22733,14153,22190,25412
481190,"Paper, paperboard, cellulose wadding and webs of soft cellulose, coated, impregnated, covered, ...",0,0,0,0,0,0,0,0,0,0,,21799,21902,28212,25703,13232,2365,5262,7071,4730,26766,,64621,72291,67035,12057,9009,10652,24444,20226,12284,13519
481320,Cigarette paper in rolls of a width of <= 5 cm,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,4,0,0,0,,11227,11993,13907,12476,9347,7728,7714,7376,6591,5986
481850,"Articles of apparel and clothing accessories, of paper pulp, paper, cellulose wadding or webs ...",0,0,0,0,0,0,0,0,0,0,,32790,9358,2846,1152,1391,1049,3036,511,633,49,,3679,3626,3182,1528,1436,2073,1801,1673,28955,1225
482190,"Paper or paperboard labels of all kinds, non-printed",0,0,0,0,0,0,0,0,0,0,,188,745,367,1129,787,321,74,8,5,1599,,23620,23557,20867,18447,14867,12122,20183,16317,18957,12585
490290,"Newspapers, journals and periodicals, whether or not illustrated or containing advertising ...",1,0,0,0,0,0,0,0,0,0,,0,173,225,414,193,173,52,26,12,33,,17503,14214,16269,11289,9447,8306,7057,5609,3241,1808
510531,"Hair of Kashmir """"cashmere"""" goats, carded or combed""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
510610,Carded wool yarn containing >= 85% wool by weight (excluding that put up for retail sale),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,261,69,44,63,43,15,3,56,33,6
511130,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,,138,212,129,234,617,187,95,102,80,403
511219,Woven fabrics containing >= 85% combed wool or combed fine animal hair by weight and weighing ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,3,0,0,0,0,0,,2436,2244,2517,2059,1039,1474,1385,1645,2250,554
511230,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,0,21,0,0,0,0,,1877,1515,356,1036,1280,1662,2083,2702,452,1453
511290,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,555,683,272,353,523,311,278,322,198,410
520299,"Cotton waste (excluding yarn waste, thread waste and garnetted stock)",0,0,0,0,0,0,0,0,0,0,,35,0,0,69,104,206,49,23,0,98,,533,489,336,341,647,459,614,584,209,228
520522,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,0
520523,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,14,164,0,4,154,0,0
520534,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,3,0,0,0,0,0,1,0
520535,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
520543,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,9,0,0,0,0,0,0
520546,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,65,0,0,0,0,0,1,0,0,0
520622,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,11,17,0,0,0,0,,0,1264,0,0,0,0,0,0,0,0
520623,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,5,0,0
520811,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m©÷, ...",0,0,0,0,0,0,0,0,0,0,,0,48,0,0,0,0,0,4,0,0,,1494,733,738,4400,399,570,234,601,477,247
520921,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,369,433,502,539,254,24,27,56,4,2
520942,"Denim, containing >= 85% cotton by weight and weighing > 200 g/m©÷, made of yarn of different ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,133,39,33,384,576,102,99,149,130,211
521119,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,40,0,0,0,0,0,39,0,0,0,,309,340,3,1,14,8,71,126,4,4
521132,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,392,303,396,116,160,47,86,1879,2838,269
521142,"Denim, containing predominantly, but < 85% cotton by weight, mixed principally or solely with ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5,0,0,0,0,,217,169,176,188,305,40,214,85,43,26
521143,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,18,41,6,7,5,0,0,0,0,0
521159,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,118,204,60,102,119,48,392,571,76,57
530911,"Woven fabrics of flax, containing >= 85% flax by weight, unbleached or bleached",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,77,96,136,236,27,29,70,41,172,65
540411,Elastomeric monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,0,0,0,,718,254,179,80,262,820,144,41,65,190
540730,"Woven fabrics of synthetic filament yarn, incl. monofilament of >= 67 decitex and with a cross ...",0,0,0,0,0,0,0,0,0,0,,0,589,784,76,34,33,0,0,0,0,,103,128,44,57,137,120,232,197,151,260
340213,"Non-ionic organic surface-active agents, whether or not put up for retail sale (excluding soap)",0,0,0,0,0,0,0,0,0,0,,652,1647,3084,7379,12561,5091,7857,32039,24985,1039,,61679,60715,58153,58143,63128,62992,56395,63095,57732,67928
340290,"Surface-active preparations, washing preparations, incl. auxiliary washing preparations and ...",0,0,0,22,24,27,13,0,3,0,,8370,2382,2159,2746,3229,3158,4093,1530,6095,4032,,69506,60177,67636,63373,57380,61611,72073,70034,70904,78453
340510,"Polishes, creams and similar preparations, for footwear or leather, whether or not in the form ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,23,91,63,85,0,0,0,,1567,1581,1459,2570,1415,1801,1523,1634,948,1497
350219,"Egg albumin (excluding dried [e.g. in sheets, scales, flakes, powder])",0,0,0,0,0,0,0,0,0,0,,0,0,0,6,0,0,0,0,0,0,,0,0,186,229,217,337,340,522,483,609
350610,"Products suitable for use as glues or adhesives put up for retail sale as glues or adhesives, ...",0,0,0,0,0,0,0,0,0,0,,20290,16014,14324,9337,10193,10710,8888,7021,4956,9184,,30492,24113,26923,22446,24471,59130,78560,57985,62642,58090
360300,Safety fuses; detonating fuses; percussion or detonating caps; igniters; electric detonators ...,0,0,0,0,0,0,0,0,0,0,,281,996,4147,1908,2842,3158,14880,11054,981,2064,,8910,7164,5737,9527,7358,6232,4186,6587,4751,6008
370239,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,49,6,950,325,0,0,0,,710,459,568,380,7194,162,549,1740,1290,813
370254,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3619,38,37,83,70,144,135,32,102,74
370296,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,448,306,23,3,31,0,128,375,227,127
380130,Carbonaceous pastes for electrodes and similar pastes for furnace linings,0,0,0,0,0,0,0,0,0,0,,0,39,66,24,0,15,105,94,0,0,,1427,231,221,212,282,176,130,146,220,227
380190,"Preparations based on graphite or other carbon in the form of pastes, blocks, plates or other ...",0,0,0,0,0,0,0,0,0,0,,1458,3145,1699,689,14,50,8,0,26,17,,4548,2095,1931,1080,1168,723,1021,2328,2523,2748
380210,"Activated carbon (excluding medicaments or deodorant products for fridges, vehicles etc., put ...",0,0,0,0,0,0,0,0,0,0,,0,115,117,4,0,63,22,0,0,0,,17789,16834,17370,16204,10273,9592,21513,19574,18390,18491
380700,Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewer's pitch and similar ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,0,0,,265,180,491,789,299,228,276,130,149,217
380852,"DDT """"ISO"""" """"clofenotane """"INN"""""""", in packings of a net weight content <= 300 g""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,165,178,185,206
381090,"Fluxes and other auxiliary preparations for soldering, brazing or welding; preparations of ...",0,0,0,0,0,0,0,0,0,0,,0,140,1256,1114,251,205,167,0,162,0,,44168,60063,49463,35954,30043,22465,23023,18233,22745,29405
290522,Acyclic terpene alcohols,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,168,23,0,0,0,0,,34022,32883,36565,33344,31152,32725,54566,43371,41067,46980
290541,"2-Ethyl-2-""""hydroxymethyl"""" propane-1,3-diol """"trimethylolpropane""""""""",0,0,0,15,0,0,0,0,0,0,,0,0,32,0,0,0,0,0,0,8,,2764,4404,3086,3156,2451,5897,6013,4018,4684,9325
290544,"D-glucitol """"sorbitol""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2518,2269,2086,2484,2338,2962,3328,3106,3505,4404
290559,"Halogenated, sulphonated, nitrated or nitrosated derivatives or acyclic alcohols (excluding ...""",0,0,0,0,0,0,0,0,0,0,,62,1450,1077,1,86,58,0,8,6,9,,2315,2424,5235,2371,1398,1598,923,803,566,1943
290930,"Aromatic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives",0,0,0,0,0,0,0,0,0,0,,880,59,3968,4514,2163,0,0,0,0,1083,,5387,3953,3805,3711,3710,4450,5251,5273,5820,6877
291219,"Acyclic aldehydes, without other oxygen function (excluding methanal [formaldehyde] and ethanal ...",7812,6119,6104,4426,3178,3535,3842,4775,3214,0,,30216,18500,14824,10067,3141,96,231,254,1161,250,,25154,28834,30463,25382,19155,24384,26510,24626,26441,25144
291221,Benzaldehyde,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,516,346,207,305,454,374,552,399,243,546
291242,"Ethylvanillin """"3-ethoxy-4-hydroxybenzaldehyde""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,15,32,12,0,0,0,,8156,9325,6280,6625,7090,7882,10968,8312,10671,14125
291419,"Acyclic ketones, without other oxygen function (excluding acetone, butanone """"methyl ethyl ...""",0,0,0,0,0,0,0,0,0,0,,193,62,0,10,30,53,0,0,12,0,,2968,3375,3944,2915,2835,3134,3268,3496,2829,4439
291461,Anthraquinone,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1579,1179,1050,781,603,630,1249,235,309,607
291512,Salts of formic acid,0,0,0,0,0,0,0,0,0,0,,2976,2837,3339,1901,1643,2331,4182,3200,972,2735,,16408,8816,39902,24462,127158,60488,18532,30812,382,1040
291524,Acetic anhydride,0,0,0,0,0,0,0,0,0,0,,15814,17744,15275,11227,9837,20133,8049,14808,11093,34944,,10853,10699,9565,13433,6672,8038,7538,10829,5634,5929
291536,"Dinoseb acetate """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,803,57,0,0,0,,8,2,20,55,125,64,158,126,171,219
291540,"Mono- di- or trichloroacetic acids, their salts and esters",0,0,0,0,0,0,0,0,0,0,,924,143,209,31,0,0,0,2630,158,0,,3852,2624,2359,2072,2153,2261,2548,1736,1868,2600
291550,"Propionic acid, its salts and esters",0,0,0,0,28,58,10,45,10,0,,30,0,0,20,62,11,5,0,0,0,,8907,11007,10144,10784,10652,10042,13805,13390,10657,14879
291620,"Cyclanic, cyclenic or cycloterpenic monocarboxylic acids, their anhydrides, halides, peroxides, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,7,0,0,0,81,0,0,,32858,25291,28195,25031,21744,23697,22558,21347,32141,31034
291634,Phenylacetic acid and its salts,0,0,0,0,0,0,0,0,0,0,,0,0,0,65,67,9,0,48,0,0,,29,39,35,34,44,26,48,76,77,106
291811,"Lactic acid, its salts and esters (excluding inorganic or organic compounds of mercury)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,6,40,0,0,0,,5356,5168,4775,4740,3621,4689,5401,4288,4184,4713
291812,Tartaric acid,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,22,10,0,0,0,,2006,1937,2065,1216,804,573,991,540,808,836
291821,Salicylic acid and its salts (excluding inorganic or organic compounds of mercury),0,0,0,0,13,0,0,0,0,0,,0,0,0,1,1,0,0,0,4,0,,425,621,1989,354,338,250,332,399,300,449
540783,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,8,0,4,0,0,0,,456,258,198,149,272,151,175,178,140,85
540784,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,0,0,0,0,0,,273,282,222,271,165,86,80,1022,989,246
550110,"Filament tow as specified in Note 1 to chapter 55, of nylon or other polyamides",0,0,0,0,0,0,0,0,0,0,,86,0,73,3,1,1,0,0,0,2,,31,112,102,152,18,81,19,57,5,4
550290,"Artificial filament tow, as specified in Note 1 to chapter 55 (excl. of acetate)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,65461,32450,25635,24885
550390,"Synthetic staple fibres, not carded, combed or otherwise processed for spinning (excluding ...",0,0,0,0,0,0,0,0,0,0,,768,444,120,133,787,6675,7047,23,0,0,,497,130,276,134,496,342,100,98,139,324
550700,"Artificial staple fibres, carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,41,41,0,0,0,1150,,26,2,0,0,0,0,4,3,0,0
550921,Single yarn containing >= 85% polyester staple fibres by weight (excluding sewing thread and ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,5,0,0,0,0,0,9,,49,113,122,113,442,286,1289,236,53,198
551030,"Yarn containing predominantly, but < 85% artificial staple fibres by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,12,0,0,0,0
551219,"Woven fabrics containing >= 85% polyester staple fibres by weight, dyed, made of yarn of different ...",0,0,0,6,0,0,0,0,0,0,,1601,1621,373,863,581,1119,1141,99,41,0,,69371,64111,40825,28803,15973,14753,14933,14334,5549,5588
551341,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,0,0,0,,401,539,431,405,533,354,236,75,81,79
551512,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,31,0,0,15,70,,810,448,449,379,462,298,478,304,152,738
551513,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1647,2156,2470,2446,2321,1356,1765,1472,714,1223
551522,"Woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0
551692,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,133,201,155,42,496,142,70,66,39,19
551693,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,94,147,244,130,84,37,82,84,54,309
560392,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing > 25 ...",0,0,0,0,0,0,0,0,0,0,,83,0,0,0,0,4480,3840,1825,747,81,,1468,1968,6134,7314,12018,12205,13680,9562,11284,8634
560721,"Binder or baler twine, of sisal or other textile fibres of the genus Agave",0,0,0,0,0,0,0,0,0,0,,0,34,63,49,255,2,23,0,17,128,,186,112,199,10,27,28,18,48,40,14
560900,"Articles of yarn, strip or the like of heading 5404 or 5405, or of twine, cordage, ropes or ...",0,0,0,0,0,0,0,0,0,0,,8527,4448,5844,2382,2371,2221,1955,2145,659,2384,,4988,3583,3601,3020,2522,3083,2283,2558,3223,2209
570210,"Kelem, Schumacks, Karamanie and similar hand-woven rugs, whether or not made up",0,0,0,0,0,0,0,0,0,0,,61,0,0,62,0,110,768,0,136,87,,482,353,96,220,146,206,274,191,3060,2373
570320,"Carpets and other floor coverings, of nylon or other polyamides, tufted """"needle punched"""", ...""",0,0,0,0,0,0,0,0,0,0,,28,410,1108,2001,4375,9707,4245,398,156,403,,10286,9356,12511,12446,9653,10680,11284,15338,10744,14319
570410,"Floor tiles, of felt, not tufted or flocked, with an area of <= 0,3 m©÷",0,0,0,0,0,0,0,0,0,0,,13310,11188,8738,12185,20957,9861,834,2349,5251,580,,930,1699,379,178,342,530,321,171,174,5
570490,"Carpets and other floor coverings, of felt, not tufted or flocked, whether or not made up (excluding ...",0,8,20,0,0,0,0,0,0,0,,1577,537,304,191,49,8,38,5,0,0,,21048,17313,16954,13748,13006,12934,10433,7425,1745,1530
580133,"Cut weft pile fabrics, of man-made fibres (excluding terry towelling and similar woven terry ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5,0,0,0,0,0,,322,409,669,175,233,94,77,117,70,45
580421,"Mechanically made lace of man-made fibres in the piece, in strips or in motifs (excluding fabrics ...",0,0,0,0,0,0,0,0,0,0,,0,0,54,34,26,21,12,0,0,0,,5301,8137,7457,4968,3658,2490,3011,2461,1507,883
580610,"Narrow woven pile fabrics, incl. terry towelling and similar terry fabrics, and chenille fabrics, ...",0,0,0,0,0,0,0,0,0,0,,0,39,0,2,0,0,0,0,6,9,,3910,7864,3565,3440,2250,2184,3213,1853,1560,1980
590190,Tracing cloth; prepared painting canvas; buckram and similar stiffened textile fabrics of a ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,4,61,2,16,0,0,0,,1042,959,1000,1036,720,655,509,531,552,798
590220,"Tyre cord fabric of high-tenacity polyester yarn, whether or not dipped or impregnated with ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,29,4,0,0,0,,392,321,640,713,632,384,250,173,116,260
590320,"Textile fabrics impregnated, coated, covered or laminated with polyurethane (excluding wallcoverings ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,,1655,1783,1281,1371,2104,2766,5106,3517,3451,3487
600121,"Looped pile fabrics of cotton, knitted or crocheted",0,0,0,0,0,0,0,0,0,0,,0,0,164,0,7,1,44,0,0,0,,2701,3228,3616,1200,3407,628,395,640,1271,15856
600191,"Pile fabrics of cotton, knitted or crocheted (excluding """"long pile"""" fabrics)""""",0,0,0,0,0,0,0,0,0,0,,0,0,39,5,158,6,7,0,0,0,,1659,635,472,380,182,1399,548,1266,2986,624
600410,"Knitted or crocheted fabrics, of a width of > 30 cm, containing >= 5% by weight elastomeric ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3557,5374,6569,8488,6595,6044,4493,4145,735,1998
600543,"Warp knit fabrics of artificial fibres, of yarns of different colours """"incl. those made on ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,16,0,0,0,0,0,0
600624,"Printed cotton fabrics, knitted or crocheted, of a width of > 30 cm (excluding warp knit fabrics ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2190,2204,2295,1635,2395,2006,1568,1471,443,795
600644,"Printed fabrics, knitted or crocheted, of artificial fibres, of a width of > 30 cm (excluding ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,124,36,30,33,40,28,7,16,1,8
610210,"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,157,0,0,0,,2494,339,324,282,390,1115,570,909,284,347
610329,"Men's or boys' ensembles of textile materials (excluding wool, fine animal hair, cotton or ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,63,26,0,65,0,0,0,,1344,2698,3098,2000,1039,1097,1362,3614,691,873
610341,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of wool or fine animal ...",0,0,0,0,0,0,0,0,1,0,,0,0,0,2,0,2,9,0,0,0,,2472,1618,819,778,950,1107,897,752,549,534
610413,"Women's or girls' suits of synthetic fibres, knitted or crocheted (excluding ski overalls and ...",0,0,0,0,0,0,0,0,0,0,,824,0,0,7,20,29,140,0,0,0,,89,352,250,500,374,667,565,345,91,421
610433,"Women's or girls' jackets and blazers of synthetic fibres, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,0,27,0,0,125,6,0,0,0,,6369,2110,2002,1865,1648,1337,825,1451,867,1371
610461,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of wool or fine animal ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,17,10,0,0,0,0,,638,853,776,416,1150,305,656,573,729,568
610819,"Women's or girls' slips and petticoats of textile materials, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,0,,252,28,0,12,32,66,18,0,0,0,,389,376,432,794,306,571,202,848,622,365
610821,"Women's or girls' briefs and panties of cotton, knitted or crocheted",0,0,0,0,0,0,0,0,0,0,,0,0,0,53,45,150,114,0,0,0,,5968,6036,8486,9413,8773,9105,9275,6855,6166,7923
611030,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of man-made fibres, knitted ...",0,0,0,0,0,0,0,0,0,0,,92,265,0,0,198,123,222,0,0,0,,21545,28372,39338,57334,47224,45090,44560,37369,30818,33786
611190,"Babies' garments and clothing accessories of textile materials, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,0,,4585,762,6498,11355,160,52,0,0,0,0,,6286,6083,6205,9999,9051,11997,12308,14807,5451,2844
611490,"Special garments for professional, sporting or other purposes, n.e.s., of textile materials, ...",0,0,0,0,0,115,1,0,2,0,,39,866,999,2932,6358,1450,2584,536,1872,1975,,109200,95036,95819,89900,107268,116688,108123,118311,65450,102493
611529,"Pantyhose and tights of textile materials, knitted or crocheted (excluding graduated compression ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,88,12,0,0,0,,2732,2983,3348,4786,3070,4193,3453,978,378,1135
611610,"Gloves, mittens and mitts, impregnated, coated, covered or laminated with plastics or rubber, ...",0,0,0,0,0,0,0,0,0,0,,0,40,0,267,30,85,63,0,0,0,,2853,3656,3775,5420,5299,4812,7231,8715,8187,10552
620111,"Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of wool ...",0,0,0,0,0,0,0,1,1,0,,307,223,380,337,536,194,2595,19,104,4,,426,582,894,753,1259,1389,1736,2475,2543,3370
620113,"Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of man-made ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,2,31,57,0,0,0,,566,849,990,1080,1221,2477,2251,4914,3422,2873
620212,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of cotton ...",0,0,0,0,0,0,0,0,0,0,,0,27,0,32,40,148,83,0,0,13,,3191,1721,1043,1649,1252,1580,3354,2398,2306,1613
