Product code,Product label,Australia's imports from Viet Nam-Value in 2012,Australia's imports from Viet Nam-Value in 2013,Australia's imports from Viet Nam-Value in 2014,Australia's imports from Viet Nam-Value in 2015,Australia's imports from Viet Nam-Value in 2016,Australia's imports from Viet Nam-Value in 2017,Australia's imports from Viet Nam-Value in 2018,Australia's imports from Viet Nam-Value in 2019,Australia's imports from Viet Nam-Value in 2020,Australia's imports from Viet Nam-Value in 2021,Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
853670,"Connectors for optical fibres, optical fibre bundles or cables",3,5,6,11,15,2085,582,779,1440,1457,,975,3162,10779,15507,16768,19904,22580,28303,29320,43898,,10276,12635,16263,12822,12686,17368,16336,14217,12792,15457
620349,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of textile materials (excluding ...",33,766,387,851,525,361,553,654,4852,1455,,244683,235764,251804,205220,235290,235207,133564,136458,128100,36647,,8286,9719,8250,11624,7762,10957,12050,14037,17589,19768
340399,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",370,990,1524,1140,1702,1332,1280,1458,1148,1454,,310,603,536,959,914,1305,1509,2159,6821,2226,,49152,54420,62705,54433,43778,46070,51106,46146,42089,42673
721070,"Flat products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,244,197,417,387,74,574,915,1440,,169466,225599,210440,198126,132872,244247,166255,186345,294143,345302,,73181,77502,73794,49387,49601,62527,82362,74005,77842,108684
90121,Roasted coffee (excluding decaffeinated),503,617,477,672,824,525,1170,2257,2278,1426,,14447,14238,8064,8281,11782,16992,17874,25107,27635,35815,,142376,195443,204852,183027,170447,180690,177664,159658,196475,162367
481910,"Cartons, boxes and cases, of corrugated paper or paperboard",419,760,712,957,1871,2866,4112,2830,2328,1423,,39155,52419,36199,27330,33011,44636,60354,99046,108842,99610,,39772,45943,50661,51084,61106,64331,76753,65678,69670,77311
851679,"Electro-thermic appliances, for domestic use (excluding hairdressing appliances and hand dryers, ...",251,300,201,424,406,728,789,727,1912,1392,,48,362,3217,2959,2307,2464,2963,5795,3685,12927,,207669,204697,204108,197810,201027,191312,194633,204317,270793,268424
950629,"Water-skis, surfboards and other water-sport equipment (other than sailboards)",500,598,701,522,812,1701,1441,1201,1028,1389,,2169,2264,2597,3151,4000,6210,7873,11336,9787,27358,,57732,70811,74251,64795,64358,62400,69493,61997,69854,119785
701090,"Carboys, bottles, flasks, jars, pots, phials and other containers, of glass, of a kind used ...",3,3,8,690,2010,7252,9381,1593,2473,1389,,5635,10169,9559,12267,14448,20978,31032,21770,17534,23476,,86092,108001,123679,144886,173859,167510,161750,131885,133870,136563
481159,"Paper and paperboard, surface-coloured, surface-decorated or printed, coated, impregnated or ...",0,6,13,4,125,319,7,636,945,1369,,9774,9983,9856,8060,8196,7642,8534,9256,21673,55286,,31496,26651,26004,52346,79573,81447,79284,81565,84794,96634
940340,Wooden furniture for kitchens (excluding seats),1090,1420,1011,899,1131,1134,1950,1571,1225,1356,,128795,150953,168108,173159,181438,204626,287974,380470,694371,768650,,44397,49301,54395,51027,62471,71550,86342,88070,77045,67586
732620,"Articles of iron or steel wire, n.e.s.",566,39,22,134,91,103,558,697,1273,1345,,18531,7720,10098,4604,8774,11304,17175,13119,13614,31711,,47007,43926,40676,37319,35195,41395,48875,52009,58665,72693
841490,"Parts of: air or vacuum pumps, air or other gas compressors, fans and ventilating or recycling ...",21,155,32,72,60,127,256,1476,1696,1339,,42487,44006,50601,47658,52002,55136,76689,94243,108693,116642,,139765,327840,187160,113151,70169,79616,90188,96019,84068,107275
761010,"Doors, windows and their frames and thresholds for door, of aluminium (excluding door furniture)",71,517,747,1105,1121,1806,1646,2490,1852,1314,,3527,3713,3610,55285,61772,47193,38852,45873,47814,65037,,63555,69438,76328,96381,103087,170080,243783,255377,203891,232337
847990,"Parts of machines and mechanical appliances, n.e.s.",70,6517,27,15,65,102,1478,192,577,1312,,33092,32126,28731,25447,12181,10805,11996,13863,16184,99153,,185349,170875,196473,176920,134282,142512,179080,181031,148300,183888
611239,"Men's or boys' swimwear of textile materials, knitted or crocheted (excluding synthetic fibres)",0,144,105,282,9,1,0,32,552,1312,,1023,758,394,1401,2385,5173,9883,10786,1190,1677,,1866,1904,1807,2126,2032,1513,1428,965,1047,1559
610443,"Women's or girls' dresses of synthetic fibres, knitted or crocheted (excluding petticoats)",508,495,1138,952,1381,1810,2266,1958,1414,1300,,245020,274699,319709,333694,376013,448818,504399,462919,264331,243353,,73426,66087,68853,70491,64807,61793,58366,48280,41392,72435
110290,"Cereal flours (excluding wheat, meslin and maize)",70,105,78,89,119,553,1315,1438,1507,1296,,2457,3002,3054,3434,3606,4650,7075,8392,11365,7987,,9021,9682,8157,6218,7121,8167,9112,11136,14177,9783
180632,"Chocolate and other preparations containing cocoa, in blocks, slabs or bars of <= 2 kg (excluding ...",2,1,29,27,28,80,97,559,731,1296,,2346,3382,4230,3886,5519,6715,7232,7105,3868,4615,,56832,64908,82239,90407,94392,96342,99633,112054,121689,118635
730650,"Tubes, pipes and hollow profiles, welded, of circular cross-section, of alloy steel other than ...",453,284,117,0,1612,1471,1330,1034,1188,1294,,138577,88434,39342,26992,71728,94584,98477,76622,38807,4591,,15494,18260,20466,18440,12991,14378,12026,11862,10503,12059
200990,"Mixtures of fruit juices, incl. grape must, and vegetable juices, unfermented, whether or not ...",22,26,73,154,66,186,332,365,884,1293,,890,986,730,3865,1811,2045,2271,2718,2714,4979,,13656,11983,11210,9518,8004,8796,7697,6952,8640,8889
841810,"Combined refrigerator-freezers, with separate external doors or drawers, or combinations thereof",2,0,0,0,59,1662,618,1144,1163,1286,,1998,891,459,221,22814,80781,69191,73273,78917,105633,,281632,285576,303212,330747,368862,427005,425215,417346,462925,480234
950730,Fishing reels,878,644,671,532,509,483,788,1050,822,1282,,18598,17128,16885,16266,19901,25724,42134,40605,49235,59504,,34010,33508,27181,26994,25631,25387,24251,25547,24262,42230
851220,Electrical lighting or visual signalling equipment for motor vehicles (excluding lamps of heading ...,1,3,0,1,12,26,11,51,312,1279,,10461,8765,13344,14775,20131,27455,48196,63680,86590,188616,,201484,186848,187133,175613,174791,184017,194655,185467,177082,228653
611120,"Babies' garments and clothing accessories of cotton, knitted or crocheted (excluding hats)",170,131,355,535,568,837,751,835,717,1271,,47202,84484,118594,111895,145883,190148,181899,192951,227491,335581,,110818,109179,125214,134079,126343,133367,125193,126506,127697,161051
200820,"Pineapples, prepared or preserved, whether or not containing added sugar or other sweetening ...",928,406,299,665,666,936,523,483,1220,1256,,13538,14018,15140,21299,31183,30470,14869,14324,29310,46781,,20693,19267,21726,26391,28091,27153,23662,23575,29311,31712
630520,"Sacks and bags, for the packing of goods, of cotton",6,21,11,1332,2912,2872,1060,976,510,1254,,567,739,398,407,240,254,348,1686,431,2022,,18215,12795,10771,8296,10735,14170,13610,11463,8435,15250
610469,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of textile materials, ...",54,105,113,443,821,560,619,963,742,1250,,102305,110859,137064,154432,155797,105932,149894,162263,129709,134536,,9590,12817,14593,18398,16607,16560,19146,15085,14415,20578
620442,Women's or girls' dresses of cotton (excluding knitted or crocheted and petticoats),373,343,1209,851,595,657,859,778,755,1244,,30761,38841,46505,54680,49382,52382,59365,67037,65264,117454,,69757,73829,64449,61255,60494,65356,76437,76308,71937,124797
420231,"Wallets, purses, key-pouches, cigarette-cases, tobacco-pouches and similar articles carried ...",123,694,650,604,1539,4491,3714,2839,2079,1237,,37173,40785,43292,59261,85078,87942,81038,89414,54843,129659,,59236,68996,70971,68199,78556,84629,86765,81609,52574,61611
80252,"Fresh or dried pistachios, shelled",0,0,0,0,0,0,0,199,1165,1235,,12,0,0,12,0,3943,13723,14112,13934,3571,,6875,12875,14343,12471,10213,11311,8248,10042,11045,14592
482390,"Paper, paperboard, cellulose wadding and webs of cellulose fibres, in strips or rolls of a ...",43,47,81,234,229,78,600,1401,1792,1234,,20206,21395,21495,18989,25022,32507,58138,67230,71413,74656,,41896,49456,47542,44968,46809,48123,54824,51564,58604,60977
630312,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of synthetic fibres, knitted ...",1824,1661,1487,2117,1464,1408,1100,1189,1284,1225,,13747,183189,148468,116775,95217,111228,61617,74012,53454,23005,,4220,2982,2326,2981,3214,3289,2306,3227,2736,2101
640590,"Footwear with outer soles of rubber or plastics, with uppers other than rubber, plastics, leather ...",34,43,116,423,278,190,189,984,453,1199,,98212,98990,147415,151815,152594,153207,143270,216742,190759,203945,,14381,13309,13336,14105,10325,8797,7569,7574,4784,8330
870899,"Parts and accessories, for tractors, motor vehicles for the transport of ten or more persons, ...",2149,2066,3389,4487,5507,3748,1190,1050,1051,1193,,139975,149205,151114,145339,173516,180900,179841,143462,182232,191224,,732814,658707,572171,520313,469408,452920,453951,442165,387207,509404
441899,"Builders' joinery and carpentry, of wood (excl. of bamboo, windows, French windows and their ...",0,0,0,0,0,201,2178,1275,2096,1169,,0,0,0,0,0,0,139900,141747,160643,100958,,0,0,0,0,0,107803,129882,120679,81635,77443
630720,"Life jackets and life belts, of all types of textile materials",0,5,112,292,1553,391,23,16,1045,1164,,2662,3004,3952,7928,11555,10503,9060,6951,13191,46022,,13996,12282,15139,15888,16291,14248,15368,15471,12660,23435
420291,"Travelling-bags, insulated food or beverage bags, toilet bags, rucksacks, shopping-bags, map-cases, ...",218,329,1369,794,1545,1376,1739,1366,2108,1152,,30740,87822,106189,82289,69271,22877,47770,41404,42710,132308,,42406,44981,45344,41474,43957,37775,37637,39423,28268,27845
30389,"Frozen fish, n.e.s.",539,514,1206,788,972,757,1074,742,947,1151,,49461,61996,69731,71625,110609,101909,63982,75068,74330,74234,,13542,14595,14848,15357,15636,16766,15512,15924,17084,18298
281700,Zinc oxide; zinc peroxide,0,0,0,0,0,0,0,1106,2859,1146,,4726,3718,7879,8148,8187,17945,25564,32758,39436,37736,,4041,4600,7818,7345,9993,13878,12899,11255,29769,26728
830230,"Base metal mountings, fittings and similar articles suitable for motor vehicles (excluding ...",0,10,0,24,11,30,19,37,213,1146,,920,1521,978,1376,1160,1139,3055,6230,12411,44152,,29362,30013,31332,36586,31068,33536,31070,30826,29703,41322
611610,"Gloves, mittens and mitts, impregnated, coated, covered or laminated with plastics or rubber, ...",679,377,410,224,363,646,1234,1209,1527,1141,,60173,60895,69203,75253,90017,104337,130860,161334,183113,198165,,37821,35747,38176,35449,38863,42107,45027,49517,49674,61609
610220,"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ...",5,78,109,320,181,490,737,817,589,1135,,73950,83567,97222,93714,67623,96244,102755,111785,88235,127994,,5097,5099,5191,5531,5930,5620,5867,6338,5349,7949
200899,"Fruit and other edible parts of plants, prepared or preserved, whether or not containing added ...",606,1564,895,1025,846,864,963,840,727,1135,,18091,23519,23109,18158,45349,49120,48360,44261,76108,80194,,50602,54329,55476,59829,55628,72020,68399,62028,67623,77860
850220,Generating sets with spark-ignition internal combustion piston engine,68,214,135,135,12,13,15,0,200,1134,,1924,1917,2279,1491,496,904,198,11245,153359,506391,,80579,73197,73188,61322,60178,68732,77248,50407,61397,129725
30487,"Frozen fillets of tuna """"of the genus Thunnus"""", skipjack or stripe-bellied bonito """"Euthynnus ...""",45,192,2022,463,1302,2030,806,1102,586,1134,,73603,127888,175814,187522,199282,231170,274661,328634,238031,263492,,1658,2338,3595,2043,3965,6282,5726,6179,3921,6880
391740,"Fittings, e.g. joints, elbows, flanges, of plastics, for tubes, pipes and hoses",599,1615,647,450,591,1059,1852,1667,1707,1131,,11700,14243,16037,16307,15947,14416,14405,16309,15249,24701,,106403,121235,121325,98141,98774,107803,117929,107532,109841,124036
841199,"Parts of gas turbines, n.e.s.",0,0,0,0,457,1315,0,300,1504,1127,,765,960,2974,3298,9869,5016,14043,6821,14463,24415,,177531,283433,364531,283791,270834,287713,253194,238757,195860,209518
960820,Felt-tipped and other porous-tipped pens and markers,715,707,808,846,751,796,1048,940,910,1124,,16559,17162,17974,20144,25002,23923,24731,25326,28401,69158,,38800,37602,40827,39417,38601,37054,38698,38686,41999,50282
620439,"Women's or girls' jackets and blazers of textile materials (excluding of wool, fine animal ...",175,229,229,175,379,933,984,789,849,1116,,282177,254420,230731,221667,198550,148148,109465,114640,78559,37484,,17453,17347,13949,14030,12844,14748,20686,22812,18771,22102
848190,"Parts of valves and similar articles for pipes, boiler shells, tanks, vats or the like, n.e.s.",189,20,22,19,32,91,101,200,180,1114,,46877,60556,117921,167024,210710,256609,286748,306853,263449,218017,,167072,146662,161559,191309,144122,164628,178332,179553,171653,185388
830249,"Base metal mountings, fittings and similar articles (excluding locks with keys, clasps and ...",757,1287,789,591,517,457,666,810,770,1109,,47549,43460,43206,52113,44197,45839,57369,61352,80662,44287,,71161,71220,75693,76262,71067,77420,88227,83283,76050,85575
611300,"Garments, knitted or crocheted, rubberised or impregnated, coated or covered with plastics ...",56,153,34,57,43,10,626,252,9,1106,,21433,33949,38203,39424,56512,70152,66339,54240,78369,98086,,10358,11312,14933,16863,17467,13472,14068,15439,20078,28379
851020,Hair clippers with self-contained electric motor,0,0,0,0,43,0,0,1,54,1103,,0,0,0,2676,3559,3427,6889,11506,17504,23202,,23466,24223,23901,26752,28475,31166,30263,25406,36837,41155
621710,"Made-up clothing accessories, of all types of textile materials, n.e.s. (excluding knitted ...",38,95,65,149,639,1485,635,192,801,1101,,6360,9839,11633,14863,9445,7752,9162,12622,21291,31349,,8985,8212,8162,6846,8777,9377,9526,10841,9263,12050
850421,"Liquid dielectric transformers, having a power handling capacity <= 650 kVA",166,264,2565,71,4,340,193,421,468,1097,,9641,12088,13253,14709,15931,19317,18717,20307,10249,14715,,19486,18456,25303,12418,6595,9347,15779,13116,20809,24158
940290,"Operating tables, examination tables, and other medical, dental, surgical or veterinary furniture ...",17,85,48,279,383,512,871,494,1932,1096,,25632,26527,33004,17080,31137,43655,44065,49847,57344,19496,,57081,64800,89520,85782,85949,96526,97672,96999,125127,108141
610891,"Women's or girls' n?glig?s, bathrobes, dressing gowns, housejackets and similar articles of ...",2,2,48,37,113,13,35,37,194,1092,,34245,26007,31498,17737,21763,27365,22962,16778,26240,32324,,8643,15382,19664,16713,16223,16978,17660,14958,10895,17119
610899,"Women's or girls' n?glig?s, bathrobes, dressing gowns, housejackets and similar articles of ...",7,1,11,0,5,49,35,168,1272,1090,,15296,17790,17976,32062,8948,5561,23745,19606,17316,4241,,2505,3977,1576,1337,1760,1596,2775,1240,2126,1982
271500,"Bituminous mastics, cut-backs and other bituminous mixtures based on natural asphalt, on natural ...",0,0,8,141,520,765,1271,1492,1070,1089,,22,9,26,390,602,1870,1448,1592,1261,1412,,2036,3731,4045,2660,2986,3204,4853,4918,4550,3976
611594,"Full-length or knee-length stockings, socks and other hosiery, incl. footwear without applied ...",0,0,6,0,0,13,102,1067,1160,1080,,12,8,4,0,0,99,176,1276,1879,2705,,6114,5359,7772,4854,5102,5663,6393,7271,5703,6801
843131,"Parts of lifts, skip hoists or escalators, n.e.s.",125,352,1278,1035,418,250,1612,988,2002,1078,,3568,6021,11681,8654,7722,6300,5961,5592,8921,9212,,29010,28785,35743,28922,29520,29969,44904,42347,34689,34252
420310,"Articles of apparel, of leather or composition leather (excluding clothing accessories, footware ...",469,910,812,1348,1510,1239,1199,476,849,1071,,4675,8219,14981,22882,23255,24619,27331,31188,22694,40722,,34639,35895,35600,32188,33231,31924,30697,27009,21434,27606
870192,"Tractors, of an engine power > 18 kW but <= 37 kW (excl. those of heading 8709, pedestrian-controlled ...",0,0,0,0,0,1444,1388,728,1039,1065,,0,0,0,0,0,0,4764,3259,3596,4216,,0,0,0,0,0,41044,37012,29169,30730,44684
392350,"Stoppers, lids, caps and other closures, of plastics",51,259,443,456,251,135,210,611,611,1053,,15149,20548,16455,14705,20094,25185,22284,24794,26150,39298,,88156,96442,108256,103624,106993,110959,120838,119249,134064,142465
90961,"Juniper berries and seeds of anise, badian, caraway or fennel, neither crushed nor ground",113,40,93,97,154,222,163,354,501,1052,,14385,12139,14714,14326,15157,24302,22336,42296,41905,86113,,988,613,1016,1219,1197,1320,1370,1708,2301,4133
110814,Manioc starch,32,10,39,36,21,106,247,197,425,1050,,779935,706978,738243,913838,738588,745585,795504,870353,865542,287454,,7839,11236,5413,5054,4591,5258,7568,7378,6598,8660
491199,"Printed matter, n.e.s.",28,263,42,208,378,596,631,814,1304,1047,,2053,1661,4319,5650,4725,4758,2894,21435,23029,20037,,65487,62750,69322,77184,72282,110853,93291,76869,79721,141114
871200,"Bicycles and other cycles, incl. delivery tricycles, not motorised",981,1026,475,102,38,142,629,858,3229,1047,,18024,18088,29229,28020,18105,22527,27450,45748,98536,159314,,242870,263650,242049,225135,190203,196106,207486,196913,230716,279822
90620,Crushed or ground cinnamon and cinnamon-tree flowers,134,92,224,359,359,529,670,673,1059,1044,,5721,7099,11259,11934,12357,18900,24232,27525,44178,67516,,1426,1589,2027,2231,2492,2624,2964,3059,3279,3962
821599,"Spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter-knives, sugar tongs and ...",1254,1252,1742,1921,1096,833,1198,1042,564,1041,,39278,81757,109799,126490,117083,120899,147857,150999,113805,72069,,16678,16438,18159,18648,17678,19715,20236,17875,14969,21084
620690,"Women's or girls' blouses, shirts and shirt-blouses of textile materials (excluding of silk, ...",58,438,572,152,565,343,526,1000,1491,1028,,68206,83750,82387,122154,75560,85678,113812,114975,91336,40799,,14111,14837,18388,20019,16800,15914,23693,36118,27630,38622
71080,"Vegetables, uncooked or cooked by steaming or by boiling in water, frozen (excluding potatoes, ...",262,374,399,506,361,442,837,823,819,1014,,7699,9132,10378,3270,13589,15277,14475,17967,20234,40799,,24195,20952,21617,20395,21128,25909,26030,24696,30184,35925
610333,"Men's or boys' jackets and blazers of synthetic fibres, knitted or crocheted (excluding wind-jackets ...",94,307,870,424,176,256,129,325,771,1009,,14329,20596,16049,36434,74248,66890,54681,79728,64986,21923,,12017,14784,12480,10818,10160,9740,11002,12103,11341,16128
621111,Men's or boys' swimwear (excluding knitted or crocheted),3,8,21,32,196,225,286,682,638,1000,,18045,20863,19094,23863,25259,31967,37810,49714,28322,67712,,5076,4446,4247,5136,7922,11832,14755,17617,11404,16564
722860,"Bars and rods of alloy steel other than stainless, cold-formed or cold-finished and further ...",0,4,38,198,113,530,484,389,416,999,,161,112,980,2070,1744,998,1364,838,1032,1520,,8147,4540,4735,5159,3885,3597,3854,5880,4658,4726
847989,"Machines and mechanical appliances, n.e.s.",459,480,1109,3242,636,412,5770,792,2021,998,,14988,21006,23651,37022,110253,57013,79892,61979,101406,179265,,1122572,770085,824049,1294588,734904,684131,660518,695531,605930,859405
200490,"Vegetables and mixtures of vegetables, prepared or preserved otherwise than by vinegar or acetic ...",187,144,198,148,333,319,581,808,783,989,,14315,17083,20285,22217,20629,22959,25246,31198,28092,27468,,12926,10892,14547,16056,22559,30305,35935,36326,34411,42188
100640,Broken rice,125,279,458,286,557,327,327,1033,1215,984,,180212,95295,70109,163965,109642,148656,72357,227029,384059,246348,,7959,8875,6944,5597,6403,4902,5928,8843,8769,6566
841480,"Air pumps, air or other gas compressors and ventilating or recycling hoods incorporating a ...",2341,1350,2196,1666,974,1452,1378,1141,1047,976,,19129,18707,17463,14247,10328,10079,8421,5810,7802,21731,,831788,817137,731025,460515,494084,251071,273465,300333,241978,319897
620113,"Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of man-made ...",280,200,685,294,564,1872,2259,4808,1160,970,,156135,208030,263070,254427,305029,259612,268151,272518,219815,168024,,12922,13447,10410,12801,14641,18078,22843,23942,11149,13713
840220,Superheated water boilers,0,32,0,0,16,0,320,378,636,962,,14,46,38,178,205,296,1485,1374,1769,967,,9749,16118,11585,6776,596,310,1547,655,867,2807
940190,"Parts of seats, n.e.s.",7383,11102,6552,7530,7439,4505,1620,2643,864,947,,130869,143016,165359,231403,204172,215179,300198,410920,408611,713865,,150852,155240,144476,144962,144821,113256,91176,92306,74605,83792
640690,"Parts of footwear; removable in-soles, heel cushions and similar articles; gaiters, leggings ...",236,124,334,1937,1788,1662,1164,1576,1127,943,,33523,54820,57250,92296,102202,140338,229278,295138,246127,234339,,12664,13453,14181,15180,16251,16480,15303,20023,17314,22356
490300,"Children's picture, drawing or colouring books",0,41,217,412,854,528,92,616,1290,941,,2056,4026,9167,10786,22273,15222,13599,16608,19209,7715,,14534,16814,20604,20258,17431,20380,27339,29955,26249,23971
950490,"Tables for casino games, automatic bowling alley equipment, and other funfair, table or parlour ...",15,80,25,72,103,115,663,1490,2117,939,,50,1068,2337,3377,5208,7759,12246,11865,139867,95041,,57819,51960,50807,70725,67456,77544,89788,93613,101415,109835
847180,"Units for automatic data-processing machines (excluding processing units, input or output units ...",25,11,12,109,49,9,22,27,49,937,,7172,15446,21942,44444,25742,5639,7019,156832,291912,1022293,,325876,263294,216044,188798,173019,205465,224950,194373,188144,179669
30432,"Fresh or chilled fillets of catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus ...""",4725,3367,1135,1260,2486,2156,2116,2040,1297,927,,40557,27615,4492,8371,4343,3689,3869,7555,6509,10803,,4788,3629,1177,1287,2664,2936,2372,2105,1349,943
382499,"Chemical products and preparations of the chemical or allied industries, incl. those consisting ...",0,0,0,0,0,323,364,626,907,926,,0,0,0,0,0,0,275462,311663,356574,409511,,0,0,0,0,0,211404,238153,210891,232148,275400
843139,"Parts of machinery of heading 8428, n.e.s.",33,267,289,376,207,182,3256,330,400,916,,1515,3927,5002,4595,5193,6127,5216,6401,7920,25590,,278078,472252,302318,188657,147760,172758,173627,202055,164919,222427
380991,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products ...",72,19,33,22,19,30,1312,292,1082,902,,85967,98981,144414,154835,105809,91909,114661,137918,138191,231387,,12497,10787,10569,9246,8951,8478,9421,7141,8375,10046
731812,Wood screws of iron or steel (excluding coach screws),79,85,1520,547,1092,1095,652,1544,2307,899,,668,587,15001,18369,23626,26729,36316,35686,39927,132482,,28280,30374,35502,37308,29707,32491,36777,32156,40496,49631
392510,"Reservoirs, tanks, vats and similar containers, of plastics, with a capacity of > 300 l",0,0,0,0,155,320,335,498,600,897,,416,263,149,250,530,1029,1278,1255,1295,2093,,3513,3306,2839,2623,3380,4351,3827,4135,5123,5536
843149,"Parts of machinery of heading 8426, 8429 and 8430, n.e.s.",385,174,1220,234,505,483,387,746,650,892,,5268,3348,6983,7654,7295,11991,14173,14201,11384,108816,,1034461,804278,623953,541078,471323,644629,857601,829105,932388,941738
71440,"Taro """"Colocasia spp."""", fresh, chilled, frozen or dried, whether or not sliced or in the ...""",149,364,503,444,386,732,528,772,720,887,,30,155,84,0,74,613,418,953,339,4332,,3973,4236,4659,5361,5592,6340,5611,6541,7006,7788
830242,"Base metal mountings, fittings and similar articles suitable for furniture (excluding locks ...",572,929,1102,1235,1011,970,1143,906,854,886,,13965,14123,20312,21780,21819,25761,34041,38392,78000,69987,,76603,75665,83542,74174,87537,82214,89656,85687,89231,117390
391810,"Floor coverings, whether or not self-adhesive, in rolls or in the form of tiles, and wall ...""",728,158,0,86,153,73,282,154,497,882,,16532,12270,4615,9518,9074,15445,17541,46765,215689,765478,,102454,104368,116817,125704,129598,156150,184366,183037,208637,260781
400122,"Technically specified natural rubber """"TSNR""""""""",3168,539,914,422,250,776,739,2936,483,881,,2150309,2136805,1460779,885691,690450,695148,702879,714320,474692,722845,,20140,10619,11252,5938,5716,10416,8234,8436,6678,7985
841391,"Parts of pumps for liquids, n.e.s.",88,315,67,245,410,1084,634,1373,1347,881,,16255,15806,15554,13157,20139,35724,53334,65413,58396,97644,,183738,169289,184196,151068,148012,185871,201001,201845,175898,202005
481890,"Paper, cellulose wadding or webs of cellulose fibres, of a kind used for household or sanitary ...",817,2339,2708,3002,2796,1878,1458,978,558,877,,2215,1733,3382,1665,3882,2450,1852,2632,4469,28710,,15684,19246,20032,18315,19012,17927,20267,21247,21295,23774
850131,"DC motors of an output > 37,5 W but <= 750 W and DC generators of an output <= 750 W (excl. ...",0,3,17,6,10,23,79,691,579,870,,15720,13854,16069,19750,23220,25569,30455,79794,96610,209725,,63509,68477,61876,57280,63474,71205,76564,92383,83210,99447
91011,"Ginger, neither crushed nor ground",8,21,49,64,15,39,245,97,165,868,,2251,5480,1958,2072,1944,2585,3777,6575,7128,5176,,753,812,712,612,548,447,760,520,1319,2982
845230,Sewing machine needles,7,0,0,3,4,2,4,36,22,866,,17475,24568,30871,38185,36458,34785,30517,27647,25743,50164,,700,692,696,651,915,790,854,747,1619,3004
681011,"Building blocks and bricks of cement, concrete or artificial stone, whether or not reinforced",59,171,329,233,562,555,670,580,694,863,,7351,10153,14320,13642,14625,15938,16055,15835,14858,14454,,1277,1335,2487,2866,4135,12955,10763,7284,2559,1938
392020,"Plates, sheets, film, foil and strip, of non-cellular polymers of ethylene, not reinforced, ...",956,697,402,515,722,1064,596,845,527,862,,83134,84776,63629,43576,53130,61142,66402,81093,53410,84183,,97358,105304,102825,97000,88554,95170,92872,87317,87715,97525
330790,"Depilatories and other perfumery, toilet or cosmetic preparations, n.e.s.",11,1,5,202,530,829,571,681,935,830,,12055,13940,12090,4838,14728,19031,32827,34864,50820,28119,,32564,28851,28740,33908,27265,33111,29346,33118,30140,31302
392119,"Plates, sheets, film, foil and strip, of cellular plastic, unworked or merely surface-worked ...",169,141,419,234,418,562,574,591,547,827,,24588,31444,33087,31222,25910,32735,52455,75448,38707,35350,,18776,19137,21940,25880,25426,27165,26536,29259,31402,33030
854430,"Ignition wiring sets and other wiring sets for vehicles, aircraft or ships",19193,18262,14074,11840,12969,8734,468,387,640,815,,1630398,1868144,1962344,1974574,2008435,2311678,2599179,2825387,2676329,3230456,,206644,202631,180369,174791,162088,132888,99017,100368,87836,116523
600631,"Unbleached or bleached fabrics, knitted or crocheted, of synthetic fibres, of a width of > ...""",700,637,1306,981,1136,1046,902,807,572,815,,5686,7075,7704,10543,12739,12357,16500,12613,6676,11227,,3745,3685,4144,3859,4233,3495,3766,4170,3150,4060
871491,"Frames and forks, and parts thereof, for cycles, n.e.s. (excluding for motorcycles)",1,2,149,240,253,269,647,998,871,813,,60245,78253,88158,111119,129482,147254,219952,258678,270154,281732,,11626,13681,11689,12142,10494,11701,12246,10546,9825,13574
200799,"Jams, jellies, marmalades, pur?es or pastes of fruit, obtained by cooking, whether or not containing ...",8,24,3,18,28,36,63,37,210,801,,12777,14828,17576,22732,19853,14547,16695,16916,19997,10336,,50340,48066,45831,37413,38929,46845,48295,45513,50183,58097
844110,"Cutting machines for making up paper pulp, paper or paperboard (excluding bookbinding machinery ...",0,0,2,3,16,15,0,0,44,798,,2239,3629,7785,10379,14906,18904,11988,26787,29872,34648,,18355,18736,17334,21015,16372,20057,35746,21230,22515,41803
