Product code,Product label,"Viet Nam's imports from Taipei, Chinese-Value in 2012","Viet Nam's imports from Taipei, Chinese-Value in 2013","Viet Nam's imports from Taipei, Chinese-Value in 2014","Viet Nam's imports from Taipei, Chinese-Value in 2015","Viet Nam's imports from Taipei, Chinese-Value in 2016","Viet Nam's imports from Taipei, Chinese-Value in 2017","Viet Nam's imports from Taipei, Chinese-Value in 2018","Viet Nam's imports from Taipei, Chinese-Value in 2019","Viet Nam's imports from Taipei, Chinese-Value in 2020","Viet Nam's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
TOTAL,All products,8534198,9402001,11063579,10943323,11241779,12709685,13230913,15180872,16704271,,,300887781,304571708,313159754,279943715,279020548,315734179,334244241,329512433,346633936,447565068,,113780431,132032531,147839048,165775858,174978350,213215299,236868823,253442016,261309452,329199265
10121,Pure-bred breeding horses,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,180,52,0,0,0,15,0,0,144
10620,"Live reptiles """"e.g. snakes, turtles, alligators, caymans, iguanas, gavials and lizards""""""""",0,0,0,0,0,0,0,0,0,,,354,963,1263,825,835,1035,344,735,776,742,,558,326,804,786,3074,6749,5271,7094,6209,4630
10632,"Live psittaciformes """"incl. parrots, parrakeets, macaws and cockatoos""""""""",0,0,0,0,0,23,59,18,0,,,98,124,1124,1037,802,1399,1220,1286,1541,2838,,0,0,0,79,80,30,71,29,1,24
10639,"Live birds (excluding birds of prey, psittaciformes, parrots, parrakeets, macaws, cockatoos, ...",0,0,0,0,0,0,1,4,0,,,169,306,660,758,1021,511,375,1924,388,366,,10,150,548,182,177,720,684,918,163,2271
20110,"Carcases or half-carcases of bovine animals, fresh or chilled",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,10,0,3,0,6,5,0,0,
20220,"Frozen bovine cuts, with bone in (excluding carcases and half-carcases)",0,0,0,0,0,0,0,0,0,,,0,286,20,0,0,0,66,33,4,0,,2426,2767,2394,4111,4630,5928,10968,10960,6644,22727
20410,Fresh or chilled lamb carcases and half-carcases,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,18,,0,1,0,0,0,0,0,0,0,41
20641,Frozen edible livers of swine,0,0,0,0,0,0,0,0,0,,,2,0,0,0,0,0,0,0,13,0,,87,24,87,102,22,13,39,127,88,1022
20690,"Frozen edible offal of sheep, goats, horses, asses, mules and hinnies",0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,2,0,0,,138,48,12,244,639,400,891,22,292,2556
20752,"Frozen domestic geese, not cut in pieces",0,0,0,0,0,0,0,0,0,,,0,2,3,0,0,75,0,0,0,0,,0,0,0,0,0,4,39,3,5,18
20910,"Pig fat, free of lean meat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, ...",0,0,0,0,0,0,0,0,0,,,0,0,1,0,2,0,0,0,0,0,,210,595,1071,1430,1422,1738,7249,8580,26680,10659
21093,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat ...""",0,0,0,0,0,0,0,0,0,,,357,279,141,166,97,105,140,163,96,203,,0,0,0,0,0,0,0,0,0,25
30199,"Live fish (excluding ornamental fish, trout [Salmo trutta, Oncorhynchus mykiss, Oncorhynchus ...",166,75,53,205,165,329,238,158,62,,,166838,154527,194931,156240,97878,105870,146376,110019,41848,59969,,342,372,1308,3819,8071,15971,16447,26033,29020,30359
30221,"Fresh or chilled lesser or Greenland halibut """"Reinhardtius hippoglossoides, Atlantic halibut ...""",0,0,0,0,0,0,0,0,0,,,11,11,8,4,7,3,3,0,0,0,,0,0,0,0,1,0,4,40,7,
30256,"Fresh or chilled blue whiting """"Micromesistius poutassou, Micromesistius australis""""""""",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,2,0,0,0,0,0,0,7,0,
30285,"Fresh or chilled sea bream """"Sparidae""""""""",0,0,0,0,0,0,0,0,0,,,0,1,11,5,4,20,5,27,34,10,,0,0,0,1,17,24,39,51,46,
30314,"Frozen trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,52,,16212,18538,18879,20445,22446,23989,27907,42687,50934,43841
30331,"Frozen lesser or Greenland halibut """"Reinhardtius hippoglossoides"""", Atlantic halibut """"Hippoglossus ...""",0,0,0,0,0,0,0,0,0,,,1604,1106,1718,1765,6400,4484,5855,3107,3094,2433,,112,169,0,1,8,2,9,998,2080,516
30341,"Frozen albacore or longfinned tunas """"Thunnus alalunga""""""""",721,2398,428,8656,11978,7272,8578,10296,27775,,,125967,112076,121818,115474,132042,159479,173287,189152,195522,145368,,1196,3387,9365,25399,37983,34285,26342,42796,95873,46629
30343,"Frozen skipjack or stripe-bellied bonito """"Euthynnus -Katsuwonus- pelamis""""""""",13320,19038,19596,11392,6557,3787,13880,12495,10176,,,248213,310184,235183,157331,144754,181856,237321,245803,176694,251898,,54547,57306,61384,52466,32102,47281,70976,45843,29828,29200
30366,"Frozen hake """"Merluccius spp., Urophycis spp.""""""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,74,2,21,3,152,235,1356,1086
30368,"Frozen blue whiting """"Micromesistius poutassou, Micromesistius australis""""""""",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,185,76,0,31,63,35,0,43,357,
30431,"Fresh or chilled fillets of tilapia """"Oreochromis spp.""""""""",0,0,0,0,0,0,0,0,0,,,0,0,2,0,17,0,2,2,0,0,,84,0,0,0,0,1,15,59,300,669
30441,"Fresh or chilled fillets of Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,6463,3524,1157,1508,991,364,9333,5090,3062,272
30443,"Fresh or chilled fillets of flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,53,2,10,0,0,19,1,8,0,
30455,"Fresh or chilled meat, whether or not minced, of toothfish """"Dissostichus spp."""" (excluding ...""",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,
30485,"Frozen fillets of toothfish """"Dissostichus spp.""""""""",0,0,0,0,0,0,0,0,0,,,0,0,88,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,
30487,"Frozen fillets of tuna """"of the genus Thunnus"""", skipjack or stripe-bellied bonito """"Euthynnus ...""",38,0,0,0,0,0,47,0,4,,,0,39,3120,7554,10464,17524,21403,18863,17186,37495,,8592,7103,14940,27432,18789,11748,8543,13566,8963,14857
30542,"Smoked herring """"Clupea harengus, Clupea pallasii"""", incl. fillets (excluding offal)""""",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,
30549,"Smoked fish, incl. fillets (excluding offal, Pacific salmon, Atlantic salmon, Danube salmon, ...",0,0,0,0,0,0,0,0,0,,,296,247,409,315,263,193,193,114,44,217,,5,0,0,0,1,9,4,0,15,10
30579,"Fish fins and other edible fish offal, smoked, dried, salted or in brine (excluding heads, ...",0,0,0,0,0,0,0,0,0,,,0,0,183,136,152,440,486,397,794,510,,80,42,17,2048,2152,4178,4890,4547,3583,1680
30619,"Frozen crustaceans, even smoked, fit for human consumption, whether in shell or not, incl. ...",0,0,0,0,0,0,0,0,0,,,230,217,344,1165,1061,77,73,164,146,356,,1686,36,3,0,110,194,0,115,117,529
30627,"Shrimps and prawns, even smoked, whether in shell or not, live, fresh, chilled, dried, salted ...",0,0,22,13,1,75,0,0,0,,,0,966,11343,9908,15994,99,0,0,0,0,,9674,9453,17067,14558,14554,16301,0,0,0,
30732,"Mussels """"Mytilus spp., Perna spp."""", frozen, even in shell""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1,0,7,0,4,,0,0,0,0,0,0,995,2155,1306,783
30751,"Octopus """"Octopus spp."""", live, fresh or chilled""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,,0,4,0,0,1,193,25,0,79,
30789,"Smoked, frozen, dried, salted or in brine, abalone """"Haliotis spp."""", even in shell""""",0,0,0,0,0,6,0,0,0,,,0,183,754,827,2553,0,0,0,0,0,,0,30,288,165,649,238,0,0,0,
40310,"Yogurt, whether or not flavoured or containing added sugar or other sweetening matter, fruits, ...",0,0,0,0,0,0,7,0,0,,,1246,679,559,316,249,220,552,672,72,21,,6506,4899,7218,7193,7243,5964,4203,7019,7929,12694
40721,"Fresh eggs of domestic fowls, in shell (excluding fertilised for incubation)",0,0,0,0,0,0,0,0,0,,,0,138,886,33,0,1,1,93,34,4,,0,0,0,0,0,0,0,0,0,
40891,"Dried birds' eggs, not in shell, whether or not sweetened (excluding egg yolks)",0,0,0,0,0,0,0,0,0,,,634,603,588,513,508,520,613,790,868,800,,1280,1850,1705,1934,1814,2957,3353,3564,3143,4205
50800,"Coral and similar materials, shells of molluscs, crustaceans or echinoderms, cuttle-bone, powder ...",489,395,381,250,221,168,19,0,49,,,1717,1734,1614,1708,3346,2791,7859,6485,1096,4404,,5102,4571,5591,6028,5873,5669,4044,5943,5422,4289
60420,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses ...",1,0,0,0,0,0,0,0,0,,,0,26,544,522,641,674,715,817,407,302,,48,3,2,26,45,44,36,74,169,916
70190,Fresh or chilled potatoes (excluding seed),0,0,0,0,0,0,0,0,0,,,189,160,34,2,24,4,39,28,8,16,,11367,12908,11256,10380,15287,21318,16476,21561,25788,124652
70529,Fresh or chilled chicory (excluding witloof chicory),0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,21,2,14,40,168,54,3
70610,Fresh or chilled carrots and turnips,0,0,15,0,0,0,0,0,0,,,3130,3074,3760,2337,1668,2661,4107,2397,1931,3154,,8949,9341,9847,12538,13866,16896,15407,17436,19932,92807
70810,"Fresh or chilled peas """"Pisum sativum"""", shelled or unshelled""""",0,0,0,0,0,0,0,0,0,,,1,7,12,1,1,1,9,19,39,2,,32,209,301,468,467,234,176,292,119,4484
71021,"Shelled or unshelled peas """"Pisum sativum"""", uncooked or cooked by steaming or by boiling ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0,2,2,2,0,,231,424,353,432,424,531,676,702,633,459
71090,"Mixtures of vegetables, uncooked or cooked by steaming or by boiling in water, frozen",0,0,0,0,0,0,0,0,0,,,22,0,18,4,40,36,49,66,10,28,,28,58,59,110,109,232,346,394,577,750
71140,"Cucumbers and gherkins provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur ...",0,0,0,0,0,0,0,0,0,,,4,8,1,0,4,0,7,0,0,1,,4,13,123,8,13,20,186,360,12,124
71239,"Dried mushrooms and truffles, whole, cut, sliced, broken or in powder, but not further prepared ...""",6,0,0,0,0,0,0,145,6,,,412,390,791,935,881,853,914,746,530,879,,3807,4209,7306,8344,8782,34646,136560,131661,20034,83481
71320,"Dried, shelled chickpeas """"garbanzos"""", whether or not skinned or split""""",0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,1,1,0,,189,1117,76,22,14,58,87,84,188,486
71332,"Dried, shelled small red """"Adzuki"""" beans """"Phaseolus or Vigna angularis"""", whether or not ...""",0,0,0,0,0,0,0,6,0,,,767,384,242,198,177,183,143,226,235,294,,276,233,263,394,276,1772,1506,633,916,9688
71335,"Dried, shelled cow peas """"Vigna unguiculata"""", whether or not skinned or split""""",0,0,0,0,0,0,0,0,0,,,0,0,11,17,31,5,6,0,0,0,,48,0,113,127,6201,219,245,547,560,1010
71340,"Dried, shelled lentils, whether or not skinned or split",0,0,0,0,0,0,0,0,0,,,0,0,29,0,0,0,0,0,0,0,,7,0,5,7,81,38,140,81,139,374
80131,"Fresh or dried cashew nuts, in shell",0,0,0,0,0,0,0,0,0,,,0,0,0,0,2,0,0,0,0,0,,321547,589723,627454,1105038,1626834,2523137,1900260,1668415,1418765,363369
80212,"Fresh or dried almonds, shelled",0,0,2,0,0,0,0,0,0,,,15,34,34,218,105,45,15,228,4,70,,969,1106,1569,3692,16208,28089,99311,91228,75453,88981
80410,Fresh or dried dates,0,0,0,0,0,0,0,0,0,,,649,750,835,796,25,34,15,19,4,8,,169,394,280,281,410,396,1010,1592,774,1638
80440,Fresh or dried avocados,0,0,0,0,0,0,0,0,0,,,0,0,0,3,0,1,5,15,23,7,,39,42,54,46,68,0,0,0,0,27
80620,Dried grapes,0,0,4,9,5,0,0,0,0,,,1874,3054,2429,3001,2372,1832,1653,980,595,568,,4409,5651,4912,5784,5819,4950,9128,14527,9935,15269
80921,"Fresh sour cherries """"Prunus cerasus""""""""",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1508,1772,3015,3344,3879,2982,5026,3227,1339,1571
81110,"Frozen strawberries, uncooked or cooked by steaming or boiling in water, whether or not sweetened",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,3,23,29,139,,364,234,565,124,174,558,1237,2039,914,1220
81290,"Fruit and nuts, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur ...",0,0,0,0,0,0,0,0,0,,,31,43,53,71,11,0,1,1,4,26,,4,3,0,9,26,89,36,17,85,46
81350,Mixtures of nuts or dried fruits,0,0,0,0,0,0,0,0,0,,,181,265,382,442,368,236,112,99,64,73,,184,26,20,117,219,320,417,133,183,233
90121,Roasted coffee (excluding decaffeinated),0,4,2,0,7,53,5,14,11,,,2437,3157,2724,1509,1701,17627,6319,4208,7822,8997,,879,923,1636,1576,2251,2625,2418,2510,1887,3800
90240,"Black fermented tea and partly fermented tea, whether or not flavoured, in immediate packings ...",5,23,26,85,81,365,464,509,306,,,9494,10011,11096,11192,21779,30372,36685,29856,26724,28617,,1544,2517,4404,4330,3547,1861,7557,7454,6138,90559
90412,"Pepper of the genus Piper, crushed or ground",0,0,0,0,0,0,0,0,0,,,1069,915,1069,1419,1446,1651,1429,1058,948,1122,,99,142,299,1172,1391,1270,656,723,2006,2007
90811,"Nutmeg, neither crushed nor ground",0,0,0,0,0,0,0,0,0,,,0,0,0,0,3,0,0,0,0,3,,8956,9139,8413,8072,5653,9819,10472,10279,10695,17281
90822,"Mace, crushed or ground",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,137,145,47,10,14,0,0,481
90831,"Cardamoms, neither crushed nor ground",0,0,0,0,0,0,0,0,0,,,0,0,11,252,16,3,0,3,0,6,,0,702,230,76,98,718,77,71,128,7506
90961,"Juniper berries and seeds of anise, badian, caraway or fennel, neither crushed nor ground",0,0,0,0,0,0,0,0,0,,,0,0,1,1,3,2,1,7,10,47,,481,680,1109,952,816,764,1363,1348,1247,41092
91099,"Spices (excluding pepper of the genus Piper, fruit of the genus Capsicum or of the genus Pimenta, ...""",0,0,0,0,0,0,0,0,0,,,3626,4900,4268,3814,2772,2201,2059,1959,1957,2469,,171,294,321,583,102,241,217,534,936,2445
100111,Durum wheat seed for sowing,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,120,0,0,0,0,0,0,0,0,
100620,Husked or brown rice,0,0,0,0,0,0,0,0,0,,,873,1143,985,995,851,1435,3113,1236,5300,2705,,9,6,51,4,316,78,106,154,439,240
110813,Potato starch,1,0,0,0,2,2,1,1,0,,,168,146,165,222,218,245,265,828,1011,395,,4403,4347,4161,5279,7100,7619,9078,9756,12569,8291
110820,Inulin,0,0,0,0,0,0,0,0,0,,,0,0,1,0,31,0,47,0,2,4,,330,452,327,3234,4711,5092,3047,4874,4494,1656
120230,"Groundnut seed, for sowing",0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,0,18,0,0,1,,0,0,0,0,0,0,0,0,0,605
120730,Castor oil seeds,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3475
120760,"Safflower """"Carthamus tinctorius"""" seeds""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,2,0,0,0,0,3,,0,0,0,0,0,0,0,66,127,154
121300,"Cereal straw and husks, unprepared, whether or not chopped, ground, pressed or in the form ...",0,0,0,0,0,0,0,0,0,,,2,35,6,19,7,58,96,12,6,6,,56,50,65,30,38,22,15,14,8,119
130190,"Lac; natural gums, resins, gum-resins, balsams and other natural oleoresins (excluding gum ...",171,141,110,161,85,216,146,94,82,,,84,244,222,399,444,317,359,167,169,169,,3246,6266,5831,8777,12235,16759,25949,22270,16483,20628
130211,Opium,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,7,25,0,1,0,9,2,16,1,54
130213,Extracts of hops,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,5114,5315,6178,9311,9463,12062,18347,18310,14780,12533
150710,"Crude soya-bean oil, whether or not degummed",24,40,53,1883,6997,1348,1670,3109,401,,,3,11066,13,8476,7228,3763,8693,11275,2730,11548,,41243,70521,83310,117267,47371,33897,33531,38582,51705,62412
151521,Crude maize oil,0,0,0,0,0,0,0,0,0,,,0,0,982,620,872,387,699,623,302,0,,0,0,0,0,15,0,0,0,23,152
151530,"Castor oil and fractions thereof, whether or not refined, but not chemically modified",157,113,60,1,94,1,0,39,46,,,232,262,251,115,102,193,118,80,149,102,,1077,1228,1270,1152,1285,1668,1743,1872,1568,2616
151790,Edible mixtures or preparations of animal or vegetable fats or oils and edible fractions of ...,105,177,105,87,38,93,5,15,17,,,1397,2230,9806,9157,9645,12304,12636,10082,11734,15224,,34762,28572,28204,24200,27723,32134,34578,32165,24425,62717
152190,"Beeswax, other insect waxes and spermaceti, whether or not refined or coloured",0,0,0,0,0,0,1,0,0,,,151,442,666,623,396,305,864,227,421,427,,446,446,404,497,193,359,492,581,343,462
160100,"Sausages and similar products, of meat, meat offal, blood or insects; food preparations based ...",0,0,0,0,0,0,0,0,0,,,2529,2533,2464,3224,3285,2339,2309,5287,2780,3306,,427,203,451,1322,801,591,1148,979,945,2821
160241,"Hams of swine and cuts thereof, prepared or preserved",0,0,1,0,2,0,0,0,0,,,372,375,427,407,428,471,545,431,187,440,,4,8,1,174,171,249,275,416,361,1993
160510,"Crab, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,,,27,55,46,55,3669,4856,5948,2750,1290,6687,,70,48,161,45,93,397,40,39,133,760
170290,"Sugars in solid form, incl. invert sugar and chemically pure maltose, and sugar and sugar syrup ...",18,30,14,9,69,247,508,627,364,,,4770,4127,4342,4713,5828,6481,6708,11018,11367,13691,,21244,26226,28274,27193,36852,34121,33233,34248,35927,28830
170390,Beet molasses resulting from the extraction or refining of sugar,0,0,0,3,0,0,0,1,3187,,,889,1017,1062,1423,1245,1702,3155,5941,7372,4978,,17328,5969,7479,11865,6804,10273,3400,7893,8091,11923
170410,"Chewing gum, whether or not sugar-coated",0,0,0,0,0,0,0,0,0,,,515,900,1135,958,999,1430,2100,1525,1243,1226,,24232,21327,16445,13603,12922,12687,10940,11889,10766,10835
180690,"Chocolate and other preparations containing cocoa, in containers or immediate packings of <= ...",0,0,16,0,3,12,87,227,108,,,2954,4210,4418,2303,4029,3050,3503,3522,3233,3519,,4097,4853,5889,7168,8951,12292,18080,21456,19012,103421
190110,"Food preparations for infant use, put up for retail sale, of flour, groats, meal, starch or ...",0,4,4,19,33,14,19,15,23,,,1222,2490,2271,2867,1961,4167,10750,13070,6517,2267,,268890,273827,237101,230898,258559,290454,230119,271836,286014,304316
190510,Crispbread,0,0,0,0,0,0,0,0,0,,,3,14,8,5,90,68,60,24,18,93,,293,526,652,604,228,62,29,107,214,2506
200390,"Mushrooms and truffles, prepared or preserved otherwise than by vinegar or acetic acid (excluding ...""",0,0,0,0,0,2,0,0,0,,,2277,1713,1943,1278,1010,874,1168,1100,752,637,,172,142,491,1136,869,1221,1194,1296,2040,143518
200591,"Bamboo shoots, prepared or preserved otherwise than by vinegar or acetic acid (excluding frozen)",4,6,4,3,7,10,9,13,7,,,3020,3565,3237,2957,3694,4110,4265,4094,5339,5871,,4,88,22,97,150,204,293,260,566,12583
200710,"Homogenised preparations of jams, jellies, marmalades, fruit or nut pur?es and nut pastes, ...",1,26,0,1,1,6,0,0,0,,,561,586,923,885,918,802,1243,1410,1080,1618,,1141,573,461,218,246,289,367,431,294,472
200939,"Single citrus fruit juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing ...",6,16,19,44,0,1,19,3,0,,,695,1394,1978,400,958,6109,9410,6898,1684,2717,,340,215,394,426,582,767,247,323,329,205
200981,"Cranberry """"Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea"""" juice, unfermented, ...""",6,6,12,47,0,7,20,6,0,,,0,24,140,188,599,195,130,98,104,89,,332,65,64,322,361,240,210,467,414,462
210220,Inactive yeasts; other dead single-cell micro-organisms (excluding packaged as medicaments),65,0,23,36,67,85,134,115,93,,,1060,1083,4623,7075,5535,7658,8724,7430,5036,5810,,6285,7898,3960,3643,5580,5543,5722,5978,5910,11269
210410,Soups and broths and preparations therefor,0,0,0,0,0,0,0,46,27,,,13739,14090,13519,14124,14279,13935,14939,16265,18557,22251,,615,557,579,881,1329,1332,1879,1781,2020,6690
210690,"Food preparations, n.e.s.",6414,8519,11017,16639,20676,18605,21945,29302,26015,,,245717,278021,325763,371072,406688,460192,604534,700475,679984,828703,,227800,369031,426041,476915,509664,526542,586243,798919,795842,949841
220300,Beer made from malt,0,0,0,0,0,39,31,0,0,,,6668,8274,6597,6453,5862,7993,6646,6600,6148,7134,,3377,3358,11684,7524,8194,11185,12614,15914,7135,25009
220510,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers ...",0,0,0,0,0,0,0,0,0,,,3,0,32,0,74,26,50,17,14,20,,159,118,28,15,38,2,51,28,1,761
230110,"Flours, meals and pellets, of meat or offal, unfit for human consumption; greaves",0,0,0,0,0,0,0,0,0,,,9,0,57,0,19,13,32,360,414,3,,203934,267427,264428,273332,246216,242169,328544,349234,379548,298877
230330,Brewing or distilling dregs and waste,0,81,1,0,0,7032,0,145,0,,,2705,2809,3705,3147,1235,6883,0,185,5,1,,146839,128261,176657,148350,212040,142919,234197,303727,270206,392174
230641,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,26500,34124,39043,30083,29518,25263,22270,13492,8887,18082
240399,"Chewing tobacco, snuff and other manufactured tobacco and manufactured tobacco substitutes, ...""",0,0,0,0,0,0,0,0,0,,,24937,35865,36805,30502,28097,158,98,9,809,83,,0,0,0,30,75,134,209,394,604,2108
250200,Unroasted iron pyrites,0,0,0,0,0,0,2,0,0,,,0,1,0,1,0,3,3,0,0,3,,0,0,6,16,0,0,6,13,38,136
250700,"Kaolin and other kaolinic clays, whether or not calcined",376,348,705,835,757,1260,1393,1458,1570,,,1765,1859,2452,2437,2409,2679,2857,2992,2849,2960,,15806,14601,18156,19369,19730,22533,27072,26128,26480,36003
251010,"Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic ...",2,0,2,0,1,4,4,2,1,,,0,0,0,0,0,0,0,0,0,0,,2,139,2,0,110,74,4,104,70,
251020,"Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic ...",0,0,10,1,6,0,0,0,0,,,0,4,7,1,12,1,1,5,2,1,,1587,932,567,575,458,490,304,227,266,77
251611,"Granite, crude or roughly trimmed (excluding already with the characteristics of setts, curbstones ...",0,0,0,2,0,0,0,4,0,,,116,209,28,66,1648,4406,170,180,7,156,,3,342,1262,2973,2462,882,808,229,274,4842
251749,"Granules, chippings and powder, whether or not heat-treated, of travertine, ecaussine, alabaster, ...",17,56,49,49,74,152,156,132,181,,,381,552,271,138,113,124,128,74,76,75,,2538,2804,1292,1512,2523,3266,2286,2341,1460,487
252620,"Natural steatite and talc, crushed or powdered",889,1310,1565,1603,2178,1825,2005,1950,1729,,,3279,4441,4279,3896,4771,4651,3690,3380,2912,3681,,5513,6525,7130,7607,8773,9213,10002,11729,12560,11476
252921,Fluorspar containing by weight <= 97% calcium fluoride,3,7,1,1,7,2,466,1056,751,,,37,283,105,14,73,461,571,3,211,1478,,176,64,399,40,666,594,875,1100,1052,2412
252930,"Leucite, nepheline and nepheline syenite",24,70,69,49,72,69,41,30,37,,,121,129,175,177,159,301,372,170,121,59,,719,950,964,725,892,932,799,805,944,297
253010,"Vermiculite, perlite and chlorites, unexpanded",30,25,21,21,38,25,8,12,5,,,107,122,96,183,109,196,123,91,68,50,,333,244,275,2607,277,252,692,769,480,1908
253020,"Kieserite and epsomite """"natural magnesium sulphates""""""""",0,0,0,0,0,0,0,0,0,,,6,1,10,1,0,0,0,7,32,24,,198,0,0,65,71,32,109,1,2,
260300,Copper ores and concentrates,0,0,0,0,8,0,0,0,0,,,2080,859,1784,553,810302,596860,392148,807508,747084,1314632,,344,2045,3317,10745,15651,21681,4646,257,73,584
260800,Zinc ores and concentrates,0,0,0,0,0,0,0,0,0,,,0,2,0,0,61,0,0,0,4,0,,0,0,117,30,205,138,431,714,367,1314
262011,Hard zinc spelter,0,0,0,0,0,0,0,0,0,,,1045,1692,1384,800,2308,1944,3892,4716,4244,7817,,0,0,11,1240,3760,4966,0,0,0,
262030,"Slag, ash and residues containing mainly copper",0,0,0,0,0,0,0,0,0,,,13108,9157,7129,6524,5111,6983,7223,6248,9062,15119,,127,73,0,0,0,3,0,0,0,
262040,"Slag, as and residues containing mainly aluminium",5,8,2,2,2,11,0,0,0,,,699,672,2733,2263,1566,2250,2527,457,380,431,,5,8,2,3,3,12,22,8,8,626
262060,"Slag, ash and residues, containing arsenic, mercury, thallium or their mixtures, of a kind ...",0,0,0,0,0,0,0,0,0,,,0,12,276,132,33,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
270112,"Bituminous coal, whether or not pulverised, non-agglomerated",79,109,82,82,132,127,153,98,49,,,0,0,1,2,28,0,0,11,2,10,,175590,186418,185360,240889,398005,823290,1243149,1634989,1415077,2254665
270820,Pitch coke obtained from coal tar or from other mineral tars,0,0,0,0,0,0,0,0,0,,,54,34,20,12,17,17,18,69,44,56,,127,148,125,108,75,79,252,256,18,511
271311,"Petroleum coke, non-calcined",0,0,0,0,0,2874,959,4565,1084,,,24317,47382,42499,46172,27819,61288,97533,56030,56427,138154,,8050,7528,5618,5890,3586,25126,4972,6501,15676,6291
280110,Chlorine,0,1,0,0,0,0,0,0,0,,,83,113,122,74,126,101,130,165,382,494,,33,60,122,119,142,87,13,168,37,42
280200,"Sulphur, sublimed or precipitated; colloidal sulphur",122,118,99,121,84,93,176,166,260,,,1626,525,95,507,172,82,128,568,143,159,,3080,1350,977,1037,860,948,1149,1280,1538,328
280410,Hydrogen,0,0,0,3,0,0,0,0,0,,,4,24,3,0,6,6,1,11,1,1,,23,183,7,16,36,122,17,36,21,49
