Product code,Product label,Viet Nam's imports from India-Value in 2012,Viet Nam's imports from India-Value in 2013,Viet Nam's imports from India-Value in 2014,Viet Nam's imports from India-Value in 2015,Viet Nam's imports from India-Value in 2016,Viet Nam's imports from India-Value in 2017,Viet Nam's imports from India-Value in 2018,Viet Nam's imports from India-Value in 2019,Viet Nam's imports from India-Value in 2020,Viet Nam's imports from India-Value in 2021,India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
TOTAL,All products,2160471,2879297,3110982,2655163,2745535,3954592,4147018,4517048,4482096,,,289564769,336611389,317544642,263889005,260963959,295862157,323997680,323250726,275488745,394813673,,113780431,132032531,147839048,165775858,174978350,213215299,236868823,253442016,261309452,329199265
10121,Pure-bred breeding horses,0,0,0,0,0,0,0,0,0,,,0,2,70,9,25,16,191,6,0,10,,0,180,52,0,0,0,15,0,0,144
10620,"Live reptiles """"e.g. snakes, turtles, alligators, caymans, iguanas, gavials and lizards""""""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,558,326,804,786,3074,6749,5271,7094,6209,4630
10632,"Live psittaciformes """"incl. parrots, parrakeets, macaws and cockatoos""""""""",0,0,0,0,0,0,0,0,0,,,117,95,25,0,1,0,0,0,0,0,,0,0,0,79,80,30,71,29,1,24
10639,"Live birds (excluding birds of prey, psittaciformes, parrots, parrakeets, macaws, cockatoos, ...",0,0,0,0,0,0,0,0,0,,,29,137,55,26,141,20,0,0,0,0,,10,150,548,182,177,720,684,918,163,2271
20110,"Carcases or half-carcases of bovine animals, fresh or chilled",0,0,0,0,0,0,0,0,0,,,196,1,133,56,5,32,12,0,0,0,,0,10,0,3,0,6,5,0,0,
20220,"Frozen bovine cuts, with bone in (excluding carcases and half-carcases)",0,0,0,0,1,0,0,28,0,,,1,67,49,80,0,1,0,16,0,139,,2426,2767,2394,4111,4630,5928,10968,10960,6644,22727
20410,Fresh or chilled lamb carcases and half-carcases,0,0,0,0,0,0,0,0,0,,,4362,6321,5147,996,3254,2090,1983,245,223,122,,0,1,0,0,0,0,0,0,0,41
20641,Frozen edible livers of swine,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,8,41,0,0,,87,24,87,102,22,13,39,127,88,1022
20690,"Frozen edible offal of sheep, goats, horses, asses, mules and hinnies",0,14,0,0,0,0,0,0,0,,,3256,2947,457,1354,1211,1298,10334,1864,146,31,,138,48,12,244,639,400,891,22,292,2556
20752,"Frozen domestic geese, not cut in pieces",0,0,0,0,0,0,31,0,0,,,,,,,,,,,,,,0,0,0,0,0,4,39,3,5,18
20910,"Pig fat, free of lean meat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, ...",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,210,595,1071,1430,1422,1738,7249,8580,26680,10659
21093,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat ...""",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,25
30199,"Live fish (excluding ornamental fish, trout [Salmo trutta, Oncorhynchus mykiss, Oncorhynchus ...",0,0,0,0,0,0,0,0,0,,,34,149,49,56,153,569,310,209,52,0,,342,372,1308,3819,8071,15971,16447,26033,29020,30359
30221,"Fresh or chilled lesser or Greenland halibut """"Reinhardtius hippoglossoides, Atlantic halibut ...""",0,0,0,0,0,0,0,0,0,,,52,0,0,1,0,0,0,9,0,0,,0,0,0,0,1,0,4,40,7,
30256,"Fresh or chilled blue whiting """"Micromesistius poutassou, Micromesistius australis""""""""",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,2,0,0,0,0,0,0,7,0,
30285,"Fresh or chilled sea bream """"Sparidae""""""""",0,0,0,0,0,0,0,0,0,,,0,71,0,17,1,306,211,85,28,15,,0,0,0,1,17,24,39,51,46,
30314,"Frozen trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,4,0,0,3,0,,16212,18538,18879,20445,22446,23989,27907,42687,50934,43841
30331,"Frozen lesser or Greenland halibut """"Reinhardtius hippoglossoides"""", Atlantic halibut """"Hippoglossus ...""",0,0,0,0,0,0,0,0,0,,,211,98,38,349,193,330,25,0,0,0,,112,169,0,1,8,2,9,998,2080,516
30341,"Frozen albacore or longfinned tunas """"Thunnus alalunga""""""""",0,0,0,0,0,0,0,0,0,,,1122,31,35,50,0,32,0,0,49,0,,1196,3387,9365,25399,37983,34285,26342,42796,95873,46629
30343,"Frozen skipjack or stripe-bellied bonito """"Euthynnus -Katsuwonus- pelamis""""""""",0,0,0,0,0,89,2050,347,572,,,11664,17683,28002,23355,22922,19387,41414,34123,31269,35101,,54547,57306,61384,52466,32102,47281,70976,45843,29828,29200
30366,"Frozen hake """"Merluccius spp., Urophycis spp.""""""""",0,0,0,0,0,0,0,0,0,,,0,0,6,0,0,0,1,0,0,0,,0,0,74,2,21,3,152,235,1356,1086
30368,"Frozen blue whiting """"Micromesistius poutassou, Micromesistius australis""""""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,185,76,0,31,63,35,0,43,357,
30431,"Fresh or chilled fillets of tilapia """"Oreochromis spp.""""""""",0,0,0,0,0,0,0,0,0,,,0,0,6,0,0,0,1,0,0,2,,84,0,0,0,0,1,15,59,300,669
30441,"Fresh or chilled fillets of Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,158,0,0,,6463,3524,1157,1508,991,364,9333,5090,3062,272
30443,"Fresh or chilled fillets of flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,3,0,0,,53,2,10,0,0,19,1,8,0,
30455,"Fresh or chilled meat, whether or not minced, of toothfish """"Dissostichus spp."""" (excluding ...""",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,
30485,"Frozen fillets of toothfish """"Dissostichus spp.""""""""",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,
30487,"Frozen fillets of tuna """"of the genus Thunnus"""", skipjack or stripe-bellied bonito """"Euthynnus ...""",0,197,206,0,0,0,217,438,0,,,0,279,249,121,240,302,3975,4690,2124,1833,,8592,7103,14940,27432,18789,11748,8543,13566,8963,14857
30542,"Smoked herring """"Clupea harengus, Clupea pallasii"""", incl. fillets (excluding offal)""""",0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,20,0,0,0,,4,0,0,0,0,0,0,0,0,
30549,"Smoked fish, incl. fillets (excluding offal, Pacific salmon, Atlantic salmon, Danube salmon, ...",0,0,0,0,0,0,0,0,0,,,1104,1877,3440,1781,335,1671,496,648,204,180,,5,0,0,0,1,9,4,0,15,10
30579,"Fish fins and other edible fish offal, smoked, dried, salted or in brine (excluding heads, ...",0,0,0,0,0,0,0,0,0,,,0,99,61,1752,3524,365,22,84,33,4,,80,42,17,2048,2152,4178,4890,4547,3583,1680
30619,"Frozen crustaceans, even smoked, fit for human consumption, whether in shell or not, incl. ...",0,0,0,0,110,95,0,0,0,,,139,143526,41220,11979,9599,8912,5920,2139,6679,13689,,1686,36,3,0,110,194,0,115,117,529
30627,"Shrimps and prawns, even smoked, whether in shell or not, live, fresh, chilled, dried, salted ...",0,0,0,115,0,0,0,0,0,,,0,2871,9414,1454,660,1283,0,0,0,0,,9674,9453,17067,14558,14554,16301,0,0,0,
30732,"Mussels """"Mytilus spp., Perna spp."""", frozen, even in shell""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,16,38,84,,0,0,0,0,0,0,995,2155,1306,783
30751,"Octopus """"Octopus spp."""", live, fresh or chilled""""",0,0,0,0,0,123,23,0,79,,,1154,826,36,15,207,2247,11,14,25,23,,0,4,0,0,1,193,25,0,79,
30789,"Smoked, frozen, dried, salted or in brine, abalone """"Haliotis spp."""", even in shell""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,10,0,0,0,0,0,,0,30,288,165,649,238,0,0,0,
40310,"Yogurt, whether or not flavoured or containing added sugar or other sweetening matter, fruits, ...",0,0,0,0,0,0,0,0,0,,,19,74,16,2,52,62,50,11,33,31,,6506,4899,7218,7193,7243,5964,4203,7019,7929,12694
40721,"Fresh eggs of domestic fowls, in shell (excluding fertilised for incubation)",0,0,0,0,0,0,0,0,0,,,0,20663,23571,27074,21608,23790,27658,21663,12244,14565,,0,0,0,0,0,0,0,0,0,
40891,"Dried birds' eggs, not in shell, whether or not sweetened (excluding egg yolks)",1180,1801,1695,1648,1786,2950,3342,3523,2944,,,31050,39170,28901,26473,19650,13266,15720,14762,12648,12587,,1280,1850,1705,1934,1814,2957,3353,3564,3143,4205
50800,"Coral and similar materials, shells of molluscs, crustaceans or echinoderms, cuttle-bone, powder ...",117,0,0,138,0,0,3,26,0,,,2352,3285,3569,2753,2960,3114,2892,3317,4709,5116,,5102,4571,5591,6028,5873,5669,4044,5943,5422,4289
60420,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses ...",0,0,0,0,0,0,0,0,0,,,0,43,50,170,215,172,29,50,42,26,,48,3,2,26,45,44,36,74,169,916
70190,Fresh or chilled potatoes (excluding seed),268,797,0,0,0,914,0,67,423,,,18330,33572,108874,49572,59226,57901,56669,76026,70754,70568,,11367,12908,11256,10380,15287,21318,16476,21561,25788,124652
70529,Fresh or chilled chicory (excluding witloof chicory),0,0,0,0,0,0,0,0,0,,,128,54,0,1,18,0,0,1,0,0,,0,0,0,21,2,14,40,168,54,3
70610,Fresh or chilled carrots and turnips,0,0,0,0,0,0,0,0,0,,,139,159,197,163,239,301,258,253,396,747,,8949,9341,9847,12538,13866,16896,15407,17436,19932,92807
70810,"Fresh or chilled peas """"Pisum sativum"""", shelled or unshelled""""",0,0,0,0,0,0,0,0,0,,,1280,1156,8135,2313,685,590,162,394,288,141,,32,209,301,468,467,234,176,292,119,4484
71021,"Shelled or unshelled peas """"Pisum sativum"""", uncooked or cooked by steaming or by boiling ...""",0,0,63,33,0,0,0,0,0,,,4087,9260,12734,3550,3249,6723,4705,9266,8772,7434,,231,424,353,432,424,531,676,702,633,459
71090,"Mixtures of vegetables, uncooked or cooked by steaming or by boiling in water, frozen",0,0,0,0,0,0,0,0,0,,,1425,3102,3582,3803,3054,3236,3056,2960,8699,5871,,28,58,59,110,109,232,346,394,577,750
71140,"Cucumbers and gherkins provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur ...",0,0,2,0,0,0,14,0,0,,,42286,39821,61227,60423,55122,66794,93093,55005,86231,76257,,4,13,123,8,13,20,186,360,12,124
71239,"Dried mushrooms and truffles, whole, cut, sliced, broken or in powder, but not further prepared ...""",0,0,0,0,0,0,0,0,0,,,6047,13588,2484,271,179,3884,5784,5274,6396,5983,,3807,4209,7306,8344,8782,34646,136560,131661,20034,83481
71320,"Dried, shelled chickpeas """"garbanzos"""", whether or not skinned or split""""",0,0,0,0,0,1,8,8,14,,,183799,346901,180315,172948,144777,143636,237801,106567,140663,89101,,189,1117,76,22,14,58,87,84,188,486
71332,"Dried, shelled small red """"Adzuki"""" beans """"Phaseolus or Vigna angularis"""", whether or not ...""",0,0,0,0,0,0,0,0,0,,,60,71,1,27,1,34,205,101,231,244,,276,233,263,394,276,1772,1506,633,916,9688
71335,"Dried, shelled cow peas """"Vigna unguiculata"""", whether or not skinned or split""""",0,0,0,0,0,0,0,0,0,,,0,51,169,218,191,294,1940,3709,5742,23040,,48,0,113,127,6201,219,245,547,560,1010
71340,"Dried, shelled lentils, whether or not skinned or split",0,0,0,0,0,0,22,19,12,,,823,974,6704,4708,22462,9534,11694,14939,18615,9915,,7,0,5,7,81,38,140,81,139,374
80131,"Fresh or dried cashew nuts, in shell",1138,1584,9016,1996,1538,2110,3571,5447,1686,,,4140,4269,22215,10936,11948,16348,23272,20562,20279,33885,,321547,589723,627454,1105038,1626834,2523137,1900260,1668415,1418765,363369
80212,"Fresh or dried almonds, shelled",0,0,0,0,0,1,0,0,38,,,234,1756,2602,957,821,527,1574,1210,940,1194,,969,1106,1569,3692,16208,28089,99311,91228,75453,88981
80410,Fresh or dried dates,2,0,0,17,0,0,0,0,0,,,584,632,754,695,1061,986,1759,1635,1570,1775,,169,394,280,281,410,396,1010,1592,774,1638
80440,Fresh or dried avocados,0,0,0,0,0,0,0,0,0,,,2,7,0,1,0,5,4,1,5,49,,39,42,54,46,68,0,0,0,0,27
80620,Dried grapes,15,192,218,404,379,884,1673,2542,2656,,,53338,42352,22896,26499,44509,33816,43142,37705,29602,26220,,4409,5651,4912,5784,5819,4950,9128,14527,9935,15269
80921,"Fresh sour cherries """"Prunus cerasus""""""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,0,,1508,1772,3015,3344,3879,2982,5026,3227,1339,1571
81110,"Frozen strawberries, uncooked or cooked by steaming or boiling in water, whether or not sweetened",0,0,0,0,0,0,0,0,0,,,3605,3244,4430,5479,4653,404,2338,2984,1454,1906,,364,234,565,124,174,558,1237,2039,914,1220
81290,"Fruit and nuts, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur ...",0,0,0,0,0,0,0,0,0,,,346,968,401,852,2037,1955,507,1227,697,520,,4,3,0,9,26,89,36,17,85,46
81350,Mixtures of nuts or dried fruits,0,0,0,0,0,0,0,0,0,,,363,376,342,311,384,337,216,476,329,385,,184,26,20,117,219,320,417,133,183,233
90121,Roasted coffee (excluding decaffeinated),0,0,0,0,0,0,0,0,0,,,802,3175,4250,3410,1844,893,1108,1642,1077,1893,,879,923,1636,1576,2251,2625,2418,2510,1887,3800
90240,"Black fermented tea and partly fermented tea, whether or not flavoured, in immediate packings ...",17,18,7,1,1,16,24,11,22,,,619924,726273,577850,597092,578975,674258,683436,720547,580745,565531,,1544,2517,4404,4330,3547,1861,7557,7454,6138,90559
90412,"Pepper of the genus Piper, crushed or ground",0,0,0,30,17,5,0,0,0,,,49485,54991,66141,95694,89842,65606,38883,38684,29297,45568,,99,142,299,1172,1391,1270,656,723,2006,2007
90811,"Nutmeg, neither crushed nor ground",2010,2192,356,687,648,704,552,330,459,,,0,30731,24920,25205,29649,22774,15743,9863,16202,17950,,8956,9139,8413,8072,5653,9819,10472,10279,10695,17281
90822,"Mace, crushed or ground",0,0,16,45,33,0,0,0,0,,,0,441,316,203,131,253,410,501,551,777,,0,0,137,145,47,10,14,0,0,481
90831,"Cardamoms, neither crushed nor ground",0,0,0,1,1,0,7,27,65,,,0,32142,58007,70389,65149,94959,71805,55332,114637,193499,,0,702,230,76,98,718,77,71,128,7506
90961,"Juniper berries and seeds of anise, badian, caraway or fennel, neither crushed nor ground",76,114,108,159,171,142,142,613,507,,,0,27994,21150,23759,42194,43063,32780,30282,34343,60132,,481,680,1109,952,816,764,1363,1348,1247,41092
91099,"Spices (excluding pepper of the genus Piper, fruit of the genus Capsicum or of the genus Pimenta, ...""",23,104,27,67,8,17,38,151,132,,,123317,130861,108733,135245,128998,107230,80094,86852,122670,138754,,171,294,321,583,102,241,217,534,936,2445
100111,Durum wheat seed for sowing,0,0,0,0,0,0,0,0,0,,,0,7519,94,0,34,0,26,25,188,52,,120,0,0,0,0,0,0,0,0,
100620,Husked or brown rice,2,2,5,1,0,0,0,0,0,,,45627,13263,25854,8723,8045,8387,7202,3522,10903,15269,,9,6,51,4,316,78,106,154,439,240
110813,Potato starch,0,0,0,30,0,0,0,0,0,,,410,342,446,408,645,501,299,358,245,405,,4403,4347,4161,5279,7100,7619,9078,9756,12569,8291
110820,Inulin,0,0,0,0,0,0,0,0,0,,,7,192,199,66,6,6,1,21,7,1,,330,452,327,3234,4711,5092,3047,4874,4494,1656
120230,"Groundnut seed, for sowing",0,0,0,0,0,0,0,0,0,,,0,1082,2079,3086,776,1222,3587,3442,1109,643,,0,0,0,0,0,0,0,0,0,605
120730,Castor oil seeds,0,0,0,0,0,0,0,0,0,,,0,95,132,28,262,101,169,3720,3765,1617,,0,0,0,0,0,0,0,0,0,3475
120760,"Safflower """"Carthamus tinctorius"""" seeds""""",0,0,0,0,0,0,0,6,82,,,0,4683,5306,3919,4924,3708,3143,2535,1495,3260,,0,0,0,0,0,0,0,66,127,154
121300,"Cereal straw and husks, unprepared, whether or not chopped, ground, pressed or in the form ...",30,50,20,30,27,17,15,14,8,,,186,45,368,1231,81,155,842,1622,848,3316,,56,50,65,30,38,22,15,14,8,119
130190,"Lac; natural gums, resins, gum-resins, balsams and other natural oleoresins (excluding gum ...",39,26,14,24,10,16,17,46,55,,,131389,148016,86212,63337,72512,68346,68986,83011,103026,124141,,3246,6266,5831,8777,12235,16759,25949,22270,16483,20628
130211,Opium,0,0,0,0,0,0,0,0,0,,,32774,23196,21980,4754,7472,3200,3358,1602,1126,1179,,7,25,0,1,0,9,2,16,1,54
130213,Extracts of hops,0,0,0,0,0,0,0,0,0,,,0,0,11,0,113,11,46,2,8,15,,5114,5315,6178,9311,9463,12062,18347,18310,14780,12533
150710,"Crude soya-bean oil, whether or not degummed",0,0,0,0,0,0,0,0,0,,,0,19,27,52,0,175,43,1426,3544,1020,,41243,70521,83310,117267,47371,33897,33531,38582,51705,62412
151521,Crude maize oil,0,0,0,0,0,0,0,0,0,,,0,0,0,42,8,0,0,0,0,1,,0,0,0,0,15,0,0,0,23,152
151530,"Castor oil and fractions thereof, whether or not refined, but not chemically modified",759,862,796,877,887,1356,1440,1508,1155,,,716936,775824,654386,686043,597144,905533,822919,856943,798956,1050251,,1077,1228,1270,1152,1285,1668,1743,1872,1568,2616
151790,Edible mixtures or preparations of animal or vegetable fats or oils and edible fractions of ...,0,21,0,0,0,0,216,345,142,,,7662,1730,2876,3531,3620,5846,4512,5435,8130,7983,,34762,28572,28204,24200,27723,32134,34578,32165,24425,62717
152190,"Beeswax, other insect waxes and spermaceti, whether or not refined or coloured",0,0,0,0,0,0,0,18,0,,,778,1563,1524,1112,1883,1616,1552,1738,1924,1672,,446,446,404,497,193,359,492,581,343,462
160100,"Sausages and similar products, of meat, meat offal, blood or insects; food preparations based ...",0,0,0,0,0,0,0,0,0,,,872,593,630,2026,298,992,971,1288,414,476,,427,203,451,1322,801,591,1148,979,945,2821
160241,"Hams of swine and cuts thereof, prepared or preserved",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1,1,8,34,4,,4,8,1,174,171,249,275,416,361,1993
160510,"Crab, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,,,15065,12057,15257,8600,3105,13294,27095,26677,25092,66624,,70,48,161,45,93,397,40,39,133,760
170290,"Sugars in solid form, incl. invert sugar and chemically pure maltose, and sugar and sugar syrup ...",122,73,50,65,83,686,1291,2817,2772,,,2923,4554,4932,5473,5317,6116,9089,10654,11675,15578,,21244,26226,28274,27193,36852,34121,33233,34248,35927,28830
170390,Beet molasses resulting from the extraction or refining of sugar,0,0,0,0,0,0,0,0,0,,,183,443,550,850,1842,769,482,602,1855,3869,,17328,5969,7479,11865,6804,10273,3400,7893,8091,11923
170410,"Chewing gum, whether or not sugar-coated",0,0,0,0,0,0,0,0,0,,,7101,8184,10581,5662,9305,15323,15078,11048,9388,12301,,24232,21327,16445,13603,12922,12687,10940,11889,10766,10835
180690,"Chocolate and other preparations containing cocoa, in containers or immediate packings of <= ...",0,0,5,311,2268,2128,3380,3074,2814,,,41559,62409,71158,114636,115282,101594,117036,117390,88423,104916,,4097,4853,5889,7168,8951,12292,18080,21456,19012,103421
190110,"Food preparations for infant use, put up for retail sale, of flour, groats, meal, starch or ...",0,0,0,0,0,0,0,0,0,,,14040,30454,34324,43895,41955,40859,38862,43715,43193,33648,,268890,273827,237101,230898,258559,290454,230119,271836,286014,304316
190510,Crispbread,0,0,0,0,0,0,0,0,0,,,146,111,143,120,141,65,309,169,191,145,,293,526,652,604,228,62,29,107,214,2506
200390,"Mushrooms and truffles, prepared or preserved otherwise than by vinegar or acetic acid (excluding ...""",0,0,0,0,0,0,0,0,0,,,595,182,11,5,8,22,7,10,7,5,,172,142,491,1136,869,1221,1194,1296,2040,143518
200591,"Bamboo shoots, prepared or preserved otherwise than by vinegar or acetic acid (excluding frozen)",0,0,0,0,0,0,0,0,0,,,9,1,0,0,0,0,9,2,4,2,,4,88,22,97,150,204,293,260,566,12583
200710,"Homogenised preparations of jams, jellies, marmalades, fruit or nut pur?es and nut pastes, ...",109,14,26,0,0,0,0,0,0,,,369,301,1121,402,45,324,455,761,1339,1497,,1141,573,461,218,246,289,367,431,294,472
200939,"Single citrus fruit juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing ...",0,0,0,0,0,0,0,0,0,,,860,1119,1017,1458,1198,1117,1406,1444,1126,1303,,340,215,394,426,582,767,247,323,329,205
200981,"Cranberry """"Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea"""" juice, unfermented, ...""",0,0,0,0,0,0,0,0,0,,,0,15,18,3,1,0,0,24,3,3,,332,65,64,322,361,240,210,467,414,462
210220,Inactive yeasts; other dead single-cell micro-organisms (excluding packaged as medicaments),0,0,0,2,0,0,0,0,1,,,346,833,696,531,177,329,470,543,1259,1219,,6285,7898,3960,3643,5580,5543,5722,5978,5910,11269
210410,Soups and broths and preparations therefor,0,0,0,0,0,0,0,0,0,,,3082,3405,2836,3076,2999,4199,3038,2530,4399,4809,,615,557,579,881,1329,1332,1879,1781,2020,6690
210690,"Food preparations, n.e.s.",891,1000,1283,1317,1524,1519,1429,2318,2167,,,130304,163391,168442,174761,191194,215421,277178,358210,415972,535211,,227800,369031,426041,476915,509664,526542,586243,798919,795842,949841
220300,Beer made from malt,1,1,1,1,1,2,2,36,23,,,30028,34547,33599,36125,43836,46049,42530,40015,27812,40456,,3377,3358,11684,7524,8194,11185,12614,15914,7135,25009
220510,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers ...",0,0,0,0,0,0,0,0,0,,,0,23,0,94,0,11,0,6,8,59,,159,118,28,15,38,2,51,28,1,761
230110,"Flours, meals and pellets, of meat or offal, unfit for human consumption; greaves",0,0,0,0,0,53,0,0,0,,,7262,53971,24215,11974,4357,66,0,80,31,266,,203934,267427,264428,273332,246216,242169,328544,349234,379548,298877
230330,Brewing or distilling dregs and waste,269,48,0,0,399,0,555,121,0,,,11,250,632,503,960,155,1460,397,114,959,,146839,128261,176657,148350,212040,142919,234197,303727,270206,392174
230641,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...""",9081,15916,19487,8980,2597,2349,6034,7054,2354,,,41682,57263,79207,15636,500,72,139,0,845,5050,,26500,34124,39043,30083,29518,25263,22270,13492,8887,18082
240399,"Chewing tobacco, snuff and other manufactured tobacco and manufactured tobacco substitutes, ...""",0,0,0,0,0,0,0,0,322,,,113528,120503,131724,152813,215434,216714,285539,290421,230765,233757,,0,0,0,30,75,134,209,394,604,2108
250200,Unroasted iron pyrites,0,0,6,12,0,0,0,0,0,,,51,113,151,88,250,350,431,335,300,407,,0,0,6,16,0,0,6,13,38,136
250700,"Kaolin and other kaolinic clays, whether or not calcined",31,58,30,122,279,154,389,533,520,,,11903,18135,14664,16145,17354,13707,22062,27382,20638,30150,,15806,14601,18156,19369,19730,22533,27072,26128,26480,36003
251010,"Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic ...",0,0,0,0,0,0,0,0,0,,,378,143,23,4,39,21,152,0,18,111,,2,139,2,0,110,74,4,104,70,
251020,"Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic ...",0,0,0,0,0,0,0,0,0,,,30,42,38,1020,109,15,535,10,63,32,,1587,932,567,575,458,490,304,227,266,77
251611,"Granite, crude or roughly trimmed (excluding already with the characteristics of setts, curbstones ...",0,340,886,2003,1672,653,662,2,0,,,547371,575998,585162,450282,379114,443063,440409,423948,449353,460480,,3,342,1262,2973,2462,882,808,229,274,4842
251749,"Granules, chippings and powder, whether or not heat-treated, of travertine, ecaussine, alabaster, ...",11,14,0,0,0,1,31,0,0,,,1829,1417,1895,1188,1576,3907,3635,4360,3422,541,,2538,2804,1292,1512,2523,3266,2286,2341,1460,487
252620,"Natural steatite and talc, crushed or powdered",91,151,170,184,233,277,301,458,427,,,15494,25824,30458,30408,36044,39385,34802,32074,28763,33465,,5513,6525,7130,7607,8773,9213,10002,11729,12560,11476
252921,Fluorspar containing by weight <= 97% calcium fluoride,0,0,0,0,1,0,0,3,3,,,80,48,65,77,68,31,172,236,36,54,,176,64,399,40,666,594,875,1100,1052,2412
252930,"Leucite, nepheline and nepheline syenite",0,0,3,0,0,0,0,0,0,,,39,0,2,3,0,0,4,1,0,56,,719,950,964,725,892,932,799,805,944,297
253010,"Vermiculite, perlite and chlorites, unexpanded",0,0,0,0,0,0,1,1,0,,,306,331,308,254,297,616,667,692,1142,1510,,333,244,275,2607,277,252,692,769,480,1908
253020,"Kieserite and epsomite """"natural magnesium sulphates""""""""",0,0,0,0,0,0,0,0,0,,,149,16,11,8,14,10,12,26,14,11,,198,0,0,65,71,32,109,1,2,
260300,Copper ores and concentrates,0,0,0,0,0,0,0,0,0,,,61,36445,18668,0,26469,42623,117415,409408,92475,61042,,344,2045,3317,10745,15651,21681,4646,257,73,584
260800,Zinc ores and concentrates,0,0,0,0,0,0,0,0,0,,,0,78124,12,177,78,61588,858,425,357,586,,0,0,117,30,205,138,431,714,367,1314
262011,Hard zinc spelter,0,0,0,0,0,0,0,0,0,,,0,0,0,0,15,0,0,1,0,128,,0,0,11,1240,3760,4966,0,0,0,
262030,"Slag, ash and residues containing mainly copper",0,0,0,0,0,0,0,0,0,,,617,283,586,495,490,1773,1182,1499,1061,1176,,127,73,0,0,0,3,0,0,0,
262040,"Slag, as and residues containing mainly aluminium",0,0,0,0,0,0,0,0,0,,,15,9,218,62,75,283,76,15,0,157,,5,8,2,3,3,12,22,8,8,626
262060,"Slag, ash and residues, containing arsenic, mercury, thallium or their mixtures, of a kind ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,5,1,,0,0,0,0,0,0,0,0,0,
270112,"Bituminous coal, whether or not pulverised, non-agglomerated",0,0,0,0,63,0,0,0,0,,,322,33,1434,2461,3,0,0,9,43,99,,175590,186418,185360,240889,398005,823290,1243149,1634989,1415077,2254665
270820,Pitch coke obtained from coal tar or from other mineral tars,0,0,0,0,0,0,0,0,0,,,1579,1,8,55,170,1693,948,599,0,110,,127,148,125,108,75,79,252,256,18,511
271311,"Petroleum coke, non-calcined",0,0,0,0,0,4883,0,0,1975,,,49581,81372,25211,42187,11615,89370,85279,43238,36383,36435,,8050,7528,5618,5890,3586,25126,4972,6501,15676,6291
280110,Chlorine,0,0,0,0,0,0,0,0,0,,,1569,1302,762,2124,1522,1115,1163,1887,1611,1955,,33,60,122,119,142,87,13,168,37,42
280200,"Sulphur, sublimed or precipitated; colloidal sulphur",0,0,0,0,0,0,0,0,0,,,29420,33016,25224,15769,25944,29700,30577,28323,24108,26716,,3080,1350,977,1037,860,948,1149,1280,1538,328
