Product code,Product label,Singapore's imports from Australia-Value in 2012,Singapore's imports from Australia-Value in 2013,Singapore's imports from Australia-Value in 2014,Singapore's imports from Australia-Value in 2015,Singapore's imports from Australia-Value in 2016,Singapore's imports from Australia-Value in 2017,Singapore's imports from Australia-Value in 2018,Singapore's imports from Australia-Value in 2019,Singapore's imports from Australia-Value in 2020,Singapore's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
TOTAL,All products,5520879,5375073,7832796,3213043,2918210,4082971,5463847,6257457,4721304,7245161,,262678467,256678556,252680285,191320123,189389234,229722178,254525413,272579608,254531426,345599938,,385832692,388046699,377937643,296773959,283045050,327492650,370940515,359008256,328822696,406912769
710813,"Gold, incl. gold plated with platinum, in semi-manufactured forms, for non-monetary purposes",626605,1230886,3157416,8157,14,987935,1299133,1597684,954428,2014555,,15141407,12938150,11889298,10709989,13390949,12999194,13986349,16124214,15983700,15003130,,7398625,15735286,12290283,533831,714225,11793332,12188693,8528482,15256771,12831051
270900,"Petroleum oils and oils obtained from bituminous minerals, crude",1450444,668352,1312004,438575,190783,265623,753398,1419835,688812,1445187,,11349993,8767731,9712073,4674961,3600939,4030615,5943795,6466832,4415758,7495954,,39879315,35538674,34326201,18204612,15060191,21405724,27968565,24224539,14385067,22675673
271111,"Natural gas, liquefied",0,0,0,270294,428483,624469,1110142,828050,674961,1337401,,14676410,14824997,16451316,12582034,13559824,19937263,31970665,35167504,26312442,36957140,,17680,92187,1489205,974131,783101,1244512,1729804,1594940,1143071,2250025
150290,"Fats of bovine animals, sheep or goats (excluding tallow, oleostearin and oleo-oil)",125,134,148,107,179,132,199,160,221691,270082,,3188,3243,2110,3721,1409,1540,2726,5095,5711,15604,,131,134,148,108,179,136,205,262,477562,604335
271019,"Medium oils and preparations, of petroleum or bituminous minerals, not containing biodiesel, ...",554301,385143,326675,154855,86630,125969,204063,158474,342499,244504,,2477132,2005445,1927252,1300465,1372687,1470569,1856943,1413859,1283906,1956440,,57908948,54832255,51713314,29846316,23229417,34166675,38885569,31972720,21233398,31736444
271012,"Light oils and preparations, of petroleum or bituminous minerals which >= 90% by volume """"incl. ...""",138727,130784,143685,54707,12953,63413,106431,135031,103396,186879,,885002,635569,593699,245048,243764,354622,435127,372167,260424,344664,,19407468,19771189,20613711,12731588,9867023,12530581,15522928,13927730,9988881,14925656
220421,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ...",51502,46870,57641,48340,47584,55788,69718,73706,73180,140230,,1470366,1341690,1258672,1275392,1349991,1634003,1684267,1661766,1633763,1211388,,228654,248617,266176,216173,206649,232244,289811,273532,273597,443741
880330,"Parts of aeroplanes or helicopters, n.e.s. (excluding those for gliders)",110153,104267,56856,60116,72198,48020,57023,55201,63191,64323,,878744,1097308,1169065,1232546,1191811,1353728,1351843,1384141,1110680,866953,,5235287,5022570,4217285,4381924,5060008,5920649,7069759,7515708,4815695,4599831
20130,"Fresh or chilled bovine meat, boneless",33865,33394,37076,39658,42972,45671,49184,48268,53932,58836,,1921467,1891428,2273194,2451140,2201799,2223558,2492495,2630413,2669019,2892798,,61628,63916,68738,72248,75901,84785,92945,88831,90437,106606
710239,"Diamonds, worked, but not mounted or set (excluding industrial diamonds)",17139,35913,35174,36875,42694,57974,84283,77169,48501,57355,,133746,174311,212792,208074,238895,215364,226552,265614,177536,174193,,601986,738168,782417,575008,577862,467821,570782,484859,173598,281569
170199,"Cane or beet sugar and chemically pure sucrose, in solid form (excluding cane and beet sugar ...",99876,65992,67400,47979,54278,55401,43446,45010,22078,56222,,122226,95628,69750,55913,61726,73992,53127,51552,38468,42001,,263566,204966,191724,146582,148378,141416,114815,119681,108047,153082
20311,Fresh or chilled carcases and half-carcases of swine,30350,27461,36184,46123,49606,43909,39598,32538,40291,50912,,25521,27321,31081,37953,45186,41666,34374,30690,42045,50181,,30353,27461,36185,46142,49628,43909,39598,32538,40296,50912
100199,"Wheat and meslin (excluding seed for sowing, and durum wheat)",33258,31275,35052,27754,28897,29524,34102,29658,37709,35622,,6711806,5832548,5270968,4352815,3557764,4560185,3028659,2513816,2710166,7097704,,57103,62464,63947,51654,51016,50336,60481,57039,69650,64248
40120,"Milk and cream of a fat content by weight of > 1% but <= 6%, not concentrated nor containing ...",23811,21551,23291,24169,24266,26347,29082,28472,29854,33606,,79530,86056,123098,126383,131109,150152,163984,179840,198570,244015,,70440,76631,76276,73790,74965,80265,87901,93957,104074,112581
300490,"Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic purposes, ...""",65864,83650,61032,48029,50007,31519,36130,32198,34229,27099,,3378372,2403733,1821197,1098626,1398958,1337323,1403690,1535557,1184945,778112,,1123216,1200528,1146604,1108690,1205119,1432288,1409065,1433788,1596252,1471306
710812,"Gold, incl. gold plated with platinum, unwrought, for non-monetary purposes (excluding gold ...",4,0,4638,941,60123,14337,10584,100,40099,25206,,856588,475882,150880,15695,26504,85553,143538,123102,1464776,2493025,,766898,1009433,1114981,1514610,1507298,1317529,1341075,1564425,1367675,1646843
210690,"Food preparations, n.e.s.",8802,10503,10248,13619,11387,10591,13850,11819,20752,23921,,226406,277176,388229,731539,1024245,1318490,1068136,821079,782213,712995,,349771,452092,445813,440019,375695,364467,490716,609801,648132,750724
847330,Parts and accessories of automatic data-processing machines or for other machines of heading ...,50844,56283,29927,21330,18168,10323,8069,5386,5900,22885,,546765,544257,538940,553898,472393,168240,153457,121920,127681,152430,,6108184,5602044,5239490,4732478,4262698,4871556,4903298,5647645,5311899,4788830
20443,Frozen boneless cuts of sheep,13685,16432,23508,17393,17196,19539,22831,20095,23471,22370,,242409,277985,384186,339963,323058,440236,454425,403083,403969,470575,,15400,18389,25300,17930,17925,21346,22964,20459,24592,22928
20442,"Frozen cuts of sheep, with bone in (excluding carcases and half-carcases)",8076,6861,11620,9105,9770,15019,15431,19601,21168,21749,,625049,822870,1044738,759880,687072,995968,1177708,1418754,1208444,1518543,,13882,13315,16678,14418,14435,20927,22015,24327,28097,27868
40210,"Milk and cream in solid forms, of a fat content by weight of <= 1,5%",59357,57813,61948,39261,27608,32110,22128,16141,16316,20063,,538507,484432,675054,484448,349434,379837,346720,336760,394565,648061,,189309,217803,261253,170857,103528,134278,140628,144952,174239,186436
40310,"Yogurt, whether or not flavoured or containing added sugar or other sweetening matter, fruits, ...",9079,9579,11038,12002,13872,15165,15638,17544,19954,20021,,19177,19270,18473,18120,20468,23285,24864,30028,30558,36384,,22880,25276,31004,30558,32537,35078,35063,36087,39758,38666
901890,"Instruments and appliances used in medical, surgical or veterinary sciences, n.e.s.",9863,7082,25411,15429,24426,22957,8740,6881,7487,19826,,312866,353942,348822,335180,350065,378095,369064,367162,399294,447866,,1092661,1446556,1524900,1375932,1395114,1329135,1328190,1384078,1686132,1194343
110710,Malt (excluding roasted),18798,18023,11697,12543,10758,10527,10891,15100,9731,18950,,354825,359553,328812,288312,221457,253605,278440,350149,315106,420464,,43302,42765,42856,41528,38011,35654,34543,36954,33744,35766
40630,"Processed cheese, not grated or powdered",22858,22072,23130,19561,16211,17174,18932,18918,23877,18862,,121450,112154,95686,82575,90713,95861,104811,90624,82499,80634,,54247,56204,57200,49305,47076,54953,55546,56633,61180,55593
843143,"Parts for boring or sinking machinery of subheading 8430.41 or 8430.49, n.e.s.",82183,88175,67191,44938,38424,28240,14895,13473,16529,18267,,343683,232534,203953,140391,102710,106150,93457,101719,66144,0,,3609924,3051055,2955201,2456388,1280727,1055388,829264,952647,727405,644649
20441,Frozen sheep carcases and half-carcases (excluding lambs),9705,11608,14965,14559,15567,18651,14144,14952,12444,17462,,31277,39884,63334,44904,33235,30385,31796,31602,18449,47970,,10133,11827,15003,14815,15602,19245,16164,17868,15924,18443
40221,"Milk and cream in solid forms, of a fat content by weight of > 1,5%, unsweetened",58915,64593,67572,23836,18235,17041,9863,13895,9083,17309,,362325,435966,363182,203697,231521,231219,242972,196323,161106,272799,,243572,343201,339043,173755,143651,191380,191182,189013,173871,209844
20230,"Frozen, boneless meat of bovine animals",41198,32275,31887,15856,9261,10523,9690,7528,11059,15909,,2828207,3370846,4371609,4277980,3075554,3223065,3694760,4468083,3749032,3750481,,100776,99248,102884,112801,98621,104922,101886,106236,121298,169922
160557,"Abalone, prepared or preserved (excluding smoked)",19891,25633,19435,16719,17916,15079,23323,19014,8745,14226,,55153,48544,31280,33156,25553,31179,34536,34515,16227,20787,,60440,67838,63282,67779,64157,54879,69561,64608,38087,65612
999999,Commodities not elsewhere specified,202581,317680,338989,225332,299844,35776,104923,225745,14890,13224,,10044824,8777678,8032952,7321442,7391488,8467782,7940698,7904342,8017722,11432602,,6824960,5947812,4901000,4498378,4627453,2967611,3306930,4210183,2887415,4853117
330499,"Beauty or make-up preparations and preparations for the care of the skin (other than medicaments), ...",11078,11719,9336,7346,8079,8644,10953,12986,8963,12743,,199015,228651,225310,219951,283126,371090,421873,485240,477092,492473,,982433,1163248,1170437,1093733,1313503,1592648,2084707,2413583,2422623,2642808
160250,"Prepared or preserved meat or offal of bovine animals (excluding sausages and similar products, ...",7869,8445,9315,8136,7001,6351,5527,7664,10099,12687,,41822,38654,45600,48749,57686,63422,67372,61161,68929,90104,,22923,22535,22752,21047,19655,19734,21071,22451,24578,32988
40510,Butter (excluding dehydrated butter and ghee),17625,19181,25218,16484,12764,12734,12461,11654,9370,11865,,151159,169190,157692,87241,74235,59229,61884,61521,54619,93671,,74891,80383,94374,83852,73132,85646,113393,92146,74245,90582
711319,"Articles of jewellery and parts thereof, of precious metal other than silver, whether or not ...",11192,19526,20574,11031,20821,9299,26395,16774,6250,11503,,416585,363886,286796,246780,265096,382068,320912,388161,351075,437939,,4032176,3835532,3663660,3109129,3125516,2564618,2791383,2986029,2112550,3044173
80510,Fresh or dried oranges,10486,8312,10776,9847,11128,9687,9666,10774,11144,11151,,139087,137669,134643,148969,169599,223826,235256,221624,214542,204974,,42292,43713,49702,41644,42976,41995,42416,40373,45151,44035
70610,Fresh or chilled carrots and turnips,11487,11654,11341,10534,10419,10470,10245,9798,10355,10891,,54301,52077,53103,54688,65624,71769,73794,66302,70795,71921,,18819,20372,18937,18175,18517,18246,18338,16573,18491,19940
40620,"Grated or powdered cheese, of all kinds",4727,5114,4657,6335,8949,8931,8292,8853,7700,10824,,25819,29528,35494,28907,29191,33425,38069,32905,33456,47262,,8893,10071,11410,14759,16224,17696,18087,19042,20896,26096
80440,Fresh or dried avocados,3648,4088,3403,3691,3336,4478,5679,7666,5230,10645,,8739,7173,5287,6288,8353,9177,11639,17216,12851,29624,,6087,7879,10975,11594,15143,16859,19476,19524,21176,22117
852990,"Parts suitable for use solely or principally with flat panel display modules, transmission ...",4047,3385,2421,1845,1531,1584,1478,2379,3322,10374,,50605,42139,51318,39158,30737,21964,20441,22096,14842,25264,,579404,645127,684966,443014,430223,628745,453924,486314,405298,676940
902790,"Microtomes; parts and accessories of instruments and apparatus for physical or chemical analysis, ...",6271,7394,10025,6988,4111,5727,7157,7425,8405,9924,,110535,100138,96419,69215,80039,116605,126853,125493,116585,135593,,690653,759920,701463,606149,649133,612823,713707,677289,658509,791761
220299,"Non-alcoholic beverages (excl. water, fruit or vegetable juices, milk and beer)",0,0,0,0,0,0,8983,8759,10154,9788,,0,0,0,0,0,9566,10613,15098,18637,26789,,0,0,0,0,0,0,154233,153896,148002,173492
110811,Wheat starch,1259,871,1037,579,529,2415,14407,12443,11258,9410,,29467,31292,26690,24756,22483,47680,69786,57682,48550,54414,,10449,7626,7247,5516,3177,4807,16423,13268,12184,10386
20712,"Frozen fowls of the species Gallus domesticus, not cut in pieces",0,3,38,159,90,23,33,23,186,9129,,4200,3247,3948,6322,5098,5327,4951,3801,7676,3037,,35223,53622,35543,34126,42394,29354,34342,33481,45131,51921
20422,"Fresh or chilled cuts of sheep, with bone in (excluding carcases and half-carcases)",3993,4048,4496,4629,4861,4381,5109,5551,6365,8766,,353441,390211,443252,409501,398503,429216,493262,522994,547385,692770,,5239,5251,5660,5827,5879,5774,6322,6689,7367,9682
70410,Fresh or chilled cauliflowers and broccoli,6753,6503,7024,8718,12042,12169,14450,10110,9674,8638,,6750,6619,7679,11398,13091,13804,16977,15463,13059,11788,,25661,26294,26151,27196,30986,28650,32717,30872,34510,37357
40410,"Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening ...",5498,5168,10033,6598,6228,5546,5284,2200,6404,8482,,100330,84472,76129,52574,44060,52416,51185,44113,62715,67356,,94992,100499,131804,71381,40678,58951,62551,63226,58261,58466
250590,"Natural sands of all kinds, whether or not coloured (excluding silica sands, quartz sands, ...",9,20,2,0,0,0,7,14,11485,8411,,5809,3118,5392,3207,1688,6390,1064,1121,7907,6284,,110298,203731,265029,79115,146320,459173,320405,17684,89225,340004
851712,"Telephones for cellular networks """"mobile telephones"""" or for other wireless networks""""",12726,4956,2694,2436,5173,11051,9075,13323,10348,8365,,247504,314963,348177,362750,319031,431587,440484,625809,569068,594944,,6046163,5860819,5021639,5043594,4675709,4982981,4872391,5021375,4494629,4948929
740311,"Copper, refined, in the form of cathodes and sections of cathodes",11083,0,3371,0,0,0,0,11828,0,8117,,2874343,2981403,3406544,2586185,2160012,2157517,2452004,2694740,2373329,3243876,,302972,6515,49534,212021,1055356,531873,161377,73655,60227,206667
30383,"Frozen toothfish """"Dissostichus spp.""""""""",14261,8771,6076,8551,7258,18429,2674,548,4024,8033,,0,0,0,2683,459,28,13800,17676,14322,10377,,31894,38852,38801,48313,90503,82647,92368,42130,27134,34759
901920,"Ozone therapy, oxygen therapy, aerosol therapy, artificial respiration or other therapeutic ...",644,240,831,5859,6887,11765,10767,10403,21415,7997,,498136,514572,577887,601850,643442,670865,600955,620908,514200,697923,,61816,85008,107061,215466,257681,294851,311356,289524,418015,304127
392690,"Articles of plastics and articles of other materials of heading 3901 to 3914, n.e.s (excluding ...",18830,14487,9175,6590,5791,2669,2881,2791,3959,7462,,85977,71541,74102,59618,75113,69075,88821,100027,86092,113033,,703542,713575,669980,638833,671422,814241,855507,933778,876946,1015717
80610,Fresh grapes,7170,9915,13483,12569,12812,8990,10731,11379,11076,7200,,107444,188314,212977,188041,325701,299432,295920,406353,457188,374168,,47118,57212,56035,50538,51080,50509,48678,49853,52141,57457
320611,Pigments and preparations based on titanium dioxide of a kind used for colouring any material ...,12508,6359,6478,6303,6200,8074,7590,5437,3745,7185,,463747,438658,493941,447531,419769,542391,579628,523266,474352,651346,,125526,83691,69852,84736,75533,79227,84329,100807,71255,71870
730840,"Equipment for scaffolding, shuttering, propping or pit-propping (excluding composite sheetpiling ...",1234,3472,586,506,193,411,559,563,1831,6731,,14443,16193,9711,13920,11893,14006,16997,10051,4306,5704,,322504,345920,211531,177528,84787,57962,57540,70157,55770,190224
710692,"Silver, incl. silver plated with gold or platinum, semi-manufactured",9431,18704,5634,3253,5540,1555,3644,1745,2032,6683,,258241,370801,91031,113516,23753,282693,141523,70197,147883,220342,,174236,145898,104582,93865,150900,64234,43934,79806,179266,161763
20120,"Fresh or chilled bovine cuts, with bone in (excluding carcases and 1/2 carcases)",4067,3661,4027,3535,3677,4753,5145,4661,5036,6659,,44755,62651,60245,55743,61996,65241,68304,72033,72931,96162,,4581,4306,4691,4846,5030,6663,7534,6770,7533,9377
902000,Breathing appliances and gas masks (excluding protective masks having neither mechanical parts ...,1253,1322,3008,6719,910,198,218,266,2502,6641,,13230,13619,9562,10556,24869,41223,63047,69904,87760,43057,,39077,43653,39963,35097,28349,27749,39149,49182,57328,62613
950430,"Games with screens, flipper and other games, operated by coins, banknotes, bank cards, tokens ...",4363,8831,5358,10043,6434,10136,10971,10519,6515,6632,,103977,97188,86960,109298,127985,124804,113120,137412,85581,82159,,31114,35170,25922,36050,28265,31981,46955,39000,19710,21279
80719,Fresh melons (excluding watermelons),4829,4240,5618,5980,7674,8338,5948,7299,5288,6287,,13139,12378,14561,17495,19310,20775,16346,19963,14954,18369,,14842,15881,16531,16851,17690,17656,14617,16988,15679,17591
841869,Refrigerating or freezing equipment (excluding refrigerating and freezing furniture),1742,1921,3198,2098,2640,2487,776,477,1856,6197,,6735,19775,8098,18262,21638,19090,15457,10642,14425,24907,,104833,111647,123584,133863,113786,133638,159216,122434,116567,158796
847990,"Parts of machines and mechanical appliances, n.e.s.",13496,13679,14311,11142,9162,8645,5195,5099,4777,6185,,99038,107637,140759,92866,118015,182923,88063,90164,70183,93607,,1163247,1213267,1108630,962742,905282,987185,877797,965347,870378,999715
847989,"Machines and mechanical appliances, n.e.s.",5559,3315,6588,2890,6249,9251,10366,9515,10699,6137,,144110,177681,175136,137115,139231,130954,211316,160718,165550,158777,,759158,585962,539417,481101,467032,520374,628941,737023,712519,1007466
220410,Sparkling wine of fresh grapes,2330,1487,1176,766,2896,1237,715,957,1624,6102,,74373,65115,54752,48145,46046,43744,43548,43989,38766,63736,,242593,274121,359137,306426,279974,345883,363661,342792,262040,403019
847130,"Data-processing machines, automatic, portable, weighing <= 10 kg, consisting of at least a ...",2580,2539,1976,4093,5273,3233,3218,2094,2530,5989,,93373,132293,171979,178962,198729,279223,328394,362216,367818,405712,,2715151,2286796,2049821,2116711,1738126,1817311,1824985,1807007,2117912,2901987
300212,Antisera and other blood fractions,0,0,0,0,0,0,1658,7314,5904,5905,,0,0,0,0,0,522465,837114,1467178,1465852,675615,,0,0,0,0,0,0,33392,46156,39082,114757
843910,"Machinery for making pulp of fibrous cellulosic material (excluding autoclaves, boilers and ...",5,0,4,0,0,0,0,0,0,5814,,131,50,17,0,218,384,12,7,6,44,,4044,4554,2556,10256,6264,428,1481,246,2331,6352
480519,"Fluting paper, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets with ...",587,2114,2421,1886,2853,3964,5647,3899,5043,5744,,12836,46468,46351,54413,46527,43710,64494,62231,61910,69067,,1620,3118,3287,8802,8485,9151,9683,11231,10611,22547
870360,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,0,2617,8361,5487,,0,0,0,0,0,195,9062,96,461,1087,,0,0,0,0,0,0,253630,488981,221069,299153
843149,"Parts of machinery of heading 8426, 8429 and 8430, n.e.s.",24750,17909,13247,14741,20373,15446,16460,8893,5464,5426,,421652,346215,248220,199992,174760,177433,192254,238045,210034,210759,,1436204,1399445,1019884,892421,943311,1102710,743680,604928,421621,523517
30219,"Fresh or chilled salmonidae (excluding trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus ...""",639,430,0,3028,2372,3104,3299,1085,2844,5002,,94,241,363,189,360,80,153,152,130,167,,12511,22821,24116,20545,24286,27256,27279,20943,15504,18746
80930,"Fresh peaches, incl. nectarines",2302,2651,2686,2859,3200,2958,4672,4678,4330,4860,,18861,23778,25168,21289,27134,27165,39201,49066,44602,50853,,7396,7712,7777,8005,9633,8946,11261,12586,11612,12812
151800,"Animal or vegetable fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, ...",17,25,43,1920,8760,17486,11188,10007,7651,4735,,3216,2579,882,2518,11011,19242,12690,10823,7812,28764,,5931,3974,16332,26636,83873,112767,126224,379461,588471,1046857
151499,"High erucic acid rape or colza oil """"fixed oil which has an erucic acid content of >= 2%"""", ...""",6734,6817,5828,3276,487,1598,3500,3197,3044,4626,,1773,1027,2022,4125,2591,3487,7254,7526,4130,5334,,18197,15967,12913,9244,7294,10628,11341,12255,11275,14529
340130,"Organic surface-active products and preparations for washing the skin, in the form of liquid ...",1075,1629,1150,3274,3306,1938,2134,2471,2109,4608,,11906,11560,7899,16775,27956,41739,66968,76478,53801,80625,,22801,28786,39068,44590,43401,54696,69317,90398,125777,157006
741110,Tubes and pipes of refined copper,7868,11299,9447,4527,2535,865,597,2656,2146,4598,,52700,50945,52039,26279,20950,28533,23572,20876,17443,20696,,19331,25218,22468,15727,15055,12045,12191,13127,8676,12093
851762,"Machines for the reception, conversion and transmission or regeneration of voice, images or ...",7062,3762,6715,3058,8930,5226,7928,10529,5720,4540,,201524,243869,277718,284598,333847,400731,361114,384360,373396,439784,,2422499,2439595,2327828,2334038,2633310,2917678,3170534,3367706,4174947,4563970
190190,"Malt extract; food preparations of flour, groats, meal, starch or malt extract, not containing ...",819,1094,1056,1356,1746,3024,3398,2610,3419,4469,,402831,460470,307190,246069,288024,329678,284461,350395,363141,299466,,41461,47231,56807,69390,54153,71265,83436,73692,61945,64542
20319,"Fresh or chilled meat of swine (excluding carcases and half-carcases, and hams, shoulders and ...",12613,11646,11110,8969,10670,13358,9901,7167,5547,4457,,8121,4727,3891,4137,4300,4705,5571,4693,10672,9534,,13820,12606,11886,10429,12394,15247,11977,9143,7771,7249
250100,"Salts, incl. table salt and denatured salt, and pure sodium chloride, whether or not in aqueous ...",8500,7822,4185,6129,1260,576,669,669,1785,4365,,3935,3313,3839,3315,4115,3264,179136,5352,4685,111124,,17399,18984,15128,16156,12358,19336,27801,22718,23210,26512
190590,"Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion ...",3922,3393,3445,3163,2918,2799,3048,3000,3979,4292,,84278,85644,76669,68120,70047,84209,90199,88326,93993,91830,,167496,176907,172940,176109,177965,178367,190454,194156,199544,232524
180690,"Chocolate and other preparations containing cocoa, in containers or immediate packings of <= ...",7666,8049,4607,2754,2637,2126,4363,4700,5800,4291,,77861,68363,69276,75848,81316,79175,78460,82162,114924,125515,,54728,52780,84248,86612,76908,60407,85204,95064,87758,81908
230910,"Dog or cat food, put up for retail sale",3569,3764,3213,2975,3163,2841,3199,3824,3376,4277,,188639,167862,143846,125236,137219,138814,139009,136745,118288,213469,,29824,32687,33879,34763,37824,40128,43703,48574,52354,65927
20690,"Frozen edible offal of sheep, goats, horses, asses, mules and hinnies",1043,1864,1857,1553,1931,2735,3715,2320,2696,4209,,126869,141257,141665,86041,64178,75983,83256,84957,79312,108146,,1845,2530,2176,2082,2016,3071,3973,2597,2842,4557
80450,"Fresh or dried guavas, mangoes and mangosteens",1902,2209,2639,3302,3643,4526,5527,4024,3674,4119,,15959,17952,21215,24556,24322,24839,24446,20951,23354,7938,,28737,29052,30322,30959,29390,31373,35712,31572,31868,34417
210390,Preparations for sauces and prepared sauces; mixed condiments and seasonings (excluding soya ...,3490,3369,3323,2771,3145,3132,3162,3054,3907,4094,,96193,93398,104859,97311,98821,103260,96959,85224,86311,111089,,94829,99668,105528,104473,112048,114801,127742,132540,140533,155000
51199,"Products of animal origin, n.e.s., dead animals, unfit for human consumption (excluding fish, ...",316,832,1646,4298,5051,6668,6578,8079,6021,4061,,9447,12655,20884,22329,35291,54422,58566,63668,69477,107353,,6550,7800,10429,11824,14480,17223,18881,20494,17219,16822
40900,Natural honey,2015,2075,1849,2361,2505,3133,3367,3439,4150,4046,,25571,27124,27253,34877,31362,30978,32808,37654,42481,45000,,16076,18189,20689,23408,25651,27464,24078,21527,23119,24708
732690,"Articles of iron or steel, n.e.s. (excluding cast articles or articles of iron or steel wire)",1248,1333,2789,1647,2155,1879,1943,1316,847,4007,,153862,122881,120521,96470,104035,86226,105620,95236,104333,119450,,295882,414307,387389,407512,362986,347635,421721,493505,431237,458127
841199,"Parts of gas turbines, n.e.s.",1798,1761,10955,26916,395,1311,151,1012,192,3963,,31677,34757,41150,28901,36359,43007,29188,52380,42474,42494,,881875,852924,1007686,904508,956842,1672789,1295120,1474097,1421896,1708025
847150,"Processing units for automatic data-processing machines, whether or not containing in the same ...",1279,5061,3707,3198,2398,3639,1671,1351,2433,3940,,69186,80206,129563,99964,64751,68715,84106,66818,47704,86208,,656443,746162,721625,771143,964425,1262131,2095864,2335704,3004130,2527747
720720,"Semi-finished products of iron or non-alloy steel containing, by weight, >= 0,25% of carbon",37,0,224,0,0,631,2182,1115,8431,3934,,181,823,832,788,1057,565,82,257,779,472,,2210,5494,4411,3220,1006,1731,5875,8838,11755,5825
902730,"Spectrometers, spectrophotometers and spectrographs using optical radiations, such as UV, visible, ...",892,657,9105,1446,94,721,2102,2698,3114,3929,,69804,27014,14384,12495,13735,8001,9895,9681,9134,7528,,52744,75536,175163,210339,193653,166479,174729,170313,163848,189061
70993,"Fresh or chilled pumpkins, squash and gourds """"Cucurbita spp.""""""""",2027,2148,2274,2623,2735,3450,3391,3526,4129,3818,,2004,2084,1663,2318,2135,2463,2432,3541,4344,3592,,16550,17888,19129,18724,19006,20273,20496,19561,20524,21830
870899,"Parts and accessories, for tractors, motor vehicles for the transport of ten or more persons, ...",5719,7259,6158,2924,2473,2664,3235,3762,2508,3761,,317140,277918,292655,272426,262815,300882,274587,275049,262931,347506,,1073498,992753,1326342,1159549,1072150,1019347,1353398,1365992,1007963,951264
711299,"Waste and scrap of silver, incl. metal clad with silver, and other waste and scrap containing ...",0,1180,266,0,972,2311,578,231,81,3724,,44329,32307,38610,24865,32982,45900,49717,77881,63421,67337,,17335,29142,31629,29801,45544,47114,21739,29314,76528,117214
40721,"Fresh eggs of domestic fowls, in shell (excluding fertilised for incubation)",0,0,0,0,0,195,590,677,1546,3693,,2119,1185,229,417,422,982,840,1029,627,979,,104482,115985,130481,110633,103103,96866,117773,131671,126078,140759
70190,Fresh or chilled potatoes (excluding seed),2681,2502,2476,2232,2164,2306,2591,2528,3076,3688,,25437,22484,16666,13952,21598,19672,23754,22234,23914,26133,,22585,24734,24575,23532,24145,24404,23981,24550,26467,25909
81040,"Fresh cranberries, bilberries and other fruits of the genus Vaccinium",288,990,378,1442,1339,1141,842,1098,2027,3633,,1009,2932,1759,4060,6549,3653,3422,5449,6051,10686,,7388,9638,14167,13945,16167,16944,19245,20805,27325,27911
841990,"Parts of machinery, plant and laboratory equipment, whether or not electrically heated, for ...",239,1227,271,380,391,420,249,1218,3207,3608,,12368,15491,22415,16712,16494,21243,24413,21833,23775,20515,,131113,118144,107344,114002,87894,103082,107424,105719,99440,128952
30214,"Fresh or chilled Atlantic salmon """"Salmo salar"""" and Danube salmon """"Hucho hucho""""""""",75,5,1,205,73,22,14,43,3068,3589,,21119,15243,14414,64010,27869,107811,86356,85310,191106,283497,,23847,27799,27302,21426,23925,25957,29372,31537,34949,44912
81010,Fresh strawberries,1624,2918,3037,4007,5219,3896,3631,5342,4743,3564,,5668,8281,11712,19285,24430,24237,20860,25571,19416,18935,,22692,24452,28775,27433,28755,27937,28472,32125,33638,38150
293629,"Vitamins and their derivatives, used primarily as vitamins, unmixed (excluding vitamins A, ...",325,586,440,171,41,63,566,1157,3318,3545,,10350,10035,13096,13049,83594,30633,485529,485598,325845,292674,,45176,41050,40777,67185,56444,54442,58393,45000,50852,57165
841191,"Parts of turbojets or turbopropellers, n.e.s.",2607,9293,14295,6860,8080,2170,5062,9592,6089,3538,,15360,22850,22593,20214,26646,24039,25965,31572,60275,79597,,4466914,5756528,5373006,4765011,5516715,6299087,8962304,11083992,7352779,7481911
40150,"Milk and cream of a fat content by weight of > 10%, not concentrated nor containing added sugar ...",2039,2935,3847,2101,2851,2314,5191,2763,4184,3524,,26531,26547,27020,19532,21819,20962,24737,25113,21987,36642,,18230,21381,19047,16348,16354,16268,21376,18892,18925,23143
