Product code,Product label,Australia's imports from Russian Federation-Value in 2012,Australia's imports from Russian Federation-Value in 2013,Australia's imports from Russian Federation-Value in 2014,Australia's imports from Russian Federation-Value in 2015,Australia's imports from Russian Federation-Value in 2016,Australia's imports from Russian Federation-Value in 2017,Australia's imports from Russian Federation-Value in 2018,Australia's imports from Russian Federation-Value in 2019,Australia's imports from Russian Federation-Value in 2020,Australia's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
151221,Crude cotton-seed oil,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,5,0,0,,42,103,169,610,22,0,1,0,0,13
151311,Crude coconut oil,0,0,0,0,0,0,0,0,0,0,,3,4,25,25,12,34,74,104,132,156,,1407,1372,4666,4648,5057,4544,4260,343,335,1312
151499,"High erucic acid rape or colza oil """"fixed oil which has an erucic acid content of >= 2%"""", ...""",0,0,0,0,0,0,0,0,0,0,,26,577,84,18,66,2869,3397,7661,8822,13992,,9196,9414,8962,4967,2584,3378,3533,3688,3642,4390
151519,"Linseed oil and fractions thereof, whether or not refined, but not chemically modified (excluding ...",0,1,0,0,0,0,0,0,0,0,,390,606,710,316,339,338,384,2292,2182,2355,,1421,1009,1542,1379,1341,941,975,595,861,1331
151590,"Fixed vegetable fats and oils and their fractions, whether or not refined, but not chemically ...",0,3,0,15,1,4,0,2,0,0,,2589,2915,3549,2088,12308,20463,11903,9054,10291,10647,,37114,31619,37632,40583,66882,37398,49435,43536,49897,54931
152110,"Vegetable waxes, whether or not refined or coloured (excluding triglycerides)",0,0,0,0,0,0,0,0,0,0,,3,11,2,2,12,40,50,77,28,61,,2340,2677,3876,3870,3444,3830,3537,3408,5448,5010
160239,"Prepared or preserved meat or meat offal of ducks, geese and guinea fowl of the species domesticus ...",0,0,0,0,0,0,0,0,0,0,,41,110,236,234,221,188,858,3232,602,1628,,1131,1273,1358,1165,1411,1399,1276,1541,1540,2264
160242,"Prepared or preserved shoulders and cuts thereof, of swine",0,0,0,0,0,0,0,0,0,0,,15,80,154,57,65,231,110,117,141,373,,25,83,1,0,4,0,20,4,0,1
160250,"Prepared or preserved meat or offal of bovine animals (excluding sausages and similar products, ...",0,0,0,0,0,0,0,0,0,0,,13190,14267,13733,8327,10088,14728,14414,13005,14529,14001,,26133,28444,32133,32830,35384,38093,41878,39936,38476,49618
283650,Calcium carbonate,0,0,0,0,0,0,0,0,0,0,,1528,2167,2084,1256,1132,1191,864,491,543,544,,3225,3368,4086,4251,4368,3658,5139,4393,5041,5413
284030,"Peroxoborates """"perborates""""""""",0,0,0,0,0,0,0,0,0,0,,28,0,0,33,0,33,0,0,74,0,,207,163,83,95,50,43,36,28,71,156
284130,Sodium dichromate,0,0,0,0,0,0,0,0,0,0,,39886,48321,31180,22378,20033,19429,11694,15287,12601,6298,,349,23,13,18,15,66,176,15,62,18
284169,"Manganites, manganates and permanganates (excluding potassium permanganate)",0,0,0,0,0,0,0,0,0,0,,0,0,0,5,0,1,0,1,3,3,,38,0,0,3,0,99,159,105,0,9
284310,Colloidal precious metals,0,0,0,0,0,0,0,0,0,0,,5,0,557,4,4,8,4,1,1,21,,718,482,418,372,302,383,315,252,435,768
284329,"Silver compounds, inorganic or organic, whether or not chemically defined (excluding of mercury ...",0,0,0,0,0,0,0,0,0,0,,35,27,93,60,57,40,46,55,66,260,,2046,842,157,113,249,131,131,134,256,179
285000,"Hydrides, nitrides, azides, silicides and borides, whether or not chemically defined (excluding ...",0,0,0,0,0,2,2,0,0,0,,2873,1683,439,455,473,676,501,700,99,212,,780,228,396,715,900,836,762,1117,1180,1389
285290,"Compounds, inorganic or organic, of mercury, not chemically defined (excluding amalgams)",0,0,0,0,0,0,0,0,0,0,,15,9,1,2,2,2,2,3,0,0,,901,63,19,9,33,51,39,26,58,38
285300,"Inorganic and organic compounds, incl. distilled or conductivity water and water of similar ...",1,0,0,0,0,0,0,0,0,0,,2314,3685,3403,2693,1911,0,0,0,0,0,,1105,1311,973,934,982,0,0,0,0,0
285390,"Phosphides, whether or not chemically defined (excl. ferrophosphorus); inorganic compounds, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,13,2472,2790,2612,1510,3443,,0,0,0,0,0,3676,4779,2286,4160,7944
290122,"Propene """"propylene""""""""",0,0,0,0,0,0,0,0,0,0,,35764,26776,25803,44880,61760,116784,83104,64226,32712,147676,,56,0,13,129,40,83,172,429,869,677
290311,"Chloromethane """"methyl chloride"""" and chloroethane """"ethyl chloride""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,3,3,0,2,0,1,7,9,11
290372,Dichlorotrifluoroethanes,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,234,123,40,52,56,51,42,86,0,48
290392,"Hexachlorobenzene (ISO) and DDT (ISO) (clofenotane (INN), 1,1,1-trichloro-2,2-bis(p-chloro ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,5,0,0,0,0,0,0,0,0
290431,Perfluorooctane sulphonic acid,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,0,,0,0,0,0,0,0,0,0,0,0
290513,"Butan-1-ol """"n-butyl alcohol""""""""",0,0,0,0,0,0,0,0,0,0,,87987,95089,66994,57110,17958,15322,37429,17450,11603,26489,,5366,3931,3731,2439,1053,1623,2460,1441,1437,4511
290539,"Diols (excluding ethylene glycol """"ethanediol"""" and propylene glycol """"propane-1,2-diol"""")""""",0,0,0,0,0,0,0,0,0,0,,117,57,44,124,96,102,142,11,39,206,,9937,9350,7501,7084,5353,6429,7919,7145,6423,11102
290613,Sterols and inositols,0,0,0,0,0,0,0,0,0,0,,0,0,0,6,1,1,0,0,0,1,,12717,10413,11185,2905,1827,9613,11518,7045,7362,7187
290891,"Dinoseb """"ISO"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,3,0,0,21,0,0,0,0,0,0,,8,8,0,0,0,0,0,0,0,0
290919,"Acyclic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding ...",0,0,0,0,0,0,0,0,0,0,,252619,267897,125647,78259,110966,195831,286629,322756,158767,83653,,1672,7214,10896,8272,2537,2292,3242,839,1565,2818
290944,Monoalkylethers of ethylene glycol or of diethylene glycol (excluding monobutyl ethers),0,0,0,0,0,0,0,0,0,0,,4604,5239,4868,2795,2997,4059,2214,2999,1660,3240,,2443,2653,2467,1719,1956,1589,1604,1456,1578,3047
290950,"Ether-phenols, ether-alcohol-phenols and their halogenated, sulphonated, nitrated or nitrosated ...",0,0,0,0,0,0,0,0,0,0,,14,120,123,122,28,42,110,86,197,19,,1243,1130,965,755,585,449,816,519,525,520
291010,"Oxirane """"ethylene oxide""""""""",0,0,0,0,0,0,0,0,0,0,,10847,14926,18369,10602,12646,14738,15550,17383,15589,12336,,637,742,871,793,762,287,218,384,468,484
291030,"1-Chloro-2,3-epoxypropane """"epichlorohydrin""""""""",0,0,0,0,0,0,0,0,0,0,,0,22,0,0,0,0,0,0,1,1,,778,361,536,400,249,175,330,316,306,706
291212,"Ethanal """"acetaldehyde""""""""",0,0,0,0,0,0,0,0,0,0,,7897,9994,6652,6158,6291,4731,3911,3392,2164,1873,,74,194,195,95,110,124,126,140,110,82
291241,"Vanillin """"4-hydroxy-3-methoxybenzaldehyde""""""""",0,0,0,0,0,0,0,0,0,0,,279,563,488,447,555,743,479,473,676,677,,2596,3350,3142,3845,3302,3963,3975,4935,5145,6688
291300,"Halogenated, sulphonated, nitrated or nitrosated derivatives of cyclic polymers of aldehydes ...",0,0,0,0,0,0,0,0,0,0,,15,11,3,6,12,7,4,24,14,25,,6,3,8,4,16,33,31,60,125,128
291422,Cyclohexanone and methylcyclohexanones,0,0,0,0,0,0,0,0,0,0,,21,3,114,865,1019,1385,3893,2205,1019,2873,,1162,1469,1578,722,684,1090,575,377,388,715
291429,"Cyclanic, cyclenic or cycloterpenic ketones, without other oxygen function (excluding cyclohexanone, ...",0,0,0,0,0,0,0,0,0,0,,10,188,13,82,49,61,178,1234,643,850,,730,678,601,630,437,740,1147,1359,1436,1592
291560,"Butanoic acids, pentanoic acids, their salts and esters",0,0,0,0,0,0,0,0,0,0,,259,586,446,117,349,249,158,227,268,786,,5611,6466,6349,5970,5145,5594,5423,4887,4872,7266
291570,"Palmitic acid, stearic acid, their salts and esters",0,0,0,0,0,0,0,0,0,0,,864,837,774,511,692,698,747,626,1111,1208,,4536,4063,4007,3295,3182,3989,5560,4470,3958,5347
291614,Esters of methacrylic acid,0,0,0,0,0,0,0,0,0,0,,14306,243,116,141,1097,10042,9284,4640,1703,4706,,4204,12281,11032,8605,4076,3161,3087,2832,2380,3286
291631,"Benzoic acid, its salts and esters (excluding inorganic or organic compounds of mercury)",0,0,0,0,0,0,0,0,0,0,,145,167,238,311,254,217,260,177,185,532,,4162,4317,3370,3443,3801,3616,3883,3723,4273,4544
291719,"Acyclic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their halogenated, ...",0,0,0,1,0,0,0,0,0,0,,340,657,533,175,237,356,970,755,1890,2233,,11153,7931,3877,2947,2732,2774,2541,2549,3784,3450
291739,"Aromatic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their ...",0,0,0,0,0,0,0,0,0,0,,129,269,199,307,181,255,145,20553,18210,38667,,10756,7757,8830,8305,8200,10567,11177,8066,7169,14497
291815,Salts and esters of citric acid (excluding inorganic or organic compounds of mercury),0,0,0,0,0,0,0,0,0,0,,48,53,246,137,161,215,182,133,165,277,,5376,6415,5929,6896,8129,9467,11671,9985,10686,12998
291822,"O-Acetylsalicylic acid, its salts and esters",0,0,0,0,0,0,0,0,0,0,,2,0,1,380,3,6,36,4,76,150,,1091,655,834,815,486,455,710,529,611,485
292141,Aniline and its salts (excluding inorganic or organic compounds of mercury),0,0,0,0,0,0,0,0,0,0,,2,4,9,3,6,1,34,137,2,42,,48,7,10,13,53,44,27,0,0,1
292146,"Amfetamine """"INN"""", benzfetamine """"INN"""", dexamfetamine """"INN"""", etilamfetamine """"INN"""", fencamfamine ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1212,804,968,927,1365,1030,1546,1412,1754,1656
292215,Triethanolamine,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5142,5617,5360,3578,5303,,0,0,0,0,0,3422,4866,3199,2946,3593
292231,"Amfepramone """"INN"""", methadone """"INN"""" and normethadone """"INN"""", and salts thereof""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,313,325,240,468,370,171,294,339,327,402
292330,Tetraethylammonium perfluorooctane sulphonate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,905,439,606,856,884
292425,"Alachlor """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,25,0,0,0,0
293110,Tetramethyl lead and tetraethyl lead,0,0,0,0,0,0,0,0,0,0,,0,4,2,0,0,0,0,0,0,0,,53,105,819,15,8,61,6,1,28,30
293214,Sucralose,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,12,9,3,13,92,,0,0,0,0,0,1838,1667,2022,2137,2903
293299,"Heterocyclic compounds with oxygen hetero-atom[s] only (excl. compounds containing unfused ...""",1,11,5,0,1,0,0,0,0,0,,926,967,774,472,535,1784,613,906,964,1271,,26249,21809,87670,37833,59663,78460,72701,37812,25254,27843
293319,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused pyrazole ring, ...""",0,0,0,0,0,0,0,0,0,0,,3969,7154,1217,329,1,1,8,96,18,37,,43322,57123,70556,11744,13676,19377,10603,10130,13148,18601
293371,"6-Hexanelactam """"epsilon-caprolactam""""""""",0,0,0,0,0,0,0,0,0,0,,511376,476000,359630,286624,253222,387762,443292,341558,254538,327684,,595,575,343,266,217,377,367,351,256,424
293392,"Azinphos-methyl """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
90611,"Cinnamon """"Cinnamomum zeylanicum Blume"""" (excluding crushed and ground)""""",0,0,0,0,0,0,0,0,0,0,,1,5,7,14,25,29,42,35,45,51,,396,614,815,991,641,1212,818,983,1320,1884
90832,"Cardamoms, crushed or ground",0,0,0,0,0,0,0,0,0,0,,16,30,28,35,35,32,35,45,75,64,,223,216,114,186,174,279,363,439,546,1258
100210,Rye seed for sowing,0,0,0,0,0,0,0,0,0,0,,84,17,11,13,25,41,48,96,304,93,,4,0,1,0,0,0,0,0,0,0
110311,Groats and meal of wheat,0,0,2,2,1,0,0,0,0,0,,3661,4795,4715,4641,3544,4123,4631,5815,5836,7052,,150,158,168,264,392,412,361,377,468,346
110422,"Hulled, pearled, sliced, kibbled or otherwise worked oat grains (excluding rolled, flaked, ...",0,0,0,0,0,0,0,0,0,0,,853,307,348,217,145,184,350,1273,1478,1072,,11,252,103,927,794,600,586,1485,1796,807
110510,"Flour, meal and powder of potatoes",0,0,0,0,0,0,0,0,0,0,,1,0,0,0,6,5,0,7,12,32,,166,128,88,99,232,170,454,628,401,695
110520,"Flakes, granules and pellets of potatoes",0,0,0,0,0,0,0,0,0,0,,918,1949,879,1770,4737,4429,6724,10232,9311,3381,,4270,3008,3093,5149,3415,4226,4543,6277,7070,8603
110620,"Flour, meal and powder of sago or of roots or tubers of manioc, arrowroot, salep, sweet potatoes ...",0,0,0,0,0,0,0,0,0,0,,10,0,84,122,96,177,139,174,289,459,,451,805,1341,1507,1176,1445,1562,1704,1428,1807
110710,Malt (excluding roasted),0,0,0,0,0,0,0,0,0,0,,6380,10738,8058,33759,28047,20739,44014,52050,68858,134941,,3866,4177,3334,3479,3184,2813,2714,4411,4486,5152
110812,Maize starch,0,0,0,0,0,0,0,0,0,0,,3494,4494,5295,5878,5332,7562,10608,8509,8099,16966,,9106,9272,9153,8584,8282,7632,9128,16049,16452,14138
120190,"Soya beans, whether or not broken (excluding seed for sowing)",0,0,0,0,0,0,0,0,0,0,,35134,26136,23671,118827,132722,167096,291406,276842,414955,402677,,1930,2097,1228,1366,1113,1249,1438,3454,4861,2938
120242,"Groundnuts, shelled, whether or not broken (excluding seed for sowing, roasted or otherwise ...",0,0,0,0,0,0,0,0,0,0,,338,282,370,452,1443,3189,2553,2000,3107,4017,,23200,20767,22558,28012,25168,42481,37167,30006,41143,31283
120710,Palm nuts and kernels,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2,0,2,0,0,1,3,0,0,0
120921,Alfalfa seed for sowing,0,0,0,0,0,0,0,0,0,0,,875,2994,3467,3350,2411,2648,2515,659,1261,1559,,37,99,63,341,7,396,63,110,11,372
120925,"Ryegrass """"Lolium multiflorum lam., Lolium perenne L."""" seed, for sowing""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,27,6,34,176,94,59,284,,13113,12653,17632,16786,18393,19215,15786,15970,16027,14581
120999,"Seeds, fruits and spores, for sowing (excluding leguminous vegetables and sweetcorn, coffee, ...",0,0,0,0,0,0,0,0,0,0,,219,250,538,123,313,286,402,229,373,417,,19796,17951,20829,18320,21410,24735,19680,19738,25095,24875
121291,"Sugar beet, fresh, chilled, frozen or dried, whether or not ground",0,0,0,0,0,0,0,0,0,0,,0,0,1,1,2,0,0,0,0,0,,0,64,0,16,15,0,0,0,0,0
10290,Live bovine animals (excluding cattle and buffalo),0,0,0,0,0,0,0,0,0,0,,39,131,857,124,279,303,715,4875,1410,3174,,0,0,0,0,0,0,0,0,0,0
10631,Live birds of prey,0,0,0,0,0,0,0,0,0,0,,25,78,38,37,46,80,62,158,144,154,,0,0,0,0,0,0,0,0,0,0
20210,Frozen bovine carcases and half-carcases,0,0,0,0,0,0,0,0,0,0,,1150,1034,1257,2627,223,2,28,48,0,50,,0,0,0,0,0,0,0,0,0,0
30259,"Fresh or chilled fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, ...",0,0,0,0,0,0,0,0,0,0,,70,2,1,0,3,0,129,15,7,0,,4,32,32,0,9,31,23,25,7,12
30274,"Fresh or chilled eels """"Anguilla spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,1,9,58,0,0,0,0,308,0,4
30282,"Fresh or chilled, rays and skates """"Rajidae""""""""",0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2
30311,"Frozen sockeye salmon [red salmon] """"Oncorhynchus nerka""""""""",0,0,0,0,0,0,0,0,0,0,,121540,182491,110430,140978,151093,118043,165329,170172,84452,205571,,0,0,59,35,23,206,455,237,180,515
30324,"Frozen catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,17,1,69,52,85,54,92,77,116,540,,200,113,206,186,283,387,695,775,828,687
30342,"Frozen yellowfin tunas """"Thunnus albacares""""""""",0,0,0,0,0,0,0,0,0,0,,0,2,0,0,4,0,0,2,25,40,,76,310,551,70,340,0,0,0,0,19
30357,"Frozen swordfish """"Xiphias gladius""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,19,,5,5,19,0,0,0,10,0,0,0
30365,"Frozen coalfish """"Pollachius virens""""""""",0,0,0,0,0,0,0,0,0,0,,144,13,336,432,636,385,560,442,145,577,,0,0,4,2,0,0,1,0,0,0
30392,Frozen shark fins,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,84,0,28
30439,"Fresh or chilled fillets of carp """"Cyprinus carpio, Carassius carassius, Ctenopharyngodon ...""",0,0,0,0,0,0,0,0,0,0,,0,3,1,4,5,12,15,14,11,17,,3537,3462,2598,2766,1899,1872,2463,3612,2795,2474
30444,"Fresh or chilled fillets of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, ...",0,0,0,0,0,0,0,0,0,0,,0,45,76,18,15,1,103,380,663,67,,39,2,14,0,0,22,1,61,0,146
30456,"Fresh or chilled meat, whether or not minced, of dogfish and other sharks (excl. fillets)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,4,2,0,0,0
30472,"Frozen fillets of haddock """"Melanogrammus aeglefinus""""""""",0,0,0,0,0,159,0,0,0,0,,13970,24447,36041,33215,12912,23991,26205,28992,30595,25823,,23,64,174,187,60,213,9,0,7,36
30484,"Frozen fillets of swordfish """"Xiphias gladius""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,2,,298,146,385,550,333,153,0,88,80,148
30494,"Frozen meat, whether or not minced, of Alaska pollack """"Theragra chalcogramma"""" (excluding ...""",0,0,0,0,0,0,0,0,0,0,,13036,12526,5526,7726,10797,7822,14815,18541,15450,42033,,367,2086,3156,2970,3400,2899,3002,3601,4131,3270
30520,"Fish livers and roes, dried, smoked, salted or in brine",4,3,4,5,2,0,23,44,0,0,,4782,1001,685,491,208,348,438,804,787,704,,393,402,392,292,449,340,479,351,361,476
30541,"Smoked Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,127,230,1065,672,430,310,616,722,621,770,,28692,41839,53801,38616,42946,61077,58978,50723,50327,49652
30616,"Frozen cold-water shrimps and prawns """"Pandalus spp., Crangon crangon"""", even smoked, whether ...""",0,0,0,0,0,0,0,0,0,0,,49016,61630,82033,51230,79539,103002,93053,106582,77250,90838,,5723,3427,1212,344,7882,2212,14274,4410,5243,3287
30635,"Cold-water shrimps and prawns """"Pandalus spp., Crangon crangon"""", whether in shell or not, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,213,1233,1108,6,0,,0,0,0,0,0,0,0,0,0,0
30636,"Shrimps and prawns, whether in shell or not, live, fresh or chilled (excl. cold-water shrimps ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,1,340,1,,0,0,0,0,0,81,393,333,9,1
30692,"Lobsters """"Homarus spp."""", whether in shell or not, dried, salted, smoked or in brine, incl. ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
30721,"Live, fresh or chilled, scallops and other molluscs of the family Pectinidae, even in shell",0,0,0,0,0,0,0,0,0,0,,22,5,724,1560,1263,2310,1466,1530,941,494,,126,576,148,84,845,6,14,297,70,0
30752,"Octopus """"Octopus spp."""", frozen""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,113,153,236,332,494,,0,0,0,0,0,7347,9553,10010,5777,8604
30759,"Octopus """"Octopus spp."""", smoked, frozen, dried, salted or in brine""""",0,2,0,0,1,0,0,0,0,0,,22,135,207,116,140,48,93,96,133,135,,8414,8041,8956,8051,7680,562,678,595,275,455
30760,"Snails, live, fresh, chilled, frozen, salted, dried or in brine, even smoked, with or without ...",0,0,0,0,0,0,0,0,0,0,,0,4,5,0,2,0,1,40,71,1,,24,0,75,77,36,56,66,2,89,115
30772,"Frozen, even in shell, clams, cockles and ark shells """"families Arcidae, Arcticidae, Cardiidae, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,48,0,0,5,0,,0,0,0,0,0,2031,2269,3153,1949,4178
30779,"Smoked, frozen, dried, salted or in brine, even in shell, clams, cockles and ark shells """"families ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1060,1001,1422,1842,1981,173,53,42,35,82
30781,"Live, fresh or chilled, even in shell, abalone """"Haliotis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,4039,1107,872,1123,901,869,1360,1042,150,47
30830,"Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, jellyfish """"Rhopilema ...""",0,0,0,0,0,0,0,0,0,0,,84,205,80,26,19,43,203,133,55,104,,228,760,390,386,440,304,363,341,279,279
40390,"Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, ...",0,0,0,0,0,0,0,0,0,0,,69611,81864,74326,53681,50304,60045,57100,58762,57685,67984,,4262,3179,5142,4311,4029,6845,7963,4838,3216,4739
40520,"Dairy spreads of a fat content, by weight, of >= 39% but < 80%",0,0,0,0,0,0,0,0,0,0,,2919,2340,2670,2394,2657,1719,1497,2003,2470,4718,,935,373,373,258,444,563,602,480,1358,778
40729,"Fresh birds' eggs, in shell (excluding of domestic fowls, and fertilised for incubation)",0,0,0,0,0,0,0,0,0,0,,2792,1901,1583,195,155,34,32,11,1535,915,,27,0,0,0,0,0,4,1,6,23
40900,Natural honey,0,0,0,0,0,0,0,0,0,0,,919,1673,3360,7727,5544,5848,4682,5565,5034,6608,,19073,20249,39609,55577,43837,45041,52521,36121,40101,34809
41000,"Turtles' eggs, birds' nests and other edible products of animal origin, n.e.s.",0,0,0,0,0,0,0,0,0,0,,48,37,4,345,177,238,243,344,201,141,,7661,5132,6700,3979,6393,7076,11347,9409,8534,8532
50510,"Feathers used for stuffing and down, not further worked than cleaned, disinfected or treated ...",0,0,0,0,0,0,0,0,0,0,,21304,33336,28665,15534,12036,17841,33407,40464,20309,31231,,1454,1372,1737,1322,1304,1399,1524,1447,1608,2921
50610,Ossein and bones treated with acid,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,,0,3,0,8,2,2,0,6,0,0
60210,Unrooted cuttings and slips,0,0,0,0,0,0,0,0,0,0,,10,1,5,5,13,34,13,30,30,88,,490,216,1013,920,926,717,946,1703,699,622
60319,"Fresh cut flowers and buds, of a kind suitable for bouquets or for ornamental purposes (excluding ...",0,0,0,0,0,0,0,0,0,0,,1,215,265,198,205,138,250,196,145,198,,4057,5132,5103,5158,5612,6450,5208,5935,4693,6462
60490,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses ...",0,0,0,0,0,0,0,0,0,0,,159,120,152,161,122,110,218,272,303,772,,777,1109,929,1160,890,1413,1176,1811,3366,3410
70410,Fresh or chilled cauliflowers and broccoli,0,0,0,0,0,0,0,0,0,0,,2,9,11,93,118,255,222,229,325,412,,0,0,0,0,0,0,0,0,0,21
70521,Fresh or chilled witloof chicory,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0
70992,Fresh or chilled olives,0,0,0,0,0,0,0,0,0,0,,0,1,98,2,1,0,0,4,3,2,,2,36,93,7,13,3,14,42,9,41
70999,Fresh or chilled vegetables n.e.s.,0,0,0,0,0,0,0,0,0,0,,41,446,801,416,432,905,684,1041,528,2287,,756,1113,1271,1251,1092,991,866,1018,838,1202
71029,"Leguminous vegetables, shelled or unshelled, uncooked or cooked by steaming or by boiling in ...",0,0,0,0,0,0,0,0,0,0,,4,47,41,2,42,5,6,35,42,141,,456,865,674,672,661,1276,1821,3895,4382,4248
71030,"Spinach, New Zealand spinach and orache spinach, uncooked or cooked by steaming or by boiling ...",0,0,0,0,0,0,0,0,0,0,,8,17,12,17,35,35,32,65,102,208,,6453,5814,6207,5758,5587,5523,5736,6057,6431,6623
71120,"Olives, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or ...",0,0,0,0,0,0,0,0,0,0,,0,0,5,22,9,11,9,9,0,0,,9473,7399,9523,7939,8047,11116,13363,10382,11226,12299
71190,"Vegetables and mixtures of vegetables provisionally preserved, e.g. by sulphur dioxide gas, ...",0,0,0,0,0,0,0,0,0,0,,2377,2828,1426,1824,1585,1755,1899,2662,1585,1628,,1975,1203,974,960,1092,1125,700,756,484,1791
71233,"Dried jelly fungi """"Tremella spp."""", whole, cut, sliced, broken or in powder, but not further ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,0,,153,149,250,192,304,345,400,330,470,422
80112,"Fresh coconuts in the inner shell """"endocarp""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,7,8,8,4,5,,2364,2851,3334,2088,2340,2653,2247,2872,3461,4273
80211,Fresh or dried almonds in shell,0,0,0,0,0,0,0,0,0,0,,0,189,45,4,6,4,12,16,10,7,,157,836,604,4,98,124,475,2491,602,104
80221,"Fresh or dried hazelnuts or filberts """"Corylus spp."""", in shell""""",0,0,0,0,0,0,0,0,0,0,,4,6,10,29,187,22,23,15,38,8,,48,38,166,187,64,54,45,42,0,37
80280,"Fresh or dried areca nuts, whether or not shelled or peeled",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,4,32,56,98,58,9,14,8,15,38
80310,Fresh or dried plantains,0,0,0,0,0,0,0,0,0,0,,38,0,0,0,0,0,0,0,0,46,,72,51,2,20,82,117,7,1,1,4
80520,"Fresh or dried mandarins incl. tangerines and satsumas, clementines, wilkings and similar citrus ...",0,0,0,0,0,0,0,0,0,0,,449,2159,3416,3503,2728,0,0,0,0,0,,5760,8278,4973,7836,5457,0,0,0,0,0
