Product code,Product label,Germany's imports from China-Value in 2012,Germany's imports from China-Value in 2013,Germany's imports from China-Value in 2014,Germany's imports from China-Value in 2015,Germany's imports from China-Value in 2016,Germany's imports from China-Value in 2017,Germany's imports from China-Value in 2018,Germany's imports from China-Value in 2019,Germany's imports from China-Value in 2020,Germany's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
TOTAL,All products,102393093,100312728,107580164,101946561,104014508,115183864,125101066,123165529,134141333,167325842,,2048782200,2209007300,2342292696,2281855922,2118980582,2271796142,2494230195,2498569866,2590607686,3026233691,,1161247824,1187301533,1214915242,1053388444,1056664804,1164586085,1286008402,1236217435,1172923865,1421195357
847130,"Data-processing machines, automatic, portable, weighing <= 10 kg, consisting of at least a ...",6681240,5373132,7314510,8016382,7539974,8377977,8419230,7974462,10488298,14492891,,113784253,110802220,108658457,90457283,79408394,89749076,95883926,95669671,115314593,124188992,,8847432,7869203,10222954,10596654,10250296,11028789,11239636,10826684,13654158,17575276
851712,"Telephones for cellular networks """"mobile telephones"""" or for other wireless networks""""",4573374,5213228,5734483,6495988,7462153,7564023,7811225,7230839,8761554,8626601,,81453710,95625511,115918827,124901982,116148676,127265887,141683901,125432114,126086675,127908542,,10060430,11419398,11483172,11527033,11918336,11975441,12915602,11557092,13565835,12924870
851762,"Machines for the reception, conversion and transmission or regeneration of voice, images or ...",1599292,1681696,1840391,2087625,2597579,3048720,3630460,3748514,3845764,4395878,,26543598,26879247,28640165,32437464,31987803,36155599,42267557,46600996,48185653,45936899,,5386454,5595147,6124938,6136354,7161202,8272652,9178153,9374267,9864831,10417147
999999,Commodities not elsewhere specified,776558,1053657,1153038,1005478,1369971,2423060,2634665,2739493,2166222,3559569,,1415651,1728194,2266660,2030505,5890469,6204774,5475592,11758017,24996302,34677941,,44485345,48480497,52910593,48547234,58787320,63838719,67901512,66983664,54006475,82153740
850760,Lithium-ion accumulators (excluding spent),158154,186125,226463,264734,335719,471615,876467,1508588,1845030,2971802,,4464821,4707565,5475430,6493855,6814605,8035482,10821769,13031189,15941002,24963112,,565425,676968,1031521,1313127,1614343,2247410,2857808,3707772,6406589,10321283
300215,"Immunological products, put up in measured doses or in forms or packings for retail sale (excl. ...",0,0,0,0,0,7863,9035,9448,227203,2405810,,0,0,0,0,0,164983,147878,192849,3177502,9333134,,0,0,0,0,0,8713019,9600541,9996793,12039996,15918955
854140,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in ...",4345575,1841418,752730,501600,536341,526738,632449,1355599,1639320,2376026,,17483233,15759176,19389065,22831268,16923149,16469237,18218687,23600450,23843115,29982563,,7292980,3752771,3153258,2759485,2598046,2779541,3048930,3056328,3117185,3915984
847330,Parts and accessories of automatic data-processing machines or for other machines of heading ...,1332211,1189811,1541883,1370017,1229370,2141102,2224556,1454644,1501173,2260940,,29622426,28598928,30449755,28106566,25041571,32012335,44310088,31443509,30617702,31884221,,3995623,4027707,4811422,3941190,3720491,5654679,6010004,5033156,5368966,5388664
850440,Static converters,892011,962688,998357,968985,1049211,1132781,1210374,1357229,1638290,2182111,,15550632,17613653,18244369,17808018,16465983,17099818,17933786,18436273,20901019,24890780,,3281335,3130175,3179091,2905834,3097075,3578715,4021724,4265351,5110295,6500425
382200,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents ...",27882,27040,23588,22627,20851,25804,23609,26517,206546,1862253,,179089,169773,129022,152484,169891,234878,272371,314071,1909778,1821843,,2864257,3001228,3059353,2852498,2720414,2934306,3005129,2865580,4617220,6563330
844399,"Parts and accessories of printers, copying machines and facsimile machines, n.e.s. (excluding ...",1952670,1959214,1891895,1401246,1256235,1512653,1729784,1466066,1708289,1825184,,8058635,8158025,8286053,7670326,7080116,7010502,6813843,6433177,5529963,5721194,,6457439,6621388,5714381,5011767,4619504,5310193,5857290,4729365,4907744,5410377
630790,"Made-up articles of textile materials, incl. dress patterns, n.e.s.",338799,365077,432059,410299,444491,492379,555586,581117,7005644,1774365,,3489427,3971765,4425576,4648290,4461880,4636591,5132255,5445655,53751194,11949763,,733876,770840,873371,819972,875863,949062,1059378,1091123,8218406,2580739
847150,"Processing units for automatic data-processing machines, whether or not containing in the same ...",527310,648308,853027,1147340,1229519,1273809,1415068,1756829,1735806,1675090,,11471275,13800872,17583016,14265263,12934178,16041503,20360989,16774375,15417314,18058442,,1996911,2030978,2446208,2497669,2583147,3272641,3756810,4084370,3950155,3915795
950300,"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; ...""",1190339,1182716,1306456,1268065,1219336,1246455,1228538,1315576,1176391,1485111,,11450207,12378883,14134788,15666830,18494884,24261407,25467875,31342495,33485634,42015657,,2558835,2685958,2927524,2821532,2946468,3106506,3370358,3345220,3439434,4068071
847180,"Units for automatic data-processing machines (excluding processing units, input or output units ...",351760,465698,613551,425757,402683,549955,641950,683810,759635,1264293,,4828383,4759168,4839917,4460400,4293589,5073460,6164928,5457612,6458197,7833031,,866808,1009286,1208990,1042226,1043587,1199067,1325092,1444626,1653803,2067584
392690,"Articles of plastics and articles of other materials of heading 3901 to 3914, n.e.s (excluding ...",506814,562035,646365,618828,701726,754574,848563,896352,930329,1263825,,7741569,9386622,10733540,10296608,10631943,10852859,12028108,13978499,17537513,20793443,,3873706,4246750,4750670,4228530,4389335,4859562,5329085,5271580,5295664,6478434
852852,Monitors capable of directly connecting to and designed for use with an automatic data processing ...,0,0,0,0,0,797859,865812,831361,986628,1254633,,0,0,0,0,0,6602508,8972933,9095985,10075026,13088408,,0,0,0,0,0,1770473,1873425,1843675,2129341,2590622
853400,Printed circuits,679346,761979,865362,885634,949290,1080771,1168477,1010362,901942,1225936,,13739259,13347306,13837881,14134098,12910074,13972709,15270708,14653143,15105857,18916641,,1832769,1863786,1957496,1832634,1944249,2070099,2195618,1981735,1772786,2268707
950450,Video game consoles and machines (excluding operated by any means of payment),1323690,1027467,942005,1001538,645393,1179336,1184515,1114597,924230,1223911,,7253069,6099963,5854739,8399952,9670460,11920953,11043000,9131034,9981580,13522404,,1612021,1168717,1296389,1473719,1107563,1965823,2263996,2160973,2241224,2692096
847170,Storage units for automatic data-processing machines,1259103,1152676,1200658,1221287,1319270,1367340,1160361,944304,877418,1118746,,18638870,16591268,16635339,14808304,16709092,18653486,17820524,17285611,17341219,16708192,,4536304,4169253,4361677,4147970,3981074,4288232,4473312,4456792,4499308,4855114
854231,"Electronic integrated circuits as processors and controllers, whether or not combined with ...",424405,496307,514888,655278,621261,808357,1164745,733494,644793,1054319,,27056528,37458193,26922046,30661940,26760149,27198345,29567607,35800142,40205837,45624922,,4900727,5121156,5584917,5472660,5996350,7615600,8595964,7964251,6601732,8068467
847160,"Input or output units for automatic data-processing machines, whether or not containing storage ...",417404,395516,417872,390876,400068,429044,532649,583811,763128,1011437,,5962127,6100823,6817682,5860399,5483369,4937296,4872540,5062649,7400129,7723280,,805553,749774,812366,809622,856275,902275,1023121,1099767,1365312,1526941
851830,"Headphones and earphones, whether or not combined with microphone, and sets consisting of a ...",316267,318319,339785,306583,308228,366452,425627,553165,914108,1009262,,4209990,4147605,4196547,4129407,3607870,3311654,3405972,3448161,4291381,4349833,,495139,510831,559704,564388,572523,665803,819171,1075973,1596219,1661105
940540,"Electric lamps and lighting fittings, n.e.s.",614786,725116,855413,783736,797892,820715,863272,847687,788325,1002660,,5971647,9088013,14459201,16910153,16975612,14130457,13688052,14851047,17393122,20490076,,1190126,1404509,1622855,1317217,1361196,1410424,1493636,1430504,1298355,1520809
850811,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners, with self-contained electric motor, ...",140237,169488,256574,345915,345071,485586,599401,718762,721778,913559,,1951387,2171772,2666277,2969992,3008081,3606034,4307329,4400514,5740694,6151412,,346787,443581,540714,659577,737648,918250,1201674,1333105,1462276,1720221
852580,"Television cameras, digital cameras and video camera recorders",859599,564909,599756,506129,589256,683908,671541,689718,748598,899324,,12737641,15798153,11685040,11763605,9478875,9068147,10663587,9746299,10823861,11960916,,2893344,2471957,2244373,1996313,2177759,2380612,2491422,2546207,2648248,2872400
940510,Chandeliers and other electric ceiling or wall lighting fittings (excluding for lighting public ...,492882,533873,637375,642742,626382,674773,747858,697781,736021,882596,,2858669,5125370,8141117,8673030,6789660,7002180,8134915,8834502,9886214,11751888,,925681,1014259,1190647,1115055,1153685,1235072,1303486,1232485,1291899,1467329
640419,Footwear with outer soles of rubber or plastics and uppers of textile materials (excluding ...,517386,564072,556442,575411,680178,769364,787494,867542,793139,867508,,7467435,8780149,10993331,12069145,11630416,12670263,12816140,12585823,9410316,11213156,,902423,996545,1049398,1056370,1204122,1381441,1520944,1669335,1666461,1925350
854442,"Electric conductors for a voltage <= 1.000 V, insulated, fitted with connectors, n.e.s.",438106,476269,518414,513025,547412,614803,682291,682979,683895,855118,,7223812,8389753,10583329,9962815,10239145,10748180,10804906,10380145,11459565,13288557,,1958355,2146764,2236922,2119398,2247342,2598028,2634437,2413935,2417138,2936782
732690,"Articles of iron or steel, n.e.s. (excluding cast articles or articles of iron or steel wire)",339650,348064,420439,417091,409745,488310,554013,611890,625654,849886,,4997600,5504037,5814012,5927523,5342813,5769067,6748713,6928980,7817290,10545923,,3127743,3220881,3609506,3196871,3399181,3713789,4391342,4111006,3709324,4660640
852990,"Parts suitable for use solely or principally with flat panel display modules, transmission ...",1941879,1753334,1651049,1287578,1086037,1166016,1185544,1226799,839780,810710,,10398268,10749465,12120725,10267775,10544873,12135404,12184421,12705435,14034762,16500292,,3341195,3015265,3023479,2406466,2387952,2565931,2751037,2784816,3273111,3695646
940320,"Metal furniture (excluding for offices, seats and medical, surgical, dental or veterinary  ...",283208,277697,313541,305282,330835,376252,427461,474412,561232,803992,,7556079,7915238,6974962,6944367,6437914,6782631,7920782,8476989,10007413,11083858,,756871,800736,933423,876505,918207,989023,1115428,1147384,1229229,1620229
853710,"Boards, cabinets and similar combinations of apparatus for electric control or the distribution ...",228441,297641,362662,357617,409320,440457,500730,539264,529507,775690,,3853060,4537319,5152446,5692145,5829079,6422524,7901988,8317032,7717204,8719845,,3842113,4691157,5341384,4847051,5569694,6323418,7419554,7502001,7302620,8143768
870380,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,4316,8923,12374,135504,767191,,0,0,0,0,0,110059,129753,438082,1578871,8143214,,0,0,0,0,0,619212,854430,1624813,4797368,8883204
854239,"Electronic integrated circuits (excluding such as processors, controllers, memories and amplifiers)",136767,169818,276727,282879,275791,399320,501502,463196,428676,747677,,7507618,17754192,14007051,14391300,9410901,7967090,9251060,11271565,17743826,20711290,,4627213,5405380,6392439,6285953,6034791,7578905,8297348,7012100,5325219,7080492
950691,"Articles and equipment for general physical exercise, gymnastics or athletics",235483,216629,263584,254853,246816,303020,296601,303320,406429,739638,,3960322,4115727,4570645,4546777,4135731,4365155,4661576,5106461,9276045,11452382,,405656,399829,496369,487254,523553,631819,844367,723915,684107,1159250
854370,"Electrical machines and apparatus, having individual functions, n.e.s. in chapter 85",514757,698993,835536,717791,689334,453703,436582,470577,570508,718782,,7596082,7907194,6943312,7436946,7269948,8252622,9933134,11149256,13017151,16941781,,1536216,1987472,2261777,1961432,2046728,1903369,1953181,1821686,1964773,2387555
420292,"Travelling-bags, insulated food or beverage bags, toilet bags, rucksacks, shopping-bags, map-cases, ...",598981,625357,685117,657403,678882,699688,703401,750249,633514,718335,,4237702,4544787,4367099,4868206,4300680,4906812,6078807,6563510,6140653,7670167,,919463,979632,1126529,1135744,1178047,1242923,1282262,1386656,1269773,1341231
846729,"Electromechanical tools for working in the hand, with self-contained electric motor (excluding ...",252892,274270,294039,285619,317970,342133,389624,427244,477066,706071,,2566292,2861814,3205783,3248723,3307515,3872095,4446105,4848296,5157063,6193252,,758823,842502,845202,808864,869906,969016,983799,981662,1041054,1500321
848180,"Appliances for pipes, boiler shells, tanks, vats or the like (excluding pressure-reducing ...""",365313,367092,412532,388143,407622,453867,495374,507189,526092,690071,,8888454,9592473,10517991,10056454,9323523,9952676,11316574,11118347,11321173,13077664,,2696167,2844598,2950591,2652187,2747627,3081619,3387189,3366262,3220989,3804947
611030,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of man-made fibres, knitted ...",751100,827042,865404,723377,711839,798931,755563,658406,612164,689198,,9975364,10463319,11241038,10849559,9671340,9586244,10289138,10464396,8574587,10209982,,1750536,1984859,2140557,1912841,1959880,2148054,2264646,2100889,1989490,2190658
844331,"Machines which perform two or more of the functions of printing, copying or facsimile transmission, ...",2044516,2077674,1855464,1360590,1121918,1081509,1256996,898137,696031,683654,,11707283,11558640,10616607,9066266,7801391,7127845,6952744,6095318,4550585,4026137,,2516104,2612378,2517270,2023296,1986649,2016601,2289499,1856857,1618389,1622119
853669,Plugs and sockets for a voltage <= 1.000 V (excluding lamp holders),282164,323913,359325,348453,356167,441257,500260,488185,485578,639338,,1647723,1919298,2096278,2113165,2030215,2142812,2285082,2394967,2797690,3270634,,1637565,1991066,2118329,1984055,2111831,2451257,2705336,2480030,2406218,3037324
851718,Telephone sets (excluding line telephone sets with cordless handsets and telephones for cellular ...,110263,95690,135814,128953,138381,144101,158497,141576,111356,603279,,574169,620566,569036,527935,473030,436482,415132,378797,288171,288467,,229875,257890,325305,311743,338342,350809,342472,314965,234447,706796
850450,Inductors (excluding inductors for discharge lamps or tubes),219344,256545,298978,287942,331076,390151,443264,406292,429240,585979,,2369382,3288910,3254863,2888664,2624270,2661130,2901203,2897949,2773106,3660486,,766327,793269,840558,813955,906787,1026799,1147057,1050874,1069809,1410952
321590,"Ink, whether or not concentrated or solid (excluding printing ink)",167797,104059,191333,522952,319596,28549,597617,551591,689894,580585,,172281,159525,166551,166014,204556,206910,183460,206520,216012,244949,,1634465,2155295,2106438,1626445,967503,300689,1663618,1578921,1743261,1676487
640299,Footwear with outer soles and uppers of rubber or plastics (excluding covering the ankle or ...,562807,540586,566754,556965,506547,515278,556612,580018,506590,565891,,14434322,17745974,21317092,19635870,17298639,17169304,15753113,16093709,12612203,15866804,,1092882,1113930,1235569,1239951,1289688,1344599,1440554,1445501,1361296,1490386
852872,"Reception apparatus for television, colour, whether or not incorporating radio-broadcast receivers ...",180633,127619,153067,238635,240466,343977,278822,325641,389106,561348,,12108645,11052503,13551801,12508589,12280973,13870741,14941793,12833637,13737789,15006764,,4715750,3884750,3786702,2900630,2710030,3037514,2940278,2750615,2887135,3448218
620293,"Women's or girls' anoraks, windcheaters, wind jackets and similar articles, of man-made fibres ...",605241,713717,818799,651402,635936,658084,637298,521526,446333,546170,,3731623,4764292,5455048,5049933,4361279,4758067,4816473,4053368,3121531,4099624,,841489,983858,1134228,963399,986333,1065001,1141787,1100003,1025149,1154479
890190,Vessels for the transport of goods and vessels for the transport of both persons and goods ...,2601780,1740199,943483,342608,1022492,521139,628237,349397,319751,540614,,27920681,18115196,15075442,16259137,12764839,11084017,11027529,10614970,11231193,11967389,,4912785,3079174,2098776,678626,1588619,1634208,967734,828333,750903,1211391
940179,"Seats, with metal frames (excluding upholstered, swivel seats with variable height adjustments ...",268569,248781,277225,272222,282217,306230,295224,316436,336237,536145,,3154354,3205692,3229481,3216431,2840974,2869234,3125428,3065263,3093248,3892431,,444290,426161,482114,455670,466802,479991,468509,498720,522471,766630
850300,"Parts suitable for use solely or principally with electric motors and generators, electric ...",105038,131615,134437,155461,155684,162054,213449,258579,339032,531617,,3732730,3724825,4215491,3987130,3825568,4277076,4793922,5358167,4996528,7174722,,1893121,1983712,2028721,1696955,1825517,1946629,2195122,2217562,2200722,2715552
854110,Diodes (excluding photosensitive or light emitting diodes),234363,281991,319577,303546,344038,431716,515888,405019,353905,530548,,1908403,2508753,2826450,2554477,2055089,2139155,2334318,2377114,2587145,3022485,,638842,740027,812068,761454,789705,931961,1130391,977437,838085,1194876
940171,"Upholstered seats, with metal frames (excluding seats for aircraft or motor vehicles, swivel ...",222837,205475,250019,232737,218563,250296,265018,284447,334764,500962,,5992403,5942871,5089381,4605664,3828044,3997680,4881497,5866976,7505435,8550096,,379745,378393,440523,409104,399658,438025,471778,481489,557190,765461
851679,"Electro-thermic appliances, for domestic use (excluding hairdressing appliances and hand dryers, ...",111905,126639,138919,165720,189910,208631,259836,309247,368513,475362,,2160919,2602288,3036269,3045641,2967053,3169547,3327498,3401464,4268167,4858388,,295544,344716,371970,413928,453226,443293,437381,517301,567423,778032
901910,Mechano-therapy appliances; massage apparatus; psychological aptitude-testing apparatus,95389,100890,111576,113022,131564,152143,159050,181510,280538,475267,,1450414,1611931,1807659,2008137,2143103,2330223,2671160,3134289,4441323,5902201,,208398,196789,209540,220313,241807,279368,307250,318064,428023,633945
850511,Permanent magnets of metal and articles intended to become permanent magnets after magnetization ...,354213,248675,249202,225417,221374,235233,303727,294891,314713,474359,,2208980,1721091,1705441,1654800,1600393,1801730,2062991,1986233,1973912,2890360,,539842,382279,382880,340895,343694,355257,435329,411262,406394,589211
871491,"Frames and forks, and parts thereof, for cycles, n.e.s. (excluding for motorcycles)",147364,141607,148493,182073,202219,178242,220181,251616,311028,467596,,945020,933287,1072975,1111809,987604,976937,1157492,1266234,1339722,1975442,,307861,292989,345593,390249,404244,371839,471542,519349,597600,910810
851822,"Multiple loudspeakers, mounted in the same enclosure",201726,236356,291793,290577,303539,436451,413147,351572,393146,466525,,1886654,2185587,2832404,3151895,3326634,4217067,3900892,3677174,3577111,3653005,,346043,398698,498041,547611,556207,679862,663083,638316,693614,737493
391810,"Floor coverings, whether or not self-adhesive, in rolls or in the form of tiles, and wall ...""",107616,126676,162018,206988,237186,251443,275344,307041,310131,461700,,1308539,1648806,2044379,2257914,2711307,3495360,4711873,4999789,5698226,6152268,,351752,399328,503073,535449,601122,612195,662903,682711,676202,856903
870830,"Brakes and servo-brakes and their parts, for tractors, motor vehicles for the transport of ...",172771,217155,244774,233228,262301,290436,329618,342323,338900,451504,,3733803,4246801,4794241,4704017,4680608,4957535,5633703,5476242,4943457,5645369,,3406438,3870610,4050300,3407804,3359389,3712709,3780225,3477427,3046349,3584395
940360,"Wooden furniture (excluding for offices, kitchens and bedrooms, and seats)",342995,294633,381172,344181,305628,281767,262228,263096,321192,442852,,7149728,7386778,7904822,7283527,6655596,6909953,7282661,6593078,7227905,8887863,,2129999,2145707,2347317,2076755,2056833,2035696,2156326,2130440,2291921,2603676
732393,"Table, kitchen or other household articles, and parts thereof, of stainless steel (excluding ...",275119,294037,321675,294226,285333,289143,296151,302401,319464,439570,,1821254,1878378,2684562,3505135,3021491,3543028,3796960,4630751,5693236,6936382,,406512,447976,475306,464123,448622,449050,471798,481223,509828,705825
611020,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of cotton, knitted or crocheted ...",567766,591244,583699,473881,455316,494640,433218,417463,378233,435033,,7671264,7908818,7448637,6665769,5989301,5832056,5899829,6632268,6048759,7114401,,1782065,1993352,2057477,1731373,1803706,2037935,2054726,2030316,2053989,2617554
854129,Transistors with a dissipation rate >= 1 W (excluding photosensitive transistors),112558,139073,175913,164873,176893,252768,356260,360596,315282,421842,,2541808,4121556,3083793,3224546,3141353,3201159,3542204,3827190,4612890,5603617,,747196,920962,1156538,1175446,1374262,1664628,2000708,1903830,1592902,2005412
850131,"DC motors of an output > 37,5 W but <= 750 W and DC generators of an output <= 750 W (excl. ...",151515,219692,260957,254469,350933,381724,375596,267037,296026,414307,,1459010,1667813,2038358,2150215,2272678,2420778,2583207,2660082,2735127,3278548,,702569,834367,972133,964447,1216573,1435189,1565428,1374310,1522357,1848772
640291,"Footwear covering the ankle, with outer soles and uppers of rubber or plastics (excluding waterproof ...",328139,428535,534986,412582,367833,349446,373504,333747,307202,410201,,968951,1538803,1958864,1825687,1864315,1942419,1991907,2062080,1576252,2162720,,547138,681027,831771,675337,641125,641031,660553,605969,548530,690189
847149,"Data-processing machines, automatic, presented in the form of systems """"comprising at least ...""",228016,290827,198622,199237,230986,245124,277615,350712,393871,400140,,3886197,4964861,4439511,4105674,3527777,5155403,6087845,5126847,5141272,4708174,,1069100,1053398,1235429,1087202,1165577,1269532,1509016,1650520,1345515,1309834
848390,"Toothed wheels, chain sprockets and other transmission elements presented separately; parts ...",136813,135505,148435,150632,171361,215512,292805,292767,276684,399251,,1637314,1776699,2070747,1916425,1910541,2127449,2406344,2253967,2048219,2707101,,1489866,1457419,1585324,1395717,1502241,1706977,1991127,1831423,1659607,2095111
640399,"Footwear with outer soles of rubber, plastics or composition leather, with uppers of leather ...",361866,358972,352960,319653,279626,276249,274091,289963,277241,396722,,7565277,7978810,8266291,7109036,5688636,5784402,5823234,6116939,4995601,5615478,,2408867,2436593,2529944,2333737,2291454,2599683,3084505,3204854,3061732,3029647
850980,"Electromechanical domestic appliances, with self-contained electric motor (excluding vacuum ...",115250,126714,167240,184464,206492,220164,215431,256327,289065,386877,,1419181,1622243,1896284,2121148,2060136,2319401,2734145,3308388,5536011,6469567,,238526,303031,370618,404084,441577,513678,604814,647248,837883,1000584
848190,"Parts of valves and similar articles for pipes, boiler shells, tanks, vats or the like, n.e.s.",256346,285769,282200,262081,269578,282944,298570,297408,290478,381755,,3468722,3451974,3681212,3487191,3241605,3663610,4086193,3929862,3575852,4308513,,1357145,1364875,1373242,1194053,1291098,1456760,1599675,1511774,1393392,1699011
844332,"Machines which only perform one of the functions of printing, copying or facsimile transmission, ...",673502,678211,549814,419308,385186,381360,410816,363156,306298,381393,,4939165,4851938,4530086,3877629,3449936,3386649,3252753,3041841,2533385,2743955,,1605637,1585542,1404047,1199905,1062890,1133790,1219176,1053254,960558,979320
853650,Switches for a voltage <= 1.000 V (excluding relays and automatic circuit breakers),201807,224478,242230,213951,235270,276465,314668,313801,309582,380391,,1519735,1797185,2556187,2281590,2264603,2476905,2568168,2568604,2720449,3007100,,1798838,1858094,1913647,1736267,1795853,2036686,2218093,2139903,2009083,2391177
851660,"Electric ovens, cookers, cooking plates and boiling rings, electric grillers and roasters, ...",118722,126290,154532,163703,182549,193678,228239,270250,284450,371604,,3124717,3651434,3650517,3707855,3636944,4177659,4988896,5303948,6672479,7988031,,729848,773455,790959,747867,834424,909406,1027049,1043923,1131509,1334336
848071,Injection or compression-type moulds for rubber or plastics,148170,196892,227750,235977,255511,377407,387363,376720,320950,365744,,2191531,2629624,2975767,3101057,2929785,3233311,3498019,3784080,3719924,4054003,,718863,853285,844542,735778,756152,955150,976140,948515,805131,844949
950699,Articles and equipment for sport and outdoor games n.e.s; swimming and paddling pools,153998,123908,142635,156027,145004,143713,157117,182914,223550,363808,,1704783,1732340,2021068,2072321,1898923,1936471,2264520,2560532,2945103,4196586,,292719,277681,333221,364588,364011,370284,391517,409158,495644,692845
620213,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of man-made ...",245323,233870,264305,211057,235675,271165,293504,302198,283745,354296,,1326003,1446004,1521043,1329074,1177466,1391240,1837484,1824903,1292914,1523228,,355982,350195,401442,335046,377549,434301,497507,525258,523348,610819
847989,"Machines and mechanical appliances, n.e.s.",109379,127515,180115,157004,201555,224764,274268,281367,340633,350563,,1337829,1455000,2018115,2087395,2593726,2852789,3558331,4244747,4846439,5219037,,1662788,1807227,2164793,1924303,2207646,2434856,2912986,2923924,2939610,2932886
846721,"Drills of all kinds for working in the hand, with self-contained electric motor",270072,312567,322071,358632,351849,341230,388262,375237,403475,337700,,2268902,2399007,2438445,2307956,2109639,2311711,2576823,2450539,2493102,3008314,,476011,509314,522485,543022,538287,564260,628326,675000,744303,570125
848210,Ball bearings,157268,178157,213522,204153,231132,268217,301525,270127,262284,336933,,2034960,2259762,2416531,2342278,2393412,2557194,2842117,2650082,2506742,3213913,,1773505,1872224,1955058,1598489,1697111,1871586,2082437,1788617,1452975,1869050
850110,"Motors of an output <= 37,5 W",130282,129525,161664,166664,332003,387549,407307,233152,215905,336095,,2657818,2756568,2840126,3064187,2919399,2979901,3084423,2966454,2774326,3264798,,1017342,1124686,1299435,1201858,1310619,1349095,1468892,1345604,1206308,1401214
843311,"Mowers for lawns, parks or sports grounds, powered, with the cutting device rotating in a horizontal ...",110506,112429,151272,151694,167691,191840,207181,240344,227427,331787,,454783,441722,539652,586074,549777,740467,844899,1086982,1252572,1619928,,616971,662075,684473,679150,852905,848150,1001505,858518,849042,1056068
940130,"Swivel seats with variable height adjustments (excluding medical, surgical, dental or veterinary, ...",88289,79509,93499,102239,117743,130511,144015,159881,212606,329718,,1856771,1965661,2196353,2246242,1998122,2115380,2531898,2802475,4014357,4723769,,207697,193558,208357,205795,225392,243030,294828,322017,379426,528104
901890,"Instruments and appliances used in medical, surgical or veterinary sciences, n.e.s.",165210,205776,234577,227844,245583,277634,315274,323246,355878,322220,,1183259,1333426,1435886,1515831,1602703,1657805,1874187,2201100,2878857,2894121,,3425792,3792639,3982430,3529437,3671361,3847111,4234192,4295513,4388997,4389275
853890,"Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537, ...",178235,213091,206452,158352,175998,225127,271608,277329,252279,320969,,2958522,3009119,3147855,3037504,3102294,3398292,3732805,3760551,3554395,4354729,,1747576,1811962,1930279,1598143,1723315,2067773,2328760,2109560,1881000,2316164
850940,"Domestic food grinders and mixers and fruit or vegetable juice extractors, with self-contained ...",165661,191157,254269,288357,265767,261585,212433,242390,251781,319929,,2093555,2577399,2858956,2735628,2585918,2668671,2740577,2883648,3840654,4614651,,492088,470100,548377,558639,531402,542875,469286,467968,519082,671658
851770,"Parts of telephone sets, telephones for cellular networks or for other wireless networks and ...",345396,348561,375522,366822,349923,332152,397395,265542,277291,314395,,39594274,47116398,45105066,49585071,48463570,50776282,51951119,47859965,45200289,49192067,,1468282,1436564,1450053,1527710,1358589,1244008,1163487,910309,947521,919715
620193,"Men's or boys' anoraks, windcheaters, wind jackets and similar articles, of man-made fibres ...",300390,378523,418871,347397,352826,361945,365277,310005,270906,313349,,3949263,4507750,4781601,4095517,3878428,3891924,3877313,3565597,2560432,3266024,,559097,668387,763198,646656,684320,729724,783918,789439,754604,837698
852351,"Solid-state, non-volatile data storage devices for recording data from an external source [flash ...",351801,323751,326831,411287,498245,528993,379521,390971,263322,309589,,4355967,3306349,3277201,3399893,2785190,2027043,2087114,2282225,2092699,1982517,,1023284,1094573,1148127,1090645,1230428,1362160,1201675,1210390,1191558,1352798
761699,"Articles of aluminium, n.e.s.",116589,123379,140704,134281,141408,162363,190133,208786,202188,306242,,2406901,2653768,2952151,2894655,2748207,2820025,3221520,3169550,3411107,4220350,,1403732,1450222,1540243,1368805,1429650,1529590,1627684,1445830,1272733,1614105
940490,"Articles of bedding and similar furnishing, fitted with springs or stuffed or internally filled ...""",205928,195592,204477,187623,182901,211784,226687,236856,248446,305700,,5809829,6020386,6129462,6089210,6005525,6399667,7032694,7408333,7084399,7919140,,587227,633678,671035,613669,608512,639944,683134,682347,771977,882438
851671,"Electro-thermic coffee or tea makers, for domestic use",274971,405182,347915,248987,232475,223649,220935,262000,270065,303587,,2241153,2482623,2181473,1819464,1829128,1749041,1766189,1869832,1938717,2277528,,874862,1021233,998253,824498,874341,987480,1028053,1002626,1151332,1376149
