Product code,Product label,China's imports from Australia-Value in 2012,China's imports from Australia-Value in 2013,China's imports from Australia-Value in 2014,China's imports from Australia-Value in 2015,China's imports from Australia-Value in 2016,China's imports from Australia-Value in 2017,China's imports from Australia-Value in 2018,China's imports from Australia-Value in 2019,China's imports from Australia-Value in 2020,China's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
870894,"Steering wheels, steering columns and steering boxes, and parts thereof, for tractors, motor ...",334,181,46,8,26199,30584,12114,2510,411,204,,20336,6879,4609,6534,2405,1467,3515,2895,4395,4216,,1631951,1812899,2017755,1873319,1867080,1761797,1861401,1465258,1409450,1605146
40590,"Fats and oils derived from milk, and dehydrated butter and ghee (excluding natural butter, ...",982,148,0,0,0,0,0,203,0,204,,42420,39244,35899,36358,28355,21974,25760,22409,16398,36563,,93781,80030,148830,64745,72529,155874,171716,139335,147416,170993
410190,"Butts, bends, bellies and split raw hides and skins of bovine """"incl. buffalo"""" or equine ...""",2569,4891,4321,2104,714,778,63,47,272,204,,11779,18285,14108,19977,20600,25993,27833,16560,4326,3695,,21355,23616,21104,18940,11094,10168,6632,3597,2334,3085
80550,"Fresh or dried lemons """"Citrus limon, Citrus limonum"""" and limes """"Citrus aurantifolia, Citrus ...""",1973,38,111,97,0,0,79,563,794,203,,995,1971,3911,5136,6656,5290,5827,4773,6813,6876,,12698,14620,60730,33995,28198,31150,21371,16220,15757,20211
610910,"T-shirts, singlets and other vests of cotton, knitted or crocheted",24,7,9,0,8,14,163,93,165,203,,10596,7986,7065,6527,4184,7382,9499,8047,8536,8707,,180074,242041,387239,419409,388770,429059,600950,719565,672148,786965
481920,"Folding cartons, boxes and cases, of non-corrugated paper or paperboard",13,15,44,78,71,54,72,200,193,203,,30586,28067,23558,7061,7137,2779,5580,5042,3979,2040,,104871,89728,86499,86977,77428,66779,66013,67195,59278,59239
480257,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",1842,204,23,2,536,939,167,0,547,203,,3805,3669,4228,1570,556,463,558,1083,783,1161,,121071,135950,81511,51495,42693,48345,57940,41433,114444,135301
340490,"Artificial waxes and prepared waxes (excluding poly""""oxyethylene"""" [polyethylene glycol] waxes)""""",264,313,357,115,321,166,253,289,244,199,,2722,3585,3268,2873,5101,4750,5080,3527,2313,3101,,404302,422271,395926,332806,332583,363872,397183,377045,381168,437397
30722,"Scallops and other molluscs of the family Pectinidae, frozen, even in shell",0,0,0,0,0,17,209,1288,1173,199,,0,0,0,0,0,9500,4935,6869,3899,2363,,0,0,0,0,0,174791,201067,196423,119043,216550
848350,"Flywheels and pulleys, incl. pulley blocks",2610,146,191,183,138,156,128,133,102,198,,11170,9040,9492,11180,7165,8094,8309,6037,6053,12084,,178217,224880,266517,217250,201609,171883,167423,155809,166789,197770
440729,"Tropical wood, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...""",33,25,0,4,6,152,126,3,3,198,,41,48,111,268,64,57,1079,192,232,774,,185850,226649,244929,278503,266279,2467102,2433811,1850211,1638986,1531718
441114,"Medium density fibreboard """"MDF"""" of wood, of a thickness >?9?mm""""",2456,3224,2484,1874,1657,768,75,1471,611,197,,17369,12237,17338,17177,13125,11819,13316,13852,16010,11735,,34014,35380,36397,32856,34634,31538,36370,38091,32583,43296
441112,"Medium density fibreboard """"MDF"""" of wood, of a thickness <=?5?mm""""",2874,2270,1996,2517,2567,1631,151,1604,3971,197,,7377,4293,4997,2131,2248,1145,268,1927,3225,175,,21800,20209,16943,19281,16984,13639,19040,18690,17024,8444
870830,"Brakes and servo-brakes and their parts, for tractors, motor vehicles for the transport of ...",2481,2803,1965,1472,297,225,239,262,247,196,,43863,38907,42260,32272,28870,33957,31278,36474,31150,44218,,1075753,1125656,1142968,928468,958822,1080438,1215058,1282791,1188641,1186044
560394,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing > than ...",17,7,7,123,410,144,177,291,163,193,,3013,1583,3583,2110,425,393,1061,3240,2240,2407,,111484,107660,127842,126119,149739,155380,159893,143539,155784,175471
902290,"X-ray generators other than X-ray tubes, high tension generators, control panels and desks, ...",1464,362,159,215,192,668,241,186,593,192,,15504,20419,15369,14028,10769,16640,17366,13672,12720,15356,,554846,570010,635520,626903,651434,659222,720366,755544,820716,830365
340540,"Scouring pastes and powders and other scouring preparations, whether or not in the form of ...",1,0,21,107,305,197,316,368,104,191,,81,170,84,69,165,44,131,89,26,107,,10326,11343,11596,8550,8689,8480,7746,6643,6603,6838
320710,"Prepared pigments, prepared opacifiers, prepared colours and similar preparations of a kind ...",0,15,15,20,80,132,88,98,62,191,,903,1383,1420,1255,889,951,693,1419,932,1110,,85622,161415,120345,78777,77164,87836,78671,59534,57794,61987
581100,"Quilted textile products in the piece, composed of one or more layers of textile materials ...",199,73,118,238,262,572,172,279,58,190,,131,274,234,290,209,630,398,616,246,128,,30798,30382,31137,30836,25554,24962,24379,24893,15707,13349
350691,Adhesives based on polymers of heading 3901 to 3913 or on rubber (excluding products suitable ...,2916,2629,2690,1927,1110,421,345,365,527,190,,15734,14850,14133,7540,7411,6861,7954,5238,5015,8807,,1533795,1514348,1550464,1489957,1529704,1761496,1803045,1780427,1779865,1825074
852580,"Television cameras, digital cameras and video camera recorders",212,1463,189,103,733,436,846,1323,161,188,,78778,65146,92695,90795,100592,115855,136825,156142,89207,82424,,9928112,13352912,10326125,9670255,5910843,4683263,4501852,3382302,2493808,2441076
600410,"Knitted or crocheted fabrics, of a width of > 30 cm, containing >= 5% by weight elastomeric ...""",135,133,925,233,241,605,513,270,15,187,,802,1328,1112,1491,846,492,375,484,450,325,,563672,621556,501081,434456,393290,391469,372597,324584,242181,265181
741991,"Articles of copper, cast, moulded, stamped or forged, but not further worked, n.e.s.",27,14,10,60,64,70,73,86,66,186,,153,234,1607,383,1205,63,498,875,307,270,,69284,74061,57079,51256,45714,45120,41286,40518,32959,35102
854129,Transistors with a dissipation rate >= 1 W (excluding photosensitive transistors),761,41,40,328,77,150,171,4,60,186,,1801,2291,2485,2066,1052,1563,958,514,1193,1682,,3385736,5264662,5015931,4911059,4709921,4825179,5601842,5851489,6649241,7923929
851821,"Single loudspeakers, mounted in their enclosures",0,29,31,43,38,133,166,170,116,184,,1067,3004,2362,3304,2648,2928,7561,5002,3637,3795,,34274,41434,57842,57634,58632,78168,144557,127368,143667,203027
848071,Injection or compression-type moulds for rubber or plastics,1568,1210,312,560,1091,1089,203,388,547,184,,14635,12387,14705,6944,3131,7168,9036,10171,6319,7391,,1227078,1246015,1152094,1056342,833580,871464,846281,783623,673329,577206
852692,Radio remote control apparatus,1123,469,111,11,45,232,463,1085,292,184,,15502,8413,5792,4976,7785,9763,10040,7881,8356,8035,,205189,201630,235417,233839,253144,211484,235343,253010,238899,195815
60420,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses ...",109,146,142,246,272,224,215,175,106,184,,4423,3958,3699,3103,3147,3020,3100,2840,1984,2668,,235,418,1051,1425,1897,3363,4140,5230,8189,9949
842121,Machinery and apparatus for filtering or purifying water,906,1173,868,315,99,794,1482,4642,2975,184,,24791,30986,48159,40707,42054,49575,44793,52016,44261,49106,,272351,292482,402751,451914,360068,418427,453503,590896,638958,475295
401290,"Solid or cushion tyres, interchangeable tyre treads and tyre flaps, of rubber",280,700,2,1,183,164,322,181,102,183,,7516,6230,3656,1856,3151,4703,7695,5587,5210,6247,,29168,27445,27345,27359,31984,39223,42515,43329,39906,23039
210330,"Mustard flour and meal, whether or not prepared, and mustard",183,154,108,97,80,58,54,0,178,182,,2227,2151,2172,1595,1655,1718,2305,1765,2128,2606,,2511,3347,3639,4563,3894,4220,3641,4362,3999,4752
420212,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers, ...",4,6,8,41,22,11,86,161,570,182,,4981,4881,6111,6670,6381,4424,4130,3985,2318,3434,,111860,108829,138837,164500,171189,193280,237861,247572,159928,185364
271220,"Paraffin wax containing < 0,75% by weight of oil",0,39,1,0,196,123,251,188,188,182,,2061,2710,7790,3459,848,1301,1029,293,384,398,,26402,24605,24543,17185,14176,15536,17140,19500,36584,34864
731512,Articulated link chain of iron or steel (excluding roller chain),340,210,147,446,34,88,209,208,91,180,,1861,2542,2099,1889,1029,1158,2083,1631,1397,1524,,57392,58042,57107,46002,52251,55549,54555,47122,43181,38720
701931,Mats of irregularly laminated glass fibres,0,0,0,0,102,0,6,0,3,180,,287,597,48,179,61,341,243,187,107,191,,2194,1795,1433,1269,1262,3560,3175,2095,1885,2360
200520,"Potatoes, prepared or preserved otherwise than by vinegar or acetic acid (excluding frozen)",16,0,0,5,17,106,103,131,996,177,,1085,595,203,622,1010,985,1687,2562,3236,3131,,1309,2886,4963,8719,10966,9536,11451,8830,12518,15880
110630,"Flour, meal and powder of produce of chapter 8 """"Edible fruit and nuts; peel of citrus fruits ...""",237,117,1,19,193,17,376,2088,648,176,,375,852,1592,1809,807,604,1413,4777,4430,3072,,7307,10700,6909,6575,5848,6701,7135,9386,7740,6193
721230,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",2,5,10,1,72,71,41,43,105,176,,15270,15270,107,70,49,373,577,1095,3744,2581,,12108,9229,13381,11057,11632,10193,10899,11626,8466,9213
691110,"Tableware and kitchenware, of porcelain or china (excluding ornamental articles, pots, jars, ...",1,2,10,19,22,12,406,629,670,176,,4548,3164,4158,3378,4075,4533,4421,3666,2502,4528,,37493,34363,37332,43425,46026,48071,56770,60708,65570,78860
901420,Instruments and appliances for aeronautical or space navigation (excluding compasses and radio ...,32,330,249,119,126,259,105,47,65,174,,16240,24208,30690,42212,21144,33163,42839,58745,41764,38509,,49292,62368,72494,84354,89728,84665,98463,97613,83586,92858
902580,"Hydrometers, areometers and similar floating instruments, barometers, hygrometers and psychrometers, ...",207,131,202,98,302,90,152,599,1733,173,,4837,4909,3704,4826,3732,2727,3258,3798,3893,4730,,98061,134393,141441,130100,257788,168228,153535,172344,151573,209381
846729,"Electromechanical tools for working in the hand, with self-contained electric motor (excluding ...",0,8,17,4,0,1,3,0,5,172,,4895,5559,5711,7386,5829,6535,6755,6409,3979,5517,,77521,80671,81469,84216,81105,107675,117009,112424,138055,171692
732599,"Cast articles of iron or steel, n.e.s. (excluding articles of non-malleable cast iron, and ...",1565,203,53,27,15,136,367,1096,516,170,,6281,5373,4080,4003,4551,7603,4054,5495,3971,4477,,37648,37644,37323,33752,28764,38405,36858,41815,25721,29424
340212,"Cationic organic surface-active agents, whether or not put up for retail sale (excluding soap)",53,65,35,32,8,50,9,2,25,170,,270,1037,704,416,140,525,279,612,490,821,,35115,39153,34935,33202,28882,24222,26254,28509,27960,36957
480451,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",1078,521,57,4,76,45,401,668,106,168,,81239,96815,100703,103909,100468,96804,108375,101066,87454,131029,,19133,23560,24412,23895,28168,36055,52782,66624,48880,41189
491199,"Printed matter, n.e.s.",53,127,94,65,59,59,87,197,264,168,,31467,20718,17381,17243,15171,15357,15730,17792,19357,23835,,169728,433290,448601,228148,209025,177103,168955,306974,305118,255419
880220,"Aeroplanes and other powered aircraft of an unladen weight <= 2.000 kg (excl. helicopters, ...",358,675,556,849,2637,2134,2625,8223,183,166,,12754,14265,14646,15332,15683,10455,16690,20169,13093,8934,,33269,39033,59532,116936,77294,71119,64426,83890,58156,31508
840890,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""" (excluding ...""",6516,2475,1765,2078,1097,236,306,853,437,166,,32479,22995,18854,26298,21356,22620,29358,28015,31250,26274,,1981602,1963515,1948579,1362226,1340574,1988801,2458491,2409939,2776526,2641465
340600,Candles and the like,32,5,19,45,135,88,261,181,453,165,,4423,3296,4394,4789,5142,6142,5322,5236,5421,10568,,5449,5581,5719,14223,16554,12277,13301,13122,18498,30202
293399,"Heterocyclic compounds with nitrogen hetero-atom[s] only (excluding those containing an unfused ...""",3,250,317,250,126,98,3,7,109,165,,2342,3199,2476,1330,2500,6385,3297,3174,1208,2123,,813670,825713,1029781,1311173,753900,1088952,1695302,1575060,1380097,1169930
110290,"Cereal flours (excluding wheat, meslin and maize)",72,0,0,0,0,8,97,91,138,165,,1674,1990,2337,2865,2398,3073,3344,3707,4846,4857,,27906,31068,25405,27465,28406,31598,38896,43868,36367,40699
853120,"Indicator panels with liquid crystal devices """"LCD"""" or light emitting diodes """"LED"""" (excluding ...""",96,359,102,133,92,319,1498,664,984,164,,23353,13213,10655,9595,15725,18094,15822,15569,11426,10638,,206722,213903,297483,218807,184787,280151,383380,529203,416823,234538
51000,"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other ...",562,720,1535,572,358,174,134,500,341,163,,8432,10212,10323,10544,7966,5212,6654,8221,10324,7631,,2912,3916,4236,3518,3084,3622,3289,4383,2174,8982
848340,"Gears and gearing for machinery (excluding toothed wheels, chain sprockets and other transmission ...",4440,4501,1458,1772,1191,647,963,2217,219,163,,50396,90733,65576,70886,67362,72760,77804,79893,54915,63169,,1869321,1845157,2056694,1629064,1290542,1614968,1904928,1638931,1685094,1927473
810590,"Articles of cobalt, n.e.s.",26,302,436,225,56,466,1045,1887,248,163,,17,24,277,89,293,655,1045,1691,286,390,,36533,43824,55774,61215,54722,43805,50290,58734,53513,60880
950300,"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; ...""",7,38,21,28,0,68,94,103,122,163,,15758,17136,17297,20963,20256,21399,22904,26444,26035,36996,,273522,316042,359298,493400,495300,558698,648121,755325,772765,921677
291830,"Carboxylic acids with aldehyde or ketone function but without other oxygen function, their ...",0,0,0,41,0,0,0,13,0,163,,10,36,4,41,37,12,30,33,47,1,,60342,86507,68447,49126,52473,45184,40021,40513,41816,32864
521152,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,162,,0,0,1,0,0,0,0,0,0,0,,340,720,898,181,104,54,310,399,288,369
851660,"Electric ovens, cookers, cooking plates and boiling rings, electric grillers and roasters, ...",609,365,512,449,761,434,352,147,289,161,,24673,20965,22768,19075,21366,21199,23872,18449,14618,20542,,220356,107260,135781,199734,217382,228881,271291,216058,231638,216655
390769,"Poly""""ethylene terephthalate"""", in primary forms, having a viscosity number of < 78 ml/g""""",0,0,0,0,0,59,65,144,13,160,,0,0,0,0,0,741,521,1194,1878,5340,,0,0,0,0,0,285213,511906,595573,308778,346723
340211,"Anionic organic surface-active agents, whether or not put up for retail sale (excluding soap)",3682,1900,167,141,106,213,189,343,152,160,,4089,4733,2859,2564,2714,2142,1323,1218,1497,3005,,152171,140345,138345,141857,142153,152893,174425,177246,194485,235207
200897,"Mixtures of fruits, nuts and other edible parts of plants, prepared or preserved, whether or ...",8,35,71,7,145,72,228,89,184,159,,5714,5889,2749,2589,2338,1903,3877,5056,1536,2041,,9408,11392,13277,12695,17045,16898,15188,12294,11990,10810
410711,"Full grains leather """"incl. parchment-dressed leather"""", unsplit, of the whole hides and skins ...""",0,6,20,0,0,4,138,207,166,159,,250,42,31,45,63,62,8,55,26,44,,15407,17010,14947,13332,14398,12301,9555,18239,10465,16369
741533,"Screws, bolts, nuts and similar articles, threaded, of copper (other than screw hooks, ring- ...",12,53,9,20,19,145,121,138,93,158,,3907,2269,1446,1429,1273,1862,703,953,1110,3146,,60150,78068,76528,63976,58809,58745,56824,46475,44658,45048
740319,"Copper, refined, unwrought (excluding copper in the form of billets, wire-bars, cathodes and ...",0,0,7136,876,0,0,0,143,0,158,,114,67,163,90,92,200,406,120,169,190,,13757,44030,34572,66397,72413,47303,169693,266908,642168,966295
732393,"Table, kitchen or other household articles, and parts thereof, of stainless steel (excluding ...",4,3,5,2,2,5,88,96,110,158,,5416,3520,3914,2222,2071,2329,3382,3390,2506,3426,,71023,73047,87806,80447,81144,61090,73323,67555,56237,52739
841370,"Centrifugal pumps, power-driven (excluding those of subheading 8413.11 and 8413.19, fuel, lubricating ...",858,380,1062,2452,477,610,271,6850,16867,157,,29440,25826,24327,29944,41593,45138,39005,43815,38637,66835,,888785,1007302,947583,749063,764916,707440,877652,903555,756406,1005653
80232,"Fresh or dried walnuts, shelled",0,0,0,0,55,2,0,285,104,157,,313,506,955,965,1446,1328,2297,1130,1095,1392,,16587,17867,29665,20040,19432,18328,19795,15225,6010,5767
80810,Fresh apples,0,0,538,758,216,355,326,810,218,157,,7859,6032,3990,8373,9995,9439,7662,6835,4259,5854,,92375,67471,46319,146650,123184,115193,117385,218983,138539,144577
841319,"Pumps for liquids, fitted or designed to be fitted with a measuring device (excluding pumps ...",50,60,51,212,94,76,487,647,221,155,,9274,11030,11426,6225,20743,4258,7070,6572,5353,10822,,160478,178818,196865,157624,142185,157368,186021,206342,220416,248581
420600,"Articles of gut, goldbeater's skin, bladders or tendons (excluding silkworm gut, sterile catgut, ...",164,1,195,61,0,2,310,128,186,154,,322,259,297,242,168,164,724,651,575,331,,187,7,220,378,283,286,653,468,379,437
730661,"Tubes and pipes and hollow profiles, welded, of square or rectangular cross-section, of iron ...",877,486,172,233,264,141,225,142,185,153,,27411,26601,22725,11048,9731,10811,13920,12782,10843,20074,,19941,22016,27432,25650,29573,30813,26022,21926,31331,26309
690911,"Ceramic wares for laboratory, chemical or other technical uses, of porcelain or china (excluding ...",0,0,0,2,14,29,4,1003,1282,153,,600,1200,1754,1450,1709,2436,1411,69,94,399,,30552,39384,42141,36317,38449,52500,70126,66326,73803,110977
851680,Electric heating resistors (excluding those of agglomerated coal and graphite),290,205,128,100,145,96,92,207,72,153,,859,1502,1228,1165,2078,2368,1190,787,1318,1068,,271775,303172,325908,312276,350479,416884,570986,506138,435444,490792
841451,"Table, floor, wall, window, ceiling or roof fans, with a self-contained electric motor of an ...",267,146,101,96,85,39,112,5,13,151,,2804,2092,1733,4277,1667,1908,4475,3117,2404,2362,,120043,97332,114209,107761,133330,149614,195752,154064,134022,105832
847150,"Processing units for automatic data-processing machines, whether or not containing in the same ...",198,154,316,329,278,358,497,303,132,150,,69186,80206,129563,99964,64751,68715,84106,66818,47704,86208,,1919152,2362308,2826089,2456526,2506007,2346999,2444217,1828919,2005144,2855683
220890,"Ethyl alcohol of an alcoholic strength of < 80% vol, not denatured; spirits and other spirituous ...",622,950,1288,357,255,102,47,54,52,150,,19991,34178,48281,55500,41445,29359,25784,29148,20704,32568,,69024,74752,68204,66974,92473,91759,129266,169172,142914,151814
903033,"Instruments and apparatus for measuring or checking voltage, current, resistance or electrical ...",113,108,427,220,90,29,273,199,161,147,,2911,7629,9695,4721,4698,2604,3268,4201,2473,3909,,200681,212966,255659,253860,311925,339313,344802,312169,461460,329469
848710,Ships' or boats' propellers and blades therefor,241,169,19,62,25,12,96,37,101,145,,7178,6258,8650,15308,11985,6792,6331,8725,7884,8768,,521345,550267,691210,551073,314113,241188,202439,164956,164873,158604
610463,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of synthetic fibres, ...",5,1,0,4,0,1,441,1060,3602,144,,716,657,1361,759,539,1129,1018,857,1516,1639,,11895,22525,28923,44574,65444,88115,91930,87211,97253,161467
841869,Refrigerating or freezing equipment (excluding refrigerating and freezing furniture),150,66,71,170,42,40,14,102,160,143,,6735,19775,8098,18262,21638,19090,15457,10642,14425,24907,,715303,811183,821741,771293,615714,699665,910994,807907,832421,898990
320890,"Paints and varnishes based, incl. enamels and lacquers, on synthetic polymers or chemically ...",303,3855,5320,5691,6185,3420,583,130,69,143,,37342,40144,38212,37025,43298,41170,42233,40891,39674,47280,,305511,308063,317997,292174,337330,349414,464874,652429,772811,819400
390330,"Acrylonitrile-butadiene-styrene copolymers """"ABS"""", in primary forms""""",16,19,36,19,42,164,61,129,138,143,,610,308,473,1552,1419,1220,184,118,220,503,,3623543,3597079,3574745,2993537,2747397,3509133,3919850,3275260,3070582,3488535
846719,"Pneumatic tools for working in the hand, non-rotary type",308,53,238,60,13,11,20,35,59,139,,3320,3221,2161,1981,2163,2522,3347,3266,3758,2352,,38153,37371,38792,32048,31690,35807,35682,28568,25497,32873
903040,"Instruments and apparatus for measuring or checking electrical quantities, specifically for ...",2253,2533,1916,1503,776,121,314,29,171,139,,18803,19440,19243,18069,23762,14208,15445,14334,19868,24832,,2007783,2067232,1476174,1228699,942820,806591,956998,1133529,1297783,1014431
847160,"Input or output units for automatic data-processing machines, whether or not containing storage ...",402,493,207,201,132,274,181,344,131,138,,29052,20972,24654,19887,27610,31318,29195,29464,25256,27046,,3458143,3580545,3799404,3171868,1949690,1447311,977300,1083047,1087595,1111653
851671,"Electro-thermic coffee or tea makers, for domestic use",4,1,51,1,0,0,158,94,31,138,,3647,1861,1709,2502,3205,4369,5170,4807,6582,8734,,29831,27728,30484,26502,31698,46378,54724,63699,85480,117580
850511,Permanent magnets of metal and articles intended to become permanent magnets after magnetization ...,191,221,195,242,29,31,44,60,61,137,,1618,1416,1010,721,1167,978,2097,1698,3991,2627,,935297,632957,569923,441482,383508,425340,381758,291290,264892,264515
900130,Contact lenses,3,19,29,2,0,0,0,1,30,136,,14556,9576,10173,11190,12882,14514,20940,30693,31047,37149,,81047,107639,121937,148406,215360,257932,321589,372819,390667,542192
851650,Microwave ovens,3,5,1,0,0,294,12,29,33,136,,523,307,452,445,473,359,634,528,521,246,,4501,7749,5721,6296,7532,9496,6501,8470,14190,12813
901510,Rangefinders,76,1,0,8,11,0,0,1,61,135,,6091,5502,7406,6580,5758,6235,7399,6165,6746,7313,,18783,26095,38109,44355,80242,110506,136375,157633,149121,194052
392310,"Boxes, cases, crates and similar articles for the conveyance or packaging of goods, of plastics",431,171,90,89,849,83,869,127,479,133,,20618,18081,13401,13783,13394,13933,12648,12981,11615,14053,,551198,471775,466421,455228,462389,431323,445841,430106,372129,415710
610130,"Overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, wind-jackets ...",3,0,0,0,4,0,2,0,138,133,,247,250,167,155,171,259,131,462,82,207,,3863,4789,8012,13594,13773,16303,17459,18588,18306,23056
902219,"Apparatus based on the use of X-rays (other than for medical, surgical, dental or veterinary ...",1543,0,86,41,489,0,0,108,1511,132,,3437,4942,7272,4252,7542,4594,5310,4728,3676,3154,,412995,402207,415109,387613,413483,494406,619121,558788,584448,587862
611780,"Ties, bow ties, cravats and other made-up clothing accessories, knitted or crocheted, n.e.s. ...",0,0,0,1,1,4,2,24,133,131,,273,452,769,448,337,393,422,825,347,482,,6718,7647,5235,4207,5181,6655,8216,10497,10570,12043
441113,"Medium density fibreboard """"MDF"""" of wood, of a thickness >?5?mm but <=?9?mm""""",829,1003,978,1089,747,745,66,961,901,131,,440,2077,3220,3536,2273,2413,1137,2668,2558,1173,,22843,29997,32401,32641,45747,57726,51094,46958,33645,42892
842952,"Self-propelled mechanical shovels, excavators and shovel loaders, with a 360¡Æ revolving su ...",0,0,0,170,3,0,0,0,0,130,,23806,31498,35114,29315,32806,24322,21909,30114,34001,25497,,1538339,999029,835746,450521,614801,1122455,1411849,900599,695591,353031
170219,"Lactose in solid form and lactose syrup, not containing added flavouring or colouring matter, ...",0,0,0,250,0,27,0,12,40,130,,18340,11404,217,103,280,242,421,123,563,2553,,29283,27005,29764,20338,15761,20269,23352,24872,29670,12832
847190,"Magnetic or optical readers, machines for transcribing data onto data media in coded form and ...",1454,1251,645,96,31,208,118,87,151,130,,52587,36572,27994,39455,40057,56786,59837,56748,57251,71005,,370417,363006,343902,339893,327126,353518,396943,316760,309502,343581
220860,Vodka,1,0,0,89,195,52,9,24,43,130,,8225,9981,9773,8544,9990,13008,21927,37713,8660,10957,,12694,13357,13470,14381,9384,15331,16700,19718,17226,23650
391731,"Flexible tubes, pipes and hoses, of plastics, burst pressure >= 27,6 MPa",546,136,132,164,147,66,91,228,77,129,,2973,3429,4271,2786,2241,2869,2057,1877,1719,3697,,89193,104737,100803,86076,91085,106473,112602,103615,109347,117937
851690,"Parts of electric water heaters, immersion heaters, space-heating apparatus and soil-heating ...",138,271,12,10,11,71,144,76,104,129,,24431,7692,7448,8604,6116,12657,24152,30529,22826,35896,,192967,198316,179660,153492,148314,191799,205077,214197,257256,259706
820840,"Knives and cutting blades, of base metal, for agricultural, horticultural or forestry machines ...",16,18,55,16,13,20,76,73,124,128,,1386,1095,2159,2983,5330,4631,5562,6880,4929,6363,,20545,21143,20580,19677,18376,17676,19760,15004,15244,17787
701959,"Woven fabrics, incl. narrow fabrics, of glass fibres, of a width of > 30 cm (excluding plain ...",11,4,14,3,7,16,38,19,6,127,,337,345,376,185,2580,1781,1518,1218,363,525,,38965,34583,32579,29255,27999,35300,41042,32500,24237,23385
820890,"Knives and cutting blades, of base metal, for machines or for mechanical appliances (excluding ...",121,83,88,100,126,196,63,73,105,127,,8311,6958,4399,2077,1653,1676,2816,2662,3292,3610,,167297,182119,189261,163362,168229,169006,175602,163735,167684,176289
843890,"Parts of machinery for the industrial preparation or manufacture of food or drink, n.e.s.",214,38,13,79,170,104,86,103,181,126,,23315,23180,30252,22812,16154,19523,23956,25805,33287,43224,,18509,21792,18771,17297,16207,18393,24093,21079,18663,21855
902410,Machines and appliances for testing metals,759,189,556,46,45,2,52,68,31,126,,3063,3364,3895,3435,2924,2871,8054,5227,3259,3375,,145152,134860,179452,139130,124301,142865,168496,154064,144204,120707
850110,"Motors of an output <= 37,5 W",547,299,129,153,93,224,110,302,114,126,,17647,14058,15479,19034,10263,11181,11760,11470,10830,15980,,2119303,2082329,1899984,1789856,1667572,1640111,1598485,1439610,1411744,1498104
901390,"Parts and accessories for liquid crystal devices """"LCD"""", lasers and other appliances and ...""",24,86,16,26,63,30,28,126,76,125,,2916,5663,5116,4141,3790,6711,10130,10713,8711,11237,,4720963,4754512,4799526,5057281,4589634,4541360,4160539,3923837,3485319,2266795
282200,Cobalt oxides and hydroxides; commercial cobalt oxides,4,61,23,148,0,0,0,0,0,125,,335,244,0,6,374,409,824,362,383,417,,28069,6908,8486,9203,6213,84431,64506,38285,55801,6105
293690,"Provitamins and mixtures of vitamins, of provitamins or of concentrates, whether or not in ...",0,1,1,1088,4288,78,452,181,176,125,,52313,47526,43560,77319,104780,62456,48049,42405,64287,54731,,11011,8699,9202,13235,11754,15222,19104,23748,28561,14311
400942,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",176,190,406,108,16,94,176,285,119,124,,4061,5282,5687,8565,5530,5363,9065,11312,5697,6465,,58863,57463,72849,62081,70446,63071,67697,54427,48113,48443
843131,"Parts of lifts, skip hoists or escalators, n.e.s.",247,14,38,341,15,46,23,258,13,123,,7868,3121,2970,3620,3583,4824,6624,5908,4312,3355,,138009,121694,153137,144817,97058,104234,129751,113878,91632,93690
853222,"Fixed electrical capacitors, aluminium electrolytic (excluding power capacitors)",49,39,59,44,58,57,59,158,88,123,,4866,2160,1758,345,641,678,810,3258,217,175,,1786315,1809528,1764978,1502034,1468301,1591564,1727249,1451229,1592530,1726325
